nomer;predmet;zakon;organizator;organizator_inn;organizator_kpp;organizator_kontakt;zakazchik;zakazchik_inn;zakazchik_kpp;zakazchik_kontakt;region;cena;data_publikacii;data_okonchaniya;pozicii_s_klyuchom;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
32616245192;Поставка насосов и рабочего колеса;223-ФЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТУАЛЬНЫЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";7707429693;770701001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТУАЛЬНЫЕ КОММУНАЛЬНЫЕ СИСТЕМЫ ОРЕХОВО-ЗУЕВО""";7608037021;503401001;;Московская область;286654.40;28.07.2026;05.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Насосы центробежные подачи жидкостей прочие";https://www.rts-tender.ru/poisk/id/l32616245192-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616244600;"Выполнение работ по текущему ремонту пассажирских вагонов для нужд АО ""ТКС""";223-ФЗ;"АО ""ТКС""";7717568287;770801001;"Шугулёв Михаил Михайлович; 8(495) 9806363 доб. 5117; legal@transclass.ru";"АО ""ТКС""";7717568287;770801001;"8(495) 9806363 доб. 5117; legal@transclass.ru";Москва;23966456.33;28.07.2026;05.08.2026;"Насос центробежный двухступенчатый ;; Насос центробежный двухступенчатый";https://www.rts-tender.ru/poisk/id/l32616244600-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616244564;Поставка насоса вакуумного мембранного;223-ФЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖУРАЛВОДОКАНАЛ""";7453192705;746001001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖУРАЛВОДОКАНАЛ""";7453192705;746001001;;Челябинская область;75000.00;28.07.2026;31.07.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616244564-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616244296;«Поставка насосов циркуляционных для нужд производственного предприятия «Предприятие тепловых сетей» филиала «Самарский» ПАО «Т Плюс» в 2026 году.» (4541305);223-ФЗ;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";6315376946;502401001;;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";6315376946;502401001;;Московская область;1178148.73;28.07.2026;05.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616244296-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616244048;Право заключения договора на поставка насосов центробежных;223-ФЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРМЗ СЕРВИС""";7708671295;770901001;;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОЛИКАМСКИЙ МАГНИЕВЫЙ ЗАВОД""";5919470019;591901001;;Пермский край;9600092.00;28.07.2026;05.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Насосы центробежные подачи жидкостей прочие";https://www.rts-tender.ru/poisk/id/l32616244048-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0160300001626000031;Поставка шкафа управления насосов и насосов ЭЦВ;44-ФЗ;АДМИНИСТРАЦИЯ РОМАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;6430002427;643001001;;АДМИНИСТРАЦИЯ РОМАНОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;6430002427;643001001;;Саратовская область;691950.00;28.07.2026;05.08.2026;"Насос химический центробежный ;; Насос химический центробежный";https://www.rts-tender.ru/poisk/id/l0160300001626000031-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616243498;Поставка инструмента 2;223-ФЗ;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПЕТЕРБУРГСКИЙ МЕТРОПОЛИТЕН""";7830000970;783801001;;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПЕТЕРБУРГСКИЙ МЕТРОПОЛИТЕН""";7830000970;783801001;;Санкт-Петербург;5517447.04;28.07.2026;13.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616243498-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0821600009326000007;Поставка насосов для нужд муниципального казенного учреждения Буденновского муниципального округа Ставропольского края «Водоканал»;44-ФЗ;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ БУДЕННОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ ""ВОДОКАНАЛ""";2624037460;262401001;"Шайдеров Виктор Владимирович; 7-86559-24659; vodokanal.bmo@mail.ru";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ БУДЕННОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ ""ВОДОКАНАЛ""";2624037460;262401001;;Ставропольский край;929440.00;28.07.2026;05.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Насосы центробежные подачи жидкостей прочие";https://www.rts-tender.ru/poisk/id/l0821600009326000007-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616242819;Поставка насосного агрегата (по заявке на закупку-ЗНЗн-12/1-256);223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК-АВТОМАТИЗИРОВАННАЯ СИСТЕМА ТОРГОВ""";7707308480;770401001;;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ БРЯНСКОЙ ОБЛАСТИ ""БРЯНСККОММУНЭНЕРГО""";3250054100;325701001;;Брянская область;303157.82;28.07.2026;05.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616242819-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0851200000626005045;Поставка насосов центробежных;44-ФЗ;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ КОНТРАКТНОЙ СИСТЕМЫ""";5406722503;540601001;;АДМИНИСТРАЦИЯ ИСКИТИМСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ;5446004474;544601001;;Новосибирская область;3820000.00;28.07.2026;05.08.2026;"Насос химический центробежный ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l0851200000626005045-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4540039;Поставка хозяйственных товаров, средств передвижения, инструмента в ассортименте.;Коммерческие;"Акционерное общество ""Птицефабрика ""Рефтинская""";6603025045;668301001;;"Акционерное общество ""Птицефабрика ""Рефтинская""";6603025045;668301001;;Свердловская область;0.00;28.07.2026;04.08.2026;"Погружной электронасос BELAMOS TS 4TS-90/11, скважинный,погружной,центробежный,2200 Вт, Глубина погружения 30 метров,Производительность 180 л/мин., Диаметр насоса 97 мм.,Трубное соединение внутренняя G2 дюйм ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l4540039-4-12-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616241802;Поставка установки повышения давления хозяйственно-питьевых нужд с резервуарами питьевой воды (по ТЗ);223-ФЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""ЕВРОСИБЭНЕРГО""";3808118560;384901001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""ЕВРОСИБЭНЕРГО""";3808118560;384901001;;Иркутская область;0.00;28.07.2026;05.08.2026;"Насосы центробежные подачи жидкостей прочие; насосы прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616241802-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4540119;насосы консольные центробежные по ОЛ;Коммерческие;Акционерное общество «Уральский электрохимический комбинат»;6629022962;785150001;;Акционерное общество «Уральский электрохимический комбинат»;6629022962;785150001;;Санкт-Петербург;0.00;28.07.2026;06.08.2026;"насосы консольные центробежные по ОЛ ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l4540119-4-11-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
10530939;Поставка инструмента и расходных материалов для нужд Домодедовского филиала АО «Мособлэнерго»;Закупки малого объема;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ОБЛАСТНАЯ ЭНЕРГОСЕТЕВАЯ КОМПАНИЯ""";5032137342;502401001;Информация скрыта. Подробнее Доступно в личном кабинете Информация об организаторе и заказчике доступна в личном кабинете. Зарегистрируйтесь или войдите. Войти;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ОБЛАСТНАЯ ЭНЕРГОСЕТЕВАЯ КОМПАНИЯ""";5032137342;502401001;Информация скрыта. Подробнее Доступно в личном кабинете Информация об организаторе и заказчике доступна в личном кабинете. Зарегистрируйтесь или войдите. Войти;Московская область;470842.06;28.07.2026;12.08.2026;"Центробежный поверхностный насос (консольный) UNIPUMP CPM 1100H 66575 ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l15024902-3-9-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616241478;Насосы центробежные DN 80 и DN 100;223-ФЗ;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ТРЕСТ ""ТЕПЛОФИКАЦИЯ""";7414000657;745501001;"Морозова Е. А.; 73519359149; zakupki_magteplo@mail.ru";"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ТРЕСТ ""ТЕПЛОФИКАЦИЯ""";7414000657;745501001;"73519359149; zakupki_magteplo@mail.ru";Челябинская область;366479.46;28.07.2026;06.08.2026;"Насос центробежный DN 100 ;; Насос центробежный DN 100";https://www.rts-tender.ru/poisk/id/l32616241478-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
