zakazchik;inn;kpp;predmet;planiruemaya_data_razmeshcheniya;srok_ispolneniya_dogovora;summa;sposob_zakupki;okpd2;data_razmeshcheniya;plan_reg_nomer;nomer_pozicii;klyuch;centrobezhnyy_predmet;priznak_centrobezhnosti;data_v_budushchem;nash_spisok_202;istochnik;ssylka;predmet_bez_proekta;brak
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ НЕФТЯНАЯ КОМПАНИЯ ""БАШНЕФТЬ""";0274051582;027501001;Клапана нагнетательные и всасывающие;06.2018;12.2019;228 580 915,20 ₽;ЗП;;25.02.2019;2180331073;2000047110;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e65def69-6879-4341-8e84-2b40c2fd7fcf_5a8ec396-2767-ceed-e100-00000a104645&infoGuid=e65def69-6879-4341-8e84-2b40c2fd7fcf;Клапана нагнетательные и всасывающие;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ НЕФТЯНАЯ КОМПАНИЯ ""БАШНЕФТЬ""";0274051582;027501001;Клапана нагнетательные и всасывающие;06.2018;12.2019;228 580 915,20 ₽;ЗП;;27.12.2017;2170262585;2000047110;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=6a0adead-9208-4b88-80cf-70e474d95813_5ad86053-33dd-abf6-e100-00000a104611&infoGuid=6a0adead-9208-4b88-80cf-70e474d95813;Клапана нагнетательные и всасывающие;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ НЕФТЯНАЯ КОМПАНИЯ ""БАШНЕФТЬ""";0274051582;027501001;Покупка клапанов нагнетательных;09.2019;12.2019;97 071 999,55 ₽;конкурс+СМСП;;25.02.2019;2180331073;2000165513;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e65def69-6879-4341-8e84-2b40c2fd7fcf_901b0ee7-36a6-1ee9-b494-6cc609ea90e7&infoGuid=e65def69-6879-4341-8e84-2b40c2fd7fcf;Покупка клапанов нагнетательных;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОЯРСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";2462206345;246201001;Солидолонагнетатель электрический С-321М;10.2019;12.2019;70 000,00 ₽;ЗК;;26.12.2019;2180322178;404;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a9f0b792-1161-4676-848b-1ab0aca69459_917471b4-011f-411e-baf7-cbdb55917b61&infoGuid=a9f0b792-1161-4676-848b-1ab0aca69459;Солидолонагнетатель электрический С-321М;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ НЕФТЯНАЯ КОМПАНИЯ ""БАШНЕФТЬ""";0274051582;027501001;"Строительно-монтажные и пусконаладочные работы по закупке ""Обустройство нагнетательных скважин"".";11.2019;09.2021;123 376 070,02 ₽;ЗП;;19.12.2019;2190391161;2000138331;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bb35a06a-d9e5-4f8b-b263-dcf747eb1d9c_5bdd28d7-3fab-4588-e100-00000a10461c&infoGuid=bb35a06a-d9e5-4f8b-b263-dcf747eb1d9c;"Строительно-монтажные и пусконаладочные работы по закупке ""Обустройство нагнетательных скважин"".";
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";5610058025;997250001;"Поставка клапанов всасывающих и нагнетательных для насосов для нужд ООО ""Газпром добыча Оренбург""";11.2019;01.2020;959 083,20 ₽;Открытые маркетинговые исс;;31.10.2019;2190384986;105;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5659c451-186d-4eba-b3ee-9b9559aa2b4e_55114348-fe00-1ed9-b6fd-29e403c11a81&infoGuid=5659c451-186d-4eba-b3ee-9b9559aa2b4e;"Поставка клапанов всасывающих и нагнетательных для насосов для нужд ООО ""Газпром добыча Оренбург""";
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ НЕФТЯНАЯ КОМПАНИЯ ""БАШНЕФТЬ""";0274051582;027501001;"Строительно-монтажные и пусконаладочные работы по закупке ""Обустройство нагнетательных скважин"".";11.2019;09.2021;123 376 070,02 ₽;ЗП;;25.02.2019;2180331073;2000138331;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e65def69-6879-4341-8e84-2b40c2fd7fcf_901b0ee7-36a6-1ed9-bbe7-b322ddd09ff8&infoGuid=e65def69-6879-4341-8e84-2b40c2fd7fcf;"Строительно-монтажные и пусконаладочные работы по закупке ""Обустройство нагнетательных скважин"".";
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ НЕФТЯНАЯ КОМПАНИЯ ""БАШНЕФТЬ""";0274051582;027501001;Строительно-монтажные и пусконаладочные работы по объекту «РЕКОНСТРУКЦИЯ СИСТЕМЫ ППД МИХАЙЛОВСКОГО МЕСТОРОЖДЕНИЯ (2018 ГОД)» Водовод высокого давления от проектируемого БГ №985 до нагнетательных скважин №1135,1155,1136».;04.2020;06.2021;7 555 293,60 ₽;ЗП;;27.05.2020;2190391161;2000312880;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8846d540-15c4-4593-8eb4-bdaed6f0abd1_901b0ee6-d6c1-1eea-9abb-45fa747b99f7&infoGuid=8846d540-15c4-4593-8eb4-bdaed6f0abd1;Строительно-монтажные и пусконаладочные работы по объекту «РЕКОНСТРУКЦИЯ СИСТЕМЫ ППД МИХАЙЛОВСКОГО МЕСТОРОЖДЕНИЯ (2018 ГОД)» Водовод высокого давления от проектируемого БГ №985 до нагнетательных скважин №1135,1155,1136».;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ НЕФТЯНАЯ КОМПАНИЯ ""БАШНЕФТЬ""";0274051582;027501001;Строительно-монтажные и пусконаладочные работы по объекту «РЕКОНСТРУКЦИЯ СИСТЕМЫ ППД МИХАЙЛОВСКОГО МЕСТОРОЖДЕНИЯ (2018 ГОД)» Водовод высокого давления от проектируемого БГ №985 до нагнетательных скважин №1135,1155,1136».;04.2020;06.2021;7 555 293,60 ₽;ЗП;;19.12.2019;2190391161;2000312880;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bb35a06a-d9e5-4f8b-b263-dcf747eb1d9c_901b0ee7-36a6-1eda-aab0-2438f8995cf6&infoGuid=bb35a06a-d9e5-4f8b-b263-dcf747eb1d9c;Строительно-монтажные и пусконаладочные работы по объекту «РЕКОНСТРУКЦИЯ СИСТЕМЫ ППД МИХАЙЛОВСКОГО МЕСТОРОЖДЕНИЯ (2018 ГОД)» Водовод высокого давления от проектируемого БГ №985 до нагнетательных скважин №1135,1155,1136».;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""";8904034777;890401001;"Приобретение продукции производственно-технического назначения (Клапана нагнетательные и всасывающие) для нужд филиала УТТиСТ ООО ""Газпром добыча Ямбург""";05.2020;12.2020;811 200,00 ₽;Закупки с использованием Т;;13.08.2020;2190386054;700;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=67f6eb29-18eb-4389-94af-d9826ce73f6e_005056bd-0450-1eea-a0f4-10c7677d800b&infoGuid=67f6eb29-18eb-4389-94af-d9826ce73f6e;"Приобретение продукции производственно-технического назначения (Клапана нагнетательные и всасывающие) для нужд филиала УТТиСТ ООО ""Газпром добыча Ямбург""";
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""";8904034777;890401001;"Поставка шприцов смазочных нагнетательных для нужд ф-ла УМТСиК ООО ""Газпром добыча Ямбург""";11.2020;11.2020;33 120,00 ₽;Закупки с использованием Т;;13.08.2020;2190386054;990;нагнетатель;да;нагнетател;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=67f6eb29-18eb-4389-94af-d9826ce73f6e_5f9b1ad0-f870-5712-e100-00000a388ca6&infoGuid=67f6eb29-18eb-4389-94af-d9826ce73f6e;"Поставка шприцов смазочных нагнетательных для нужд ф-ла УМТСиК ООО ""Газпром добыча Ямбург""";
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""";8904034777;890401001;"Шеф-монтажные работы установки компрессорной центробежной 7ГЦ2-573/7,2-40 при строительстве объекта ""Дожимная компрессорная станция на УКПГ-1В Ямбургского НГКМ (2-я очередь)"" в составе стройки ""Дожимная компрессорная станция на УКПГ-1В Ямбургского НГКМ (2-я очередь)""";11.2020;12.2021;22 355 568,00 ₽;ЕП;;13.01.2021;2200470223;287;компрессорная;да;центробежн;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e6b8122e-2530-4943-8ba1-0105e5a01ef5_5f87dc8a-a61a-c119-e100-00000a388ca6&infoGuid=e6b8122e-2530-4943-8ba1-0105e5a01ef5;"Шеф-монтажные работы установки компрессорной центробежной 7ГЦ2-573/7,2-40 при строительстве объекта ""Дожимная компрессорная станция на УКПГ-1В Ямбургского НГКМ (2-я очередь)"" в составе стройки ""Дожимная компрессорная станция на УКПГ-1В Ямбургского НГКМ (2-я очередь)""";
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОЯРСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";2462206345;246201001;Насос 1Д500-63 центробежный одноступенчатый с рабочим колесом двустороннего хода;04.2021;07.2021;503 000,00 ₽;ЗК;;13.01.2021;2200483323;299;центробежный;да;центробежн;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=b77ecedd-85f9-4567-bff9-ea68c5f8ac15_5e433add-9031-4da2-b830-0caecb58857b&infoGuid=b77ecedd-85f9-4567-bff9-ea68c5f8ac15;Насос 1Д500-63 центробежный одноступенчатый с рабочим колесом двустороннего хода;центробежный насос, не компрессор
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОЯРСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";2462206345;246201001;Проведение диагностики компрессорного оборудования Cameron TA3000 в кол-ве 3 шт. Оборудование Компрессор центробежный низкого давления производительностью 100м.куб/мин и давлением (АБС.) на выходе 0,9Мпа инв.№552451, 552452, 552453;03.2022;12.2022;506 400,00 ₽;ЗК;;30.12.2021;2210562997;127;центробежный;да;центробежн;нет;да;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=aa0aed6a-24da-49c4-a0ff-8144dee515ad_fa8f0228-1f43-4581-a6f5-31604137dd81&infoGuid=aa0aed6a-24da-49c4-a0ff-8144dee515ad;Проведение диагностики компрессорного оборудования Cameron TA3000 в кол-ве 3 шт. Оборудование Компрессор центробежный низкого давления производительностью 100м.куб/мин и давлением (АБС.) на выходе 0,9Мпа инв.№552451, 552452, 552453;
