nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
"АО ""КРОНШТАДТСКИЙ МОРСКОЙ ЗАВОД""";7843003128;"АО ""КРОНШТАДТСКИЙ МОРСКОЙ ЗАВОД""";784301001;г Санкт-Петербург;33.15;ACTIVE;Иванов Леонид Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"АО ""Кронштадтский морской завод""";7843003128;"АО ""КРОНШТАДТСКИЙ МОРСКОЙ ЗАВОД""";784301001;г Санкт-Петербург;33.15;ACTIVE;Иванов Леонид Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"АО ""НТЭК""";2457058356;"АО ""НТЭК""";245701001;Красноярский край;35.11.2;ACTIVE;Липин Сергей Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"АО ""ОВЭ""";1902007292;"АО ""ОВЭ""";190201001;Респ Хакасия;49.20.9;ACTIVE;Курбанов Гасанбек Рабаданович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"АО ""ОКБМ АФРИКАНТОВ""";5259077666;"АО ""ОКБМ АФРИКАНТОВ""";525901001;Нижегородская обл;25.30.22;ACTIVE;Зверев Дмитрий Леонидович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР - ГЕНЕРАЛЬНЫЙ КОНСТРУКТОР;2;несколько кандидатов, взят первый
"АО ""ОТЭК""";5003117888;"АО ""ОТЭК""";500301001;Московская обл;68.32;LIQUIDATED;Железняк Мария Ивановна;Конкурсный управляющий;1;один кандидат
"АО ""ПО ""Электрохимический завод""";2453013555;"АО ""ПО ЭХЗ""";245301001;Красноярский край;20.13;ACTIVE;Филимонов Сергей Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"АО ""ПСЗ ""Янтарь""";3900000111;"АО ""ПСЗ ""ЯНТАРЬ""";390601001;Калининградская обл;30.11;ACTIVE;Самарин Илья Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"АО ""Саровская Генерирующая Компания""";5254082550;"АО ""СГК""";525401001;Нижегородская обл;35.30.11;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЕСПЕЧЕНИЕ РФЯЦ-ВНИИЭФ""";;1;один кандидат
"АО ""Сибирский химический комбинат""";7024029499;"АО ""СХК""";702401001;Томская обл;24.46;ACTIVE;Котов Сергей Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"АО ""Силовые машины""";7702080289;"АО ""СИЛОВЫЕ МАШИНЫ""";780401001;г Санкт-Петербург;28.11.2;ACTIVE;Подколзин Алексей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"АО ""ЦСД""";2536210349;"АО ""ЦСД""";253601001;Приморский край;33.15;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ СУДОСТРОЕНИЯ""";;1;один кандидат
"АО ""ЭНИЦ""";5035037441;"АО ""ЭНИЦ""";503501001;Московская обл;72.19.11;ACTIVE;Никонов Сергей Михайлович;ДИРЕКТОР;1;один кандидат
АО «ВНИПИпромтехнологии»;7724683379;"АО ""ВНИПИПРОМТЕХНОЛОГИИ""";772401001;г Москва;71.12.12;ACTIVE;Гладышев Андрей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
АО «Хиагда»;0302001219;"АО ""ХИАГДА""";030201001;Респ Бурятия;07.21.11;ACTIVE;Михайлов Анатолий Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
АО Аккую Нуклеар;9909341290;ПРЕДСТАВИТЕЛЬСТВО АО АККУЮ НУКЛЕАР В Г. МОСКВА;774751001;г Москва;73.20;ACTIVE;Чеченов Хусейн Жабраилович;;2;несколько кандидатов, взят первый
АО КБХА;3665046177;АО КБХА;366501001;Воронежская обл;30.30.13;ACTIVE;Печагин Александр Петрович;ДИРЕКТОР;1;один кандидат
"АО""ЭЛЕКТРОАГРЕГАТ""";5401103595;"АО ""ЭЛЕКТРОАГРЕГАТ""";540101001;Новосибирская обл;27.11.12;ACTIVE;Иваницкий Станислав Болеславович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
Абагурская аглофабрика;;;;;;;;;;кандидатов нет
Агполиметалл р-к Шалкия;;;;;;;;;;кандидатов нет
Академия Наук СССР институт физических проблем;;;;;;;;;;кандидатов нет
"Акционерная компания ""АЛРОСА"" (открытое акционерное общество)";1433000147;"АК ""АЛРОСА"" (ПАО)";143301001;Респ Саха (Якутия);08.99.32;ACTIVE;Маринычев Павел Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР- ПРЕДСЕДАТЕЛЬ ПРАВЛЕНИЯ;2;несколько кандидатов, взят первый
"Акционерное Общество ""Атомтрубопроводмонтаж""";7734242302;"АО ""АТМ""";773301001;г Москва;25.30.1;ACTIVE;Уваров Алексей Андреевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное Общество ""Производственное Объединение ""Электрохимический завод""";2453013555;"АО ""ПО ЭХЗ""";245301001;Красноярский край;20.13;ACTIVE;Филимонов Сергей Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное Общество ""Производственное объединение ""Северное машиностроительное предприятие""";2902059091;"АО ""ПО ""СЕВМАШ""";290201001;Архангельская обл;30.11;ACTIVE;Будниченко Михаил Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное Общество ""РУСБУРМАШ""";7713190205;"АО ""РУСБУРМАШ""";770901001;г Москва;43.13;ACTIVE;Носырев Глеб Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"Акционерное Общество ""Сибирский антрацит""";5443103452;"ОАО ""СИБАНТРАЦИТ""";544301001;Новосибирская обл;;LIQUIDATED;Хмелевский Кирилл Александрович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;1;один кандидат
"Акционерное общество ""Волга""";5244009279;"АО ""ВОЛГА""";524401001;Нижегородская обл;17.12;ACTIVE;Пондарь Сергей Иосифович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"Акционерное общество ""ГАЛОПОЛИМЕР ПЕРМЬ""";5908007560;"АО ""ГАЛОПОЛИМЕР ПЕРМЬ""";590801001;Пермский край;20.13;ACTIVE;Кондаков Сергей Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное общество ""Гознак""";7813252159;"АО ""ГОЗНАК""";781301001;г Санкт-Петербург;18.12.9;ACTIVE;Трачук Аркадий Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное общество ""Инжиниринговая компания ""АЭМ-технологии""";7817311895;"АО ""АЭМ-ТЕХНОЛОГИИ""";781701001;г Санкт-Петербург;25.30.22;ACTIVE;Котов Игорь Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное общество ""Кольская горно-металлургическая компания""";5191431170;"АО ""КОЛЬСКАЯ ГМК""";510701001;Мурманская обл;24.41;ACTIVE;Шаркий Роман Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное общество ""Концерн Росэнергоатом""";7721632827;"АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""";772101001;г Москва;35.11.3;ACTIVE;Шутиков Александр Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное общество ""Производственное объединение ""Северное машиностроительное предприятие""";2902059091;"АО ""ПО ""СЕВМАШ""";290201001;Архангельская обл;30.11;ACTIVE;Будниченко Михаил Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное общество ""РУСАЛ Бокситогорский глинозем""";4701000013;"АО ""РУСАЛ БОКСИТОГОРСК""";471501001;Ленинградская обл;23.99;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ АЛЮМИНИЙ МЕНЕДЖМЕНТ""";;1;один кандидат
"Акционерное общество ""РУСАЛ Новокузнецкий алюминиевый завод""";4221000535;"АО ""РУСАЛ НОВОКУЗНЕЦК""";422101001;Кемеровская область - Кузбасс;24.42;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ АЛЮМИНИЙ МЕНЕДЖМЕНТ""";;1;один кандидат
"Акционерное общество ""Российский концерн по производству электрической и тепловой энергии на атомных станциях""";7721632827;"АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""";772101001;г Москва;35.11.3;ACTIVE;Шутиков Александр Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Акционерное общество ""Русал Ачинский глиноземный комбинат""";2443005570;"АО ""РУСАЛ АЧИНСК""";244301001;Красноярский край;24.42;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ АЛЮМИНИЙ МЕНЕДЖМЕНТ""";;1;один кандидат
"Акционерное общество ""Сибирский энергетический научно-технический центр""";5407103263;"АО ""СИБИРСКИЙ ЭНТЦ""";540701001;Новосибирская обл;71.11.1;LIQUIDATED;Лебедев Сергей Викторович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;1;один кандидат
"Акционерное общество ""Силовые машины – ЗТЛ, ЛМЗ, Электросила, Энергомашэкспорт""";;;;;;;;;;кандидатов нет
"Акционерное общество ""Хиагда""";0302001219;"АО ""ХИАГДА""";030201001;Респ Бурятия;07.21.11;ACTIVE;Михайлов Анатолий Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
Акционерное общество «Кольское предприятие «ЭлектроРадиоАвтоматика»;5112000689;"АО ""КОЛЬСКОЕ ПРЕДПРИЯТИЕ ""ЭРА""";771001001;г Москва;33.15;ACTIVE;Гамбарян Левон Микаелович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
Акционерное общество «Научно-исследовательский и конструкторский институт центробежных и роторных компрессоров им.В.Б.Шнеппа»;1660016351;"АО ""НИИТУРБОКОМПРЕССОР ИМ.В.Б.ШНЕППА""";166001001;Респ Татарстан;72.19.9;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ГРУППА ГМС""";;1;один кандидат
Акционерное общество «Научно-производственное объединение «Центральный научно-исследовательский институт технологии машиностроения»;7723564851;"АО ""НПО ""ЦНИИТМАШ""";772301001;г Москва;72.19.9;ACTIVE;Орлов Виктор Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
Алапаевский МК;;;;;;;;;;кандидатов нет
Алмазянский МЗ;;;;;;;;;;кандидатов нет
Аммофос;3523005344;"СНТ №1 ""АММОФОС""";352301001;Вологодская обл;68.32.2;ACTIVE;Соловьева Наталья Васильевна;ПРЕДСЕДАТЕЛЬ ПРАВЛЕНИЯ;5;несколько кандидатов, взят первый
Амурсталь МК;;;;;;;;;;кандидатов нет
Ангарскнефтеоргсинтез;3801014145;СТК ОСТО АНОС ОБЩ. ОРГ.;380101001;Иркутская обл;;LIQUIDATED;Стрельников Александр Иванович;директор;1;один кандидат
Апатит;5103070023;"АО ""АПАТИТ""";352801001;Вологодская обл;20.15.4;ACTIVE;Новиков Денис Федорович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
Архангельский бум. комбинат;;;;;;;;;;кандидатов нет
"Архангельский филиал ""Судоремонтный завод ""Красная Кузница"" ОАО ""Центр Судоремонта ""Звездочка""";;;;;;;;;;кандидатов нет
Астраханский комбинат;3017001992;"АО ПК ""АСТРАХАНСКИЙ""";302501001;Астраханская обл;68.20;ACTIVE;Федулов Александр Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
Ачинский глиноземный завод;;;;;;;;;;кандидатов нет
Баглейский коксо-химический завод;;;;;;;;;;кандидатов нет
Бакальское рудоуправление;7422029201;"ООО ""БАКАЛЬСКОЕ РУДОУПРАВЛЕНИЕ"" ИЛИ ООО ""БРУ""";745701001;Челябинская обл;07.10.2;BANKRUPT;Обухова Светлана Федоровна;ДИРЕКТОР;3;"отсеяно спутников: 1; несколько кандидатов, взят первый"
Балаковский завод иск. волокна;;;;;;;;;;кандидатов нет
"Батраков Василий Анатольевич, Ассоциация ""Первая СРО АУ""";;;;;;;;;;кандидатов нет
Бежицкий сталелитейный завод;3232039998;"ООО ""ПК ""БСЗ""";325701001;Брянская обл;27.52;LIQUIDATED;Воронин Валерий Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
Беловский цинковый завод;4202002329;"ОАО ""БЦЗ""";420201001;Кемеровская область - Кузбасс;24.43;BANKRUPT;Лавров Андрей Анатольевич;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;2;"отсеяно спутников: 1; несколько кандидатов, взят первый"
Белозерский ГПЗ;8603183729;ПАСФ БЕЛОЗЕРСКИЙ ГПЗ;860343004;Ханты-Мансийский Автономный округ - Югра;;ACTIVE;;;1;один кандидат
Белоярская АС;6609003376;"ГП ""БЕЛОЯРСКАЯ АС""";660901001;Свердловская обл;;LIQUIDATED;Ошканов Николай Николаевич;И.о.директора;1;"отсеяно спутников: 1; один кандидат"
Белоярская ГРЭС;;;;;;;;;;кандидатов нет
Бердский био-хим. завод Бердский био-химический завод;;;;;;;;;;кандидатов нет
Бийский ХК;;;;;;;;;;кандидатов нет
Биохимик;1325030352;"АО ""БИОХИМИК""";132701001;Респ Мордовия;21.20.1;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМОМЕД ДМ""";;5;несколько кандидатов, взят первый
Богословский алюм.завод Богословский алюминиевый завод;;;;;;;;;;кандидатов нет
Бозсуйские очистит.сооруж. Бозсуйские очистительные сооружения;;;;;;;;;;кандидатов нет
Братский алюминиевый завод;3803100054;"АО ""РУСАЛ БРАТСК""";380401001;Иркутская обл;24.42;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ АЛЮМИНИЙ МЕНЕДЖМЕНТ""";;2;"отсеяно спутников: 2; несколько кандидатов, взят первый"
Буруктальский никелевый комбинат;;;;;;;;;;кандидатов нет
Варьеганская КС;8603183729;ВАРЬЕГАНСКАЯ КС;860943003;Ханты-Мансийский Автономный округ - Югра;;ACTIVE;;;1;один кандидат
Василий Анатольевич Батраков;583400035417;ИП Батраков Василий Анатольевич;;г Москва;56.10.1;ACTIVE;;;5;несколько кандидатов, взят первый
Владимир Викторович Кустиков;246200025445;ИП Кустиков Владимир Викторович;;Красноярский край;74.1;LIQUIDATED;;;5;несколько кандидатов, взят первый
Владислав Иванович Журихин;361600038283;ИП Журихин Владислав Иванович;;Воронежская обл;69.10;LIQUIDATED;;;5;несколько кандидатов, взят первый
