srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik;marka;sreda_po_marke;istochnik_sredy
active;центробежный компрессор;53-ТУ-06965-2024;02.04.2024;6325004584;"АО ""СНПЗ""";Газоохладитель 1 группы центробежного компрессора ЦК-135/8 (ЦК-3), инв. № 022524, цех №17, ЦВК;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06965-2024;https://monitor-pb.ru/customer/6325004584;ЦК-135/8;воздух;модель-переспрос
active;центробежный компрессор;53-ТУ-06966-2024;02.04.2024;6325004584;"АО ""СНПЗ""";Газоохладитель II группы центробежного компрессора ЦК-135/8 (ЦК-3), инв. №022524, цех №17, ЦВК;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06966-2024;https://monitor-pb.ru/customer/6325004584;ЦК-135/8;воздух;модель-переспрос
active;центробежный компрессор;53-ТУ-06971-2024;02.04.2024;6325004584;"АО ""СНПЗ""";Влагоотделитель центробежного компрессора ЦК-135/8 (ЦК-3), тех.№79, инв. № 022524, цех №17, ЦВК;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06971-2024;https://monitor-pb.ru/customer/6325004584;ЦК-135/8;воздух;модель-переспрос
active;центробежный компрессор;53-ТУ-06976-2024;02.04.2024;6325004584;"АО ""СНПЗ""";Газоохладитель 1 группы центробежного компрессора ЦК-135/8 (ЦК-4), инв. № 0857, цех №17, ЦВК;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06976-2024;https://monitor-pb.ru/customer/6325004584;ЦК-135/8;воздух;модель-переспрос
active;центробежный компрессор;53-ТУ-06979-2024;02.04.2024;6325004584;"АО ""СНПЗ""";Газоохладитель II группы центробежного компрессора ЦК-135/8 (ЦК-4), инв. №0857, цех №17, ЦВК;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06979-2024;https://monitor-pb.ru/customer/6325004584;ЦК-135/8;воздух;модель-переспрос
active;центробежный компрессор;53-ТУ-08464-2024;17.04.2024;6325004584;"АО ""СНПЗ""";Влагоотделитель центробежного компрессора ЦК-135/8 (ЦК-1), тех.№68, инв. № 033568, цех №17, ЦВК;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08464-2024;https://monitor-pb.ru/customer/6325004584;ЦК-135/8;воздух;модель-переспрос
active;центробежный компрессор;53-ТУ-08469-2024;17.04.2024;6325004584;"АО ""СНПЗ""";Газоохладитель II группы центробежного компрессора ЦК-135/8 (ЦК-1), инв. №033568, цех №17, ЦВК;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08469-2024;https://monitor-pb.ru/customer/6325004584;ЦК-135/8;воздух;модель-переспрос
active;центробежный компрессор;53-ТУ-08471-2024;17.04.2024;6325004584;"АО ""СНПЗ""";Газоохладитель 1 группы центробежного компрессора ЦК-135/8 (ЦК-1), инв. № 033568, цех №17, ЦВК;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08471-2024;https://monitor-pb.ru/customer/6325004584;ЦК-135/8;воздух;модель-переспрос
active;центробежный компрессор;53-ТУ-11259-2023;13.04.2023;6325004584;"АО ""СНПЗ""";Компрессор центробежный марки ЦК 135/8М1, технологический индекс ЦК-3, зав. № 90022, инв. № 022524, цех №17, ЦВК, АО «СНПЗ»;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11259-2023;https://monitor-pb.ru/customer/6325004584;ЦК 135;воздух;модель
active;центробежный компрессор;41-ТУ-38267-2022;20.06.2022;0268036071;"ОАО ""Синтез-Каучук""";Компрессор центробежный К-250-61-1 поз. М-2/2, зав.№ 496, инв.№ 156456 Цех ПМЦК, отделение Р-10/1, АО «Синтез-Каучук»;ТУ;0268052517;"ООО ""НХД""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38267-2022;https://monitor-pb.ru/customer/0268036071;К-250-61-1;воздух;данные
active;центробежный компрессор;41-ТУ-39734-2022;28.06.2022;0268036071;"ОАО ""Синтез-Каучук""";Компрессор центробежный К-250-61-2 поз. М-2/3, зав.№ 647, инв.№ 156457 Цех ПМЦК, отделение Р-10/1, АО «Синтез-Каучук»;ТУ;0268052517;"ООО ""НХД""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-39734-2022;https://monitor-pb.ru/customer/0268036071;К-250-61-2;технологический газ;модель
active;центробежный компрессор;53-ТУ-06963-2024;02.04.2024;6325004584;"АО ""СНПЗ""";I маслоохладитель центробежного компрессора ЦК-135/8 (ЦК-2), тех. №66, инв. № 025709, цех №17, ЦВК;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06963-2024;https://monitor-pb.ru/customer/6325004584;ЦК-135/8;воздух;модель-переспрос
active;центробежный компрессор;41-ТУ-07659-2022;10.02.2022;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Центробежный компрессор марки К 250-61-5, техн. № К-2, зав. № 1150 (Площадка газокаталитического производства филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим», ЦВК-5);ТУ;0278161402;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07659-2022;https://monitor-pb.ru/customer/0274051582;К 250-61-5;технологический газ;модель
active;центробежный компрессор;41-ТУ-07947-2022;10.02.2022;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Центробежный компрессор марки К 250-61-5, техн. № К-3, зав. № 1131 (Площадка газокаталитического производства филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим», ЦВК-5);ТУ;0278161402;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07947-2022;https://monitor-pb.ru/customer/0274051582;К 250-61-5;технологический газ;модель
active;центробежный компрессор;41-ТУ-07952-2022;10.02.2022;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Центробежный компрессор марки К 250-61-5, техн. № К-1, зав. № 903 (Площадка газокаталитического производства филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим», ЦВК-5);ТУ;0278161402;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07952-2022;https://monitor-pb.ru/customer/0274051582;К 250-61-5;технологический газ;модель
active;центробежный компрессор;41-ТУ-102148-2023;27.12.2023;0268008010;"АО ""БСК""";Центробежный компрессор марки КТК 7/14, поз. 5/3, зав. № 83006, корпус 1901, цех № 30, производство «Каустик», АО «Башкирская содовая компания»;ТУ;0266031896;"ООО ""АНТИКОРСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-102148-2023;https://monitor-pb.ru/customer/0268008010;КТК 7/14;технологический газ;модель
active;центробежный компрессор;41-ТУ-46133-2021;13.09.2021;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки К-380-103-1 техн. № КЦ-101/5, зав. № 8568 (Площадка Тюменской компрессорной станции (Нижневартовский ГПЗ) АО «СибурТюменьГаз», ЦКиТГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46133-2021;https://monitor-pb.ru/customer/7202116628;К-380-103-1;природный газ;данные
active;центробежный компрессор;58-ТУ-08994-2024;11.03.2024;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"Центробежный компрессор К380-103-1, зав №8573, эксплуатируемый ТПП ""Когалымнефтегаз"" ООО «ЛУКОЙЛ-Западная Сибирь»";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08994-2024;https://monitor-pb.ru/customer/8608048498;К380-103-1;природный газ;модель
active;центробежный компрессор;86-ТУ-22877-2024;28.06.2024;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"Центробежный компрессор К380-103-1, зав №8576, эксплуатируемый ТПП ""Когалымнефтегаз"" ООО «ЛУКОЙЛ-Западная Сибирь»";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-22877-2024;https://monitor-pb.ru/customer/8608048498;К380-103-1;природный газ;модель
active;центробежный компрессор;86-ТУ-22878-2024;28.06.2024;8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";"Центробежный компрессор К380-103-1, зав №8577, эксплуатируемый ТПП ""Когалымнефтегаз"" ООО «ЛУКОЙЛ-Западная Сибирь»";ТУ;8608053410;"ООО ""Центр научно-исследовательских и производственных работ""";соответствует;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-22878-2024;https://monitor-pb.ru/customer/8608048498;К380-103-1;природный газ;модель
active;центробежный компрессор;41-ТУ-100704-2023;22.12.2023;0268008010;"АО ""БСК""";Центробежный компрессор марки К-250-61-5, поз. 4/2, зав. № 442, корпус 1901, цех № 30, производство «Каустик», АО «Башкирская содовая компания»;ТУ;0266031896;"ООО ""АНТИКОРСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-100704-2023;https://monitor-pb.ru/customer/0268008010;К-250-61-5;воздух;данные
active;центробежный компрессор;41-ТУ-24521-2021;21.05.2021;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки Кларк 553В6 техн. № С-102А, зав. № 553-6-3840F (Площадка переработки попутного нефтяного газа Белозерного ГПЗ АО «СибурТюменьГаз», УКГ-2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-24521-2021;https://monitor-pb.ru/customer/7202116628;Кларк 55;природный газ;модель
