inn;predpriyatie;sostoyaniy;est;pokupaet;planiruet;region;est_sajt_u_nas;est_telefon_u_nas;est_tehchelovek_u_nas;chto_nuzhno
7719046800;"ГБУЗ ""ГКБ им. Ф.И. Иноземцева ДЗМ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
0276144176;"ООО ""СЛАНЦЫ""";2;1;;1;;;;;"site;phones;emails;люди из вашей живой базы"
6731011930;"АО ""Газпром газораспределение Смоленск""";2;1;1;;;1;1;;"site;phones;emails;люди из вашей живой базы"
7017012254;"АО ""СИБАГРО""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7327063643;"АО ""ТЕПЛИЧНОЕ""";2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
7608037021;"ООО ""ИКС ОРЕХОВО-ЗУЕВО""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3202001147;"АО ""МАЛЬЦОВСКИЙ ПОРТЛАНДЦЕМЕНТ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5403106150;"ГБУЗ НСО ""ГНОКБ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7453320202;"АО ""УСТЭК-ЧЕЛЯБИНСК""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5503109356;"ООО ""ТГКом""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7736186950;"ООО ""ГАЗПРОМ ЭНЕРГО""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6310000160;"АО ""СМЗ"" (ИНН 6310000160)";2;1;1;;Самарская;1;1;;"site;phones;emails;люди из вашей живой базы"
8901014564;"ООО ""ЯРГЕО""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
1657005416;"АО ""КМПО""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
0274019476;ГБУЗ РКБ им.Г.Г.Куватова;2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6673125685;"ООО ""ЮЖУРАЛМАШ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3834002314;"ПАО ""КОРШУНОВСКИЙ ГОК""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7819000831;"СПБ ГБУЗ ""НИКОЛАЕВСКАЯ БОЛЬНИЦА""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2460069527;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СИБИРЬ""";2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
6820016947;"АО ""ТАМАК""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
1200013440;"АО ""ЙОШКАР-ОЛИНСКАЯ ТЭЦ-1""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
0710002588;"ФГАУ ""ОК ""Рублево-Успенский""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5501068136;"ООО ""Автоматика-сервис""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
9729312558;"ООО ""НОВАТЭК-СПГ ТОПЛИВО""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7731082971;"ФГБУ ""ЦКБ с поликлиникой""";2;1;;1;;;;;"site;phones;emails;люди из вашей живой базы"
4202007486;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ФИЗКУЛЬТУРНО-ОЗДОРОВИТЕЛЬНЫЙ РЕСУ";2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
8706006129;"ООО ""Рудник Валунистый""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7723084929;"""ГБУЗ ГКБ № 13 ДЗМ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5410114184;"ПАО ""НЗХК""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7710373095;"ПАО ""ТМК""";2;1;1;;Москва;1;1;;"site;phones;emails;люди из вашей живой базы"
8905039538;"ООО ""ГПН-ЛОГИСТИКА""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
1431008422;"АКЦИОНЕРНОЕ ОБЩЕСТВО ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЯКУТЦЕМЕНТ""";2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
3414016385;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДОГОВОРНЫ";2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
5009097155;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМОДЕДОВО КЭТЕРИНГ""";2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
3821008485;"ООО ""СУАЛ-ПМ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7401000473;"ПАО ""АШИНСКИЙ МЕТЗАВОД""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7401000191;"ПАО ""Агрегат""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6317130144;"ООО ""РИТЭК"" (ИНН 6317130144)";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3127000014;"АО ""ЛЕБЕДИНСКИЙ ГОК""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2723188252;"ООО ""Амурсталь""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4205243192;"АО ""КЕМЕРОВСКАЯ ГЕНЕРАЦИЯ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
1910009769;"ООО ""СФМЗ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5405270340;"АО ""СГК-НОВОСИБИРСК""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5071005886;"МП ""Лотошинское ЖКХ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5260230051;"ООО ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6154011797;"АО ""ТАГМЕТ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6319033379;"ПАО ""ОДК-КУЗНЕЦОВ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7716099554;"ГБУЗ ""ГКБ № 40 ДЗМ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2224152758;"АО ""СГК-АЛТАЙ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
4212002310;"ООО ""Сиб-Дамель""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
9111022140;"АО ""СУДОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ Б.Е. БУТОМЫ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7813252159;"АО ""ГОЗНАК""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5030084600;"ООО ""ПТИЦЕФАБРИКА ""ЭЛИНАР-БРОЙЛЕР""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3819003137;"ФК ""Прибайкалье"" Росрезерва";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6607000556;"ПАО ""КОРПОРАЦИЯ ВСМПО-АВИСМА""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7721261080;"ГУП ""ЛПЗ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7702691545;"ООО ""ЛАБ ИНДАСТРИЗ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5032199740;"АО ""Одинцовская теплосеть""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
1322116731;"АО ""МОРДОВЦЕМЕНТ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2460237926;"АО ""Красноярская ТЭЦ-1""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3811072717;"АО  ""Иркутскэнергоремонт""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2460237891;"АО ""Канская ТЭЦ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7718084200;"ГБУЗГМ ""Городская клиническая больница им. братьев Бахрушиных Департам";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5024070944;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИНАНСОВО-ПРОЕКТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ МОСКОВСК";2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
2204052762;"АО ""Бийскэнерго""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7203556170;"ООО ""ЭЛЬБРУС ДРИЛЛИНГ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5048052077;"МП ""ЖКХ Чеховского района""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
2309051942;"ООО ""ЛУКОЙЛ-ЮГНЕФТЕПРОДУКТ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7218000770;"ГБУЗ ТО ""Областная больница № 14 имени В.Н. Шанаурина"" (с. Казанское)";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
6623122216;"ООО ""ЯМЗ"" (ИНН 6623122216)";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5904081443;"ПЕРМСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРОДСКОЕ КОММУНАЛЬНОЕ И";2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
5904007312;"АО ""ОДК-ПМ""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
7107030924;"ГПОУ ТО ""ТСХК им. И.С.Ефанова""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5260123469;"ООО ""Завод синтанолов""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
3662006088;БУЗ ВО ВОКБ №1;2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
8608053875;"ООО ""КОГАЛЫМ НПО-СЕРВИС""";2;1;1;;;;;;"site;phones;emails;люди из вашей живой базы"
5027035970;Муниципальное бюджетное учреждение дополнительного образования детско-;2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
0274983458;"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""БЕСПИЛОТНЫЕ ОБЪЕДИНЕННЫЕ ТЕХНОЛ";2;;1;1;;;;;"site;phones;emails;люди из вашей живой базы"
0263009557;"АО ""МЕЛЕУЗОВСКИЕ МИНЕРАЛЬНЫЕ УДОБРЕНИЯ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
6608007434;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
0258005638;"АО ""ПОЛИЭФ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
1004001744;"АО ""КАРЕЛЬСКИЙ ОКАТЫШ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
6330000553;"АО ""НК НПЗ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
0266008329;"ОАО ""Газпром нефтехим Салават""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
7118004789;"ОАО ""Щекиноазот""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
6314006396;"АО ""КНПЗ""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
6227007322;"АО ""РНПК""";1;1;;;;;;1;"site;phones;emails;люди из вашей живой базы"
0268008010;"АО ""БСК""";1;1;;;Стерлитамак;1;1;;"site;phones;emails;люди из вашей живой базы"
0268004714;"АО ""СНХЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5905018998;"АО ""СИБУР-ХИМПРОМ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3528000597;"ПАО ""СЕВЕРСТАЛЬ""";1;1;;;Вологодская;1;1;;"site;phones;emails;люди из вашей живой базы"
1627005779;"АО ""АММОНИЙ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5249051203;"АО ""СИБУР-НЕФТЕХИМ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
6623029538;"АО ""НПК ""Уралвагонзавод""";1;1;;;Свердловская;;1;;"site;phones;emails;люди из вашей живой базы"
3445042160;"ООО ""ГАЗПРОМ ТРАНСГАЗ ВОЛГОГРАД""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
3801009466;"АО ""АНХК""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4407006010;"ООО ""СВИСС КРОНО""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4823006703;"ПАО ""НЛМК""";1;1;;;Липецкая;1;1;;"site;phones;emails;люди из вашей живой базы"
0277014204;"ПАО ""УФАОРГСИНТЕЗ""";1;1;;;Башкортостан;;1;;"site;phones;emails;люди из вашей живой базы"
1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";1;1;;;Татарстан;;1;;"site;phones;emails;люди из вашей живой базы"
2434012299;"ООО ""СОВРУДНИК""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
0274051582;"ПАО АНК ""БАШНЕФТЬ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4205000908;"КАО ""АЗОТ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
2636032629;"ООО ""ГАЗПРОМ ТРАНСГАЗ СТАВРОПОЛЬ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7530000048;"ПАО ""ППГХО""";1;1;;;Краснокаменск;1;1;;"site;phones;emails;люди из вашей живой базы"
2462206345;"АО ""Красмаш""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
4216001565;"АО ""КФ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";1;1;;;Ханты-Мансийский Автономный округ - Югра;1;1;;"site;phones;emails;люди из вашей живой базы"
5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";1;1;;;;;;;"site;phones;emails;люди из вашей живой базы"
