nomer;predmet;tip;zakazchik;zakazchik_inn;organizator;organizator_inn;cena;data_nachala;data_okonchaniya;status;region;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
4336564;Поставка компрессора;закупка по потребностям;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 207 С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ АНГЛИЙСКОГО ЯЗЫКА ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7825404487;;;8400;19.12.2022;20.12.2022;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/4336564;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4317672;Поставка компрессоров;закупка по потребностям;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ТОВАРКОВСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ""";7112500438;;;69150;12.12.2022;15.12.2022;Прием предложений завершен;обл Тульская;https://zakupki.mos.ru/need/4317672;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4270511;Поставка компрессора;закупка по потребностям;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛОЖКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;5044019463;;;27000;17.11.2022;18.11.2022;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4270511;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4087220;Винтовой компрессор;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭПОТОС-К""";4312153835;;;;01.06.2022;08.06.2022;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/4087220;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
3574540;Поставка компрессора;закупка по потребностям;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""ПРОТИВОПОЖАРНАЯ СЛУЖБА ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА""";8901025333;;;450000;14.12.2020;14.12.2020;Прием предложений завершен;АО Ямало-Ненецкий;https://zakupki.mos.ru/need/3574540;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
730378;Поставка компрессоров;закупка по потребностям;"ГОСУДАРСТВЕННОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КУЗНЕЦКИЙ ИНДУСТРИАЛЬНЫЙ ТЕХНИКУМ""";4218007650;;;66070;07.10.2019;08.10.2019;Прием предложений завершен;обл Кемеровская - Кузбасс;https://zakupki.mos.ru/need/730378;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10210302;Поставка компрессора воздушного, набора пневмоинструментов, шланга для компрессора;котировочная сессия;"Муниципальное бюджетное учреждение ""Сервисный центр Кудымкарского муниципального округа Пермского края""";5981007941;;;26401;26.05.2026;26.05.2026;Проведена; Пермский край;https://zakupki.mos.ru/auction/10210302;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6100163;Поставка компрессора;закупка по потребностям;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУЗБАССКИЙ ЦЕНТР КРОВИ""";4205192212;;;10036;09.06.2026;15.06.2026;Прием предложений завершен; Кемеровская область - Кузбасс;https://zakupki.mos.ru/need/6100163;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6093469;Поставка компрессора;закупка по потребностям;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КУЗБАССКИЙ ЦЕНТР КРОВИ""";4205192212;;;9239;03.06.2026;08.06.2026;Прием предложений завершен; Кемеровская область - Кузбасс;https://zakupki.mos.ru/need/6093469;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10115072;Лопатка для компрессора;котировочная сессия;Государственное бюджетное учреждение города Москвы по эксплуатации высотных административных и жилых домов районов Донского, Чертаново Северное;9726094132;;;944;26.01.2026;26.01.2026;Не состоялась;г Москва;https://zakupki.mos.ru/auction/10115072;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10048024;КОМПРЕССОРЫ ПРОМЫШЛЕННЫЕ;котировочная сессия;Государственное бюджетное учреждение города Москвы «Жилищник района Марфино»;9715005116;;;129135.33;23.09.2025;24.09.2025;Проведена;г Москва;https://zakupki.mos.ru/auction/10048024;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5635403;Поставка компрессора;закупка по потребностям;"ГБУЗ МО ""МОССМП""";5024181820;;;78500;01.09.2025;03.09.2025;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/5635403;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5428893;Поставка компрессора;закупка по потребностям;"Муниципальное унитарное предприятия ""Подольская теплосеть""";5036002770;;;19072.33;28.03.2025;03.04.2025;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/5428893;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5374585;Поставка компрессора;закупка по потребностям;муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 45;8602002867;;;76000;10.03.2025;10.03.2025;Прием предложений завершен;г Сургут;https://zakupki.mos.ru/need/5374585;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5250533;компрессор TRK5480YTZ;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ЦЕНТР СУДОРЕМОНТА ""ЗВЕЗДОЧКА""";2902060361;;;;05.12.2024;11.12.2024;Прием предложений завершен;;https://zakupki.mos.ru/need/5250533;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9865515;компрессор для холодильника;котировочная сессия;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""ПСКОВСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""";6027164688;;;10200;01.11.2024;02.11.2024;Проведена;обл Псковская;https://zakupki.mos.ru/auction/9865515;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5179266;Холодильный компрессор;закупка по потребностям;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 63 КОМБИНИРОВАННОГО ВИДА КИРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7805145361;;;15990;25.10.2024;28.10.2024;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/5179266;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5171980;Закупка компрессора;закупка по потребностям;МУП «ТАЛДОМСЕРВИС» Г. ТАЛДОМ;5078015918;;;135738.42;22.10.2024;24.10.2024;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/5171980;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9855978;КОМПРЕССОР АВТОМОБИЛЬНЫЙ;котировочная сессия;Государственное автономное образовательное учреждение дополнительного профессионального образования города Москвы «Центр педагогического мастерства»;7725618950;;;9697.98;17.10.2024;17.10.2024;Не состоялась;г Москва;https://zakupki.mos.ru/auction/9855978;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5111749;Компрессор для хроматографа;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕСТИЖ""";1512010853;;;;02.09.2024;04.09.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5111749;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9825553;Поставка компрессора;котировочная сессия;МИНИСТЕРСТВО ФИНАНСОВ НИЖЕГОРОДСКОЙ ОБЛАСТИ;5200000021;;;22690;22.08.2024;22.08.2024;Проведена;обл Нижегородская;https://zakupki.mos.ru/auction/9825553;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9813369;КОМПРЕССОРЫ ПРОМЫШЛЕННЫЕ;котировочная сессия;Государственное бюджетное учреждение города Москвы «Московский Исследовательский Центр»;7710960640;;;25000;30.07.2024;31.07.2024;Проведена;г Москва;https://zakupki.mos.ru/auction/9813369;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9738247;Автомобильный Компрессор;котировочная сессия;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПСКОВСКОЙ ОБЛАСТИ ""ПСКОВСКИЙ ПОЛИТЕХНИЧЕСКИЙ КОЛЛЕДЖ""";6027132830;;;6094.33;20.03.2024;21.03.2024;Проведена;обл Псковская;https://zakupki.mos.ru/auction/9738247;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4854743;Поставка компрессора;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА ""АКСАРКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";8908000497;;;45432.47;05.02.2024;05.02.2024;Прием предложений завершен;АО Ямало-Ненецкий;https://zakupki.mos.ru/need/4854743;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4810346;Поставка компрессора.;закупка по потребностям;"МУП ""ТЕПЛО КОЛОМНЫ""";5022030985;;;338753.33;25.12.2023;27.12.2023;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4810346;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4806734;Поставка компрессора;закупка по потребностям;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БЕЛООЗЕРСКОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО"" ГОРОДСКОГО ОКРУГА ВОСКРЕСЕНСК МОСКОВСКОЙ ОБЛАСТИ";5005038631;;;14490;22.12.2023;26.12.2023;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4806734;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4803541;Поставка компрессора;закупка по потребностям;"ГОСУДАРСТВЕННОЕ КРАЕВОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ ПЕРМСКОГО КРАЯ""";5904103908;;;150000;21.12.2023;21.12.2023;Отменена;край Пермский;https://zakupki.mos.ru/need/4803541;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4801104;Поставка компрессора;закупка по потребностям;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""БЕЛООЗЕРСКОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО"" ГОРОДСКОГО ОКРУГА ВОСКРЕСЕНСК МОСКОВСКОЙ ОБЛАСТИ";5005038631;;;68404;20.12.2023;22.12.2023;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4801104;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
