inn;marka_zapisana;pochemu_eto_poziciya;tekst;chem_dokazano;ssylka;istochnik
0266048970;Е-10;в цитате эта строка стоит после «поз.»/«техн. №»;сборник поз. Е-10, зав. № 6371 (УПИК, НТЦ, ООО «Газпром нефтехим Салават»);заключение ЭПБ № 49-ТУ-01048-2021;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-01048-2021;реестр заключений ЭПБ, monitor-pb.ru
0266048970;Е-11;в цитате эта строка стоит после «поз.»/«техн. №»;емкость поз. Е-11, зав.№ 17458 (УПИК, НТЦ, ООО «Газпром нефтехим Салават»);заключение ЭПБ № 49-ТУ-04531-2021;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-04531-2021;реестр заключений ЭПБ, monitor-pb.ru
0266048970;М-303;в цитате эта строка стоит после «поз.»/«техн. №»;«Техническое перевооружение. Замена системы вибродиагностики компрессора поз. М-303 в цехе 58 завода «Мономер»;заключение ЭПБ № 41-ТП-53770-2022;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-53770-2022;реестр заключений ЭПБ, monitor-pb.ru
0266048970;К-102;в цитате эта строка стоит после «поз.»/«техн. №»;019-01-447/03.03.2023 Выполнение работ по ремонту ротора компрессора поз. К-102 ООО «Акрил Салават»;ЭТП ГПБ, процедура ГП303805;https://etpgpb.ru/procedure/tender/etp/752982-019-01-447-03-03-2023-vypolnenie-rabot-po-remontu-rotora-kompressora-poz-k-102-ooo-akril-salavat/;ЭТП ГПБ, поиск по словам
0266048970;К-610;в цитате эта строка стоит после «поз.»/«техн. №»;Оказание услуг по техническому обслуживанию, текущему и капитальному ремонту компрессора поз. К-610 ООО «Акрил Салават»;ЭТП ГПБ, процедура ГП315040;https://etpgpb.ru/procedure/tender/etp/753546-okazanie-uslug-po-tehnicheskomu-obsluzhivaniyu-tekuschemu-i-kapitalnomu-remontu-kompressora-poz-k-610-oo;ЭТП ГПБ, поиск по словам
0266048970;ЦК-1201;в цитате эта строка стоит после «поз.»/«техн. №»;1564/Ремонтные работы компрессора марки STC-SH_08-8B поз. ЦК-1201 ц.4 НПЗ;ЭТП ГПБ, процедура ГП628994;https://etpgpb.ru/procedure/tender/etp/1241109-1564-remontnye-raboty-kompressora-marki-stc-sh-08-8b-poz-tsk-1201-ts-4-npz/;ЭТП ГПБ, поиск по словам
0266048970;ЦК-1201;в цитате эта строка стоит после «поз.»/«техн. №»;Ремонтные работы СГУ, компрессора марки STC-SH_08-8B) поз. ЦК-1201 цеха №4,НПЗ;ЭТП ГПБ, процедура ГП255236;https://etpgpb.ru/procedure/tender/etp/661990-remontnye-raboty-sgu-kompressora-marki-stc-sh-08-8b-poz-tsk-1201-tseha-4-npz/;ЭТП ГПБ, поиск по словам
0266048970;ЦК-1201;в цитате эта строка стоит после «поз.»/«техн. №»;44606 от 05.02.2024 - Проведение работ по ремонту СГУ, компрессора марки STC-SH_08-8B поз. ЦК-1201 цеха №4, НПЗ;ЭТП ГПБ, процедура ГП402786;https://etpgpb.ru/procedure/tender/etp/905443-44606-ot-05-02-2024-provedenie-rabot-po-remontu-sgu-kompressora-marki-stc-sh-08-8b-poz-tsk-1201-tseha-4-;ЭТП ГПБ, поиск по словам
0266048970;ВВ 1101;в цитате эта строка стоит после «поз.»/«техн. №»;Ремонтные работы компрессора марки STC-SX (100-10) поз. ВВ 1101 ц.4 НПЗ в 2027 году.;ЭТП ГПБ, процедура ГП640774;https://etpgpb.ru/procedure/tender/etp/1244075-remontnye-raboty-kompressora-marki-stc-sx-100-10-poz-vv-1101-ts-4-npz-v-2027-godu/;ЭТП ГПБ, поиск по словам
0266048970;ЦК-1201;в цитате эта строка стоит после «поз.»/«техн. №»;019-01-1565 Ремонтные работы СГУ, компрессора марки STC-SH_08-8B) поз. ЦК-1201 ц.4 НПЗ.;ЭТП ГПБ, процедура ГП640178;https://etpgpb.ru/procedure/tender/etp/1241775-019-01-1565-remontnye-raboty-sgu-kompressora-marki-stc-sh-08-8b-poz-tsk-1201-ts-4-npz/;ЭТП ГПБ, поиск по словам
0266048970;В-102;в цитате эта строка стоит после «поз.»/«техн. №»;90/17.10.22/МИ Выбор марки / производителя цилиндра (чертеж 514.011.0-2100.10) для поршневого компрессора типа 4НВ-12К-400/290 поз. В-102 цеха №51 завода Мономер;ЭТП ГПБ, процедура ГП234130;https://etpgpb.ru/procedure/tender/etp/691062-90-17-10-22-mi-vybor-marki-proizvoditelya-tsilindra-chertezh-514-011-0-2100-10-dlya-porshnevogo-kompress;ЭТП ГПБ, поиск по словам
0266048970;М-303;в цитате эта строка стоит после «поз.»/«техн. №»;74/28.06.21/СГНХП/КО/Э Выполнение работ по разработке рабочей документации по проекту «Техническое перевооружение. Замена системы вибродиагностики компрессора поз. М-303 в цехе 58 завода «Мономер» ;ЭТП ГПБ, процедура ГП154452;https://etpgpb.ru/procedure/tender/etp/503504-74-28-06-21-sgnhp-ko-e-vypolnenie-rabot-po-razrabotke-rabochey-dokumentatsii-po-proektu-tehnicheskoe-per;ЭТП ГПБ, поиск по словам
0266048970;АК-101;в цитате эта строка стоит после «поз.»/«техн. №»;"1376/28.09.23/КО/Э Выполнение работ по ремонту сухих газодинамических уплотнений (СГУ) компрессора марки 3ГЦ2-34/40-55УХЛ4 поз. АК-101 цеха № 11 нефтеперерабатывающего завода ООО ""Газпром нефтехим Салават""";ЭТП ГПБ, процедура ГПК310046;https://etpgpb.ru/procedure/tender/gaz/207842-1376-28-09-23-ko-e-vypolnenie-rabot-po-remontu-suhih-gazodinamicheskih-uplotneniy-sgu-kompressora-marki-;ЭТП ГПБ, поиск по словам
0266048970;М-213;в цитате эта строка стоит после «поз.»/«техн. №»;На выполнение работ по напылению оксид хромом поверхностей под лабиринтные уплотнения винтовой пары (материал винтовой пары Х5 CrNi 13 5) компрессора типа SKUEL-510 производства MAN Turbomaschinen AG поз.М-213, цех 46 за;ЭТП ГПБ, процедура ГП210647;https://etpgpb.ru/procedure/tender/etp/687439-na-vypolnenie-rabot-po-napyleniyu-oksid-hromom-poverhnostey-pod-labirintnye-uplotneniya-vintovoy-pary-ma;ЭТП ГПБ, поиск по словам
0268008010;Н-205;в цитате эта строка стоит после «поз.»/«техн. №»;"Насос типа F550S-54/26-1000 поз. Н-205, зав. №550608076, Производство ""Каустик"", цех №8, корпус 1307";заключение ЭПБ № 41-ТУ-50578-2019;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-50578-2019;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Т-609;в цитате эта строка стоит после «поз.»/«техн. №»;Теплообменник поз. Т-609, зав. № 1117, рег. № 08634 АО «Башкирская содовая компания», цех № 29 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег. № А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-470672-2025;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-470672-2025;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Е-608;в цитате эта строка стоит после «поз.»/«техн. №»;Ёмкость поз. Е-608, зав. № 1, рег. № 07431 АО «Башкирская содовая компания», цех № 29 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег.№ А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-704974-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-704974-2026;реестр заключений ЭПБ, monitor-pb.ru
0268008010;Е-41;в цитате эта строка стоит после «поз.»/«техн. №»;Емкость поз. Е-41, зав. № 5313, рег. № 05880 АО «Башкирская содовая компания», цех №11 ОПО «Площадка производства №1» АО «Башкирская содовая компания», рег. № А41-00092-0005, I класс опасности;заключение ЭПБ № 2-ТУ-714330-2026;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-714330-2026;реестр заключений ЭПБ, monitor-pb.ru
