srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik;zav_nomer;klass;dubl
active;центробежный компрессор;53-ТУ-34848-2024;29.11.2024;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Центробежный компрессор ТАТКА 545-345 тех. № 801/А, зав. № 76003;ТУ;6312124250;"ООО ""САМПРОМЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-34848-2024;https://monitor-pb.ru/customer/6320005915;76003;компрессор;да
active;центробежный компрессор;53-ТУ-34853-2024;29.11.2024;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Центробежный компрессор ТАТКА 545-345 тех. № 801/Б, зав. № 76004;ТУ;6312124250;"ООО ""САМПРОМЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-34853-2024;https://monitor-pb.ru/customer/6320005915;76004;компрессор;да
active;центробежный компрессор;62-ТУ-520627-2025;03.12.2025;6227007322;"АО ""РНПК""";Центробежный компрессор типа 5RSA-32, Технологический индекс ТК-201, зав. №1805113, Местонахождение: цех №3, установка ЛЧ-24/7;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-520627-2025;https://monitor-pb.ru/customer/6227007322;1805113;компрессор;нет
active;центробежный компрессор;48-ТУ-916291-2026;09.07.2026;4823006703;"ПАО ""НЛМК""";Кислородный №1- центробежный азотный компрессор К-345-92-1 ст.№2, инв.№5872;ТУ;4823073763;"ООО ""МЕЖРЕГИОНАЛЬНЫЙ ИНЖИНИРИНГОВЫЙ ЦЕНТР ЭКСПЕРТИЗЫ И ДИАГНОСТИКИ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-916291-2026;https://monitor-pb.ru/customer/4823006703;;компрессор;да
active;центробежный компрессор;19-ТУ-13930-2020;11.09.2020;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";центробежный газовый компрессор - Н-370-18-1, зав. №6548, ст. №45 Приводинского ЛПУМГ ООО «Газпром трансгаз Ухта»;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";соответствует;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-13930-2020;https://monitor-pb.ru/customer/1102024468;6548;компрессор;нет
active;центробежный компрессор;19-ТУ-13933-2020;11.09.2020;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";центробежный газовый компрессор - Н-370-18-1, зав. №6547, рег. №44 Приводинского ЛПУМГ ООО «Газпром трансгаз Ухта»;ТУ;7728370070;"ООО ""ПРОМГАЗИНЖИНИРИНГ""";соответствует;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-13933-2020;https://monitor-pb.ru/customer/1102024468;6547;компрессор;нет
active;центробежный компрессор;35-ТУ-00467-2025;17.01.2025;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";техническое устройство: центробежный компрессор типа ЦК-135/8М, поз. АзК-14, эксплуатируемый в АО «Невинномысский Азот», цех № 11;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00467-2025;https://monitor-pb.ru/customer/2631015563;;компрессор;н/д
active;центробежный компрессор;38-ТУ-699918-2026;19.02.2026;3801009466;"АО ""АНХК""";Центробежный компрессор 1200-26-1, поз. В-2/1, зав. № 183, НПП, цех 11, установка ГК-3, объект 203;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-699918-2026;https://monitor-pb.ru/customer/3801009466;183;компрессор;да
active;центробежный компрессор;38-ТУ-700179-2026;17.02.2026;3801009466;"АО ""АНХК""";Центробежный компрессор 1200-26-1, поз. В-2/2, зав. № 148, НПП, цех 11, установка ГК-3, объект 203;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-700179-2026;https://monitor-pb.ru/customer/3801009466;148;компрессор;да
active;центробежный компрессор;38-ТУ-710086-2026;25.02.2026;3801009466;"АО ""АНХК""";Центробежный компрессор марки 360-22-1, поз. В-3, зав. № 1075, НПП, цех 11, установка ГК-3, объект 203;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-710086-2026;https://monitor-pb.ru/customer/3801009466;1075;компрессор;да
active;центробежный компрессор;43-ТУ-748361-2026;19.03.2026;4312126856;"ООО ""ГАЛОПОЛИМЕР КИРОВО-ЧЕПЕЦК""";Техническое устройство: Центробежный компрессор ЦК 135/8 поз. 18, зав. № 81008, цех № 5, корпус № 288;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-748361-2026;https://monitor-pb.ru/customer/4312126856;81008;компрессор;нет
active;центробежный компрессор;48-ТУ-26199-2022;22.04.2022;5920000593;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";Корпус центробежного нагнетателя (компрессора) ЦБН типа Н-370-18-1 зав. № 6990, станц. №21, инв. № 142685;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26199-2022;https://monitor-pb.ru/customer/5920000593;6990;компрессор;нет
active;центробежный компрессор;48-ТУ-26565-2022;25.04.2022;5920000593;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";Корпус центробежного нагнетателя (компрессора) ЦБН типа PCL 804-2/36 зав. № 10291, станц. № 33, инв. № 143046;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26565-2022;https://monitor-pb.ru/customer/5920000593;10291;компрессор;нет
active;центробежный компрессор;49-ТУ-29528-2020;04.08.2020;0263009557;"АО ""МЕЛЕУЗОВСКИЕ МИНЕРАЛЬНЫЕ УДОБРЕНИЯ""";центробежный компрессор типа К-250-61-5 поз. 2, зав. № 70, цех ВиК;ТУ;5507188006;"ООО ""ЦЕНТР ТЕХНИЧЕСКОЙ ДИАГНОСТИКИ И ЭКСПЕРТИЗЫ""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-29528-2020;https://monitor-pb.ru/customer/0263009557;70;компрессор;нет
active;центробежный компрессор;03-ТУ-03516-2022;01.03.2022;6227007322;"АО ""РНПК""";Центробежный компрессор 5RSA-32, поз. ТК-101, установка ЛЧ-24/7, цех № 3;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-03516-2022;https://monitor-pb.ru/customer/6227007322;;компрессор;н/д
active;центробежный компрессор;13-ТУ-05228-2024;27.04.2024;4823006703;"ПАО ""НЛМК""";Центробежный кислородный компрессор 543 ЦКК-400/40, инв. №90264, ст. №2, Кислородного цеха;ТУ;4823055443;"ООО ""ЦЕНТР ПРОЕКТИРОВАНИЯ И ИЗЫСКАНИЙ""";соответствует;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-05228-2024;https://monitor-pb.ru/customer/4823006703;;компрессор;да
active;центробежный компрессор;28-ТУ-08084-2023;02.05.2023;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";Центробежный нагнетатель (компрессор) ЦБН тип PCL 802/24 корпус зав.№9801, инв.№126606;ТУ;0276081462;"ООО НПК ""ДИАКОНТ""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-08084-2023;https://monitor-pb.ru/customer/1102024468;9801;компрессор;нет
active;центробежный компрессор;35-ТУ-01677-2022;25.02.2022;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";центробежный компрессор синтез-газа, поз.103-J, эксплуатируемый в АО «Невинномысский Азот», цех № 1-В (ОПО II класса опасности);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-01677-2022;https://monitor-pb.ru/customer/2631015563;;компрессор;н/д
active;центробежный компрессор;35-ТУ-01678-2022;25.02.2022;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";центробежный компрессор технологического воздуха, поз.101-J, эксплуатируемый в АО «Невинномысский Азот», цех № 1-В (ОПО II класса опасности);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-01678-2022;https://monitor-pb.ru/customer/2631015563;;компрессор;н/д
active;центробежный компрессор;35-ТУ-01726-2022;28.02.2022;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";центробежный компрессор природного газа, поз.102-J, эксплуатируемый в АО «Невинномысский Азот», цех № 1-В (ОПО II класса опасности);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-01726-2022;https://monitor-pb.ru/customer/2631015563;;компрессор;н/д
active;центробежный компрессор;38-ТУ-718823-2026;01.03.2026;3801009466;"АО ""АНХК""";Центробежный компрессор марки 300-61-1, поз. В-1/1, зав. № 4336, НПП, цех 11, установка ГК-3, объект 203;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-718823-2026;https://monitor-pb.ru/customer/3801009466;4336;компрессор;да
active;центробежный компрессор;38-ТУ-718824-2026;01.03.2026;3801009466;"АО ""АНХК""";Центробежный компрессор марки 300-61-1, поз. В-1/2, зав. № 6931, НПП, цех 11, установка ГК-3, объект 203;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-718824-2026;https://monitor-pb.ru/customer/3801009466;6931;компрессор;да
active;центробежный компрессор;41-ТУ-72800-2022;23.11.2022;8904034784;"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""";Корпус и ротор центробежного нагнетателя (компрессора) ЦБН типа НЦ-16/56 зав. № 27, станц. № 135, инв. № 230346;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-72800-2022;https://monitor-pb.ru/customer/8904034784;27;компрессор;нет
