klyuch;procedure_id;nomer;predmet;zakazchik;slug;inn;v_ocheredi;summa;data;sekciya;ssylka
компрессор;134492;31705211164;Поставка воздушно-винтовых компрессоров с проведением пуско-наладочных работ;АО ММЗ АВАНГАРД;ao-moskovskiy-mashinostroitelnyy-zavod-avangard;7743065177;;26880.0;2017-06-09;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/101923-postavka-vozdushno-vintovyh-kompressorov-s-provedeniem-pusko-naladochnyh-rabot/
компрессор;1955171;32616081504;Компрессор высокого давления;"ООО ""ЦЕНТР 112""";ooo-tsentr-112;3510009006;;1033333.34;2026-06-04;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1258773-kompressor-vysokogo-davleniya/
компрессор;1392702;ГП471384;Компрессоры воздушные дожимающие (ВОЛЖСКИЙ);"АО ""КРИОГЕНМАШ""";pao-kriogenmash;5001000066;да;0.0;2024-11-27;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1045268-kompressory-vozdushnye-dozhimayuschie-volzhskiy/
компрессор;165189;31806098216;Поставка спирального безмаслянного компрессора;АО КОРПОРАЦИЯ КОМЕТА;oao-korporatsiya-kosmicheskih-sistem-spetsialnogo-naznacheniya-kometa;7723836671;;2467527.0;2018-02-05;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/137989-postavka-spiralnogo-bezmaslyannogo-kompressora/
компрессор;1028247;ГП308805;Компрессор Дэн 55 Ш;"АО ""БМК""";ao-beloretskiy-metallurgicheskiy-kombinat-1;0256006322;да;0.0;2023-08-04;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/823791-kompressor-den-55-sh/
компрессор;493864;ГП163417;Поставка запчастей к компрессору ГШ ;"ООО ""ГЭС Белгород""";ooo-gazenergoset-belgorod;3123215499;;908498.0;2021-03-29;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/464935-postavka-zapchastey-k-kompressoru-gsh/
компрессор;534831;ГП118183;"Поставка запчастей к компрессору ГШ 
";"ООО ""ГЭС Белгород""";ooo-gazenergoset-belgorod;3123215499;;2026627.71;2021-06-07;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/495449-postavka-zapchastey-k-kompressoru-gsh/
компрессор;235414;ГП927587;Поставка ЗИП к компрессору Thermodyn;ЗАО НОРТГАЗ;zao-nortgaz;8904045666;;;2019-03-26;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/219912-postavka-zip-k-kompressoru-thermodyn/
компрессор;313055;ГП924856;Компрессор поршневой согласно ТЗ.;ПАО «Южный Кузбасс»;pao-ugolnaya-kompaniya-yuzhnyy-kuzbass;4214000608;да;;2019-12-13;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/300420-kompressor-porshnevoy-soglasno-tz/
компрессор;442444;32009743363;Поставку компрессора ЭФ 117;"МУП ""ВОДОКАНАЛ""";munitsipalnoe-unitarnoe-predpriyatie-vodokanal-1;4345000249;да;501433.33;2020-11-30;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/420669-postavku-kompressora-ef-117/
компрессор;679955;ГП226067;Компрессор винтовой РВК-75;ИЗ-КАРТЭКС ИМЕНИ П.Г. КОРОБКОВА;ooo-iz-karteks-imeni-pgkorobkova;7817301375;;0.0;2022-02-11;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/600043-kompressor-vintovoy-rvk-75/
компрессор;656518;32110970111;Компрессор Bitzer - 2 шт.;"АО ""НПЦАП""";ao-nauchno-proizvodstvennyy-tsentr-avtomatiki-i-priborostroeniya-imeni-akademika-na-pilyugina;9728050571;да;2592665.7;2021-12-21;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/579140-kompressor-bitzer-2-sht/
компрессор;860455;32211888948;Поставка перфораторов, компрессоров;"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ВЛАДИКАВКАЗ""";ooo-gazprom-gazoraspredelenie-vladikavkaz;1516609782;;389800.03;2022-11-25;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/711396-postavka-perforatorov-kompressorov/
компрессор;209643;ГП835840;Закупка ТМЦ для компрессора GA-90;ОМЗ-Спецсталь;ooo-omz-spetsstal-1;6673089388;;;2018-11-29;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/190503-zakupka-tmts-dlya-kompressora-ga-90/
компрессор;1451591;ГП514764;Поставка винтового дизельного компрессора;"ООО ""НОВАТЭК-ЭНЕРГО""";ooo-novatek-energo;8911019219;;0.0;2025-02-12;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1077732-postavka-vintovogo-dizelnogo-kompressora/
компрессор;257467;31907966662;"Запрос предложений в электронной форме по номенклатурной группе ""Компрессоры и компрессорные установки""";ГАЗЭНЕРГОИНФОРМ;ooo-gazenergoinform;7728696530;;115996.8;2019-06-07;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/241597-zapros-predlozheniy-v-elektronnoy-forme-po-nomenklaturnoy-gruppe-kompressory-i-kompressornye-ustanovki/
компрессор;250234;31907878757;"Запрос предложений в электронной форме по номенклатурной группе ""Компрессоры и компрессорные установки""";ГАЗЭНЕРГОИНФОРМ;ooo-gazenergoinform;7728696530;;293599.22;2019-05-17;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/234714-zapros-predlozheniy-v-elektronnoy-forme-po-nomenklaturnoy-gruppe-kompressory-i-kompressornye-ustanovki/
компрессор;302766;31908544420;Поставка компрессора для нужд ООО «Щекинская ГРЭС»;ЩЕКИНСКАЯ ГРЭС;ooo-schekinskaya-gres;7118506482;;237095.28;2019-11-20;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/290957-postavka-kompressora-dlya-nuzhd-ooo-schekinskaya-gres/
компрессор;698322;ГП215112;Закупка компрессора;АО УСПК;ao-uralo-sibirskaya-promyshlennaya-kompaniya;6673128630;;0.0;2022-03-11;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/611566-zakupka-kompressora/
компрессор;327098;ГП014237;Продажа компрессора СБ4_С-50;АО ЗАВОД НАВИГАТОР;ao-zavod-navigator;7813201958;;19200.0;2020-02-08;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/317689-prodazha-kompressora-sb4-s-50/
компрессор;591368;ГП133285;ЗИП для компрессоров Atlas Copco;ИЗ-КАРТЭКС ИМЕНИ П.Г. КОРОБКОВА;ooo-iz-karteks-imeni-pgkorobkova;7817301375;;0.0;2021-09-14;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/535342-zip-dlya-kompressorov-atlas-copco/
компрессор;247250;31907845468;"Запрос предложений в электронной форме по номенклатурной группе ""Компрессоры и компрессорные установки""";ГАЗЭНЕРГОИНФОРМ;ooo-gazenergoinform;7728696530;;66602.8;2019-05-06;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/231936-zapros-predlozheniy-v-elektronnoy-forme-po-nomenklaturnoy-gruppe-kompressory-i-kompressornye-ustanovki/
компрессор;1099200;ГП335484;Компрессоры;"АО ""БМК""";ao-beloretskiy-metallurgicheskiy-kombinat-1;0256006322;да;0.0;2023-11-15;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/867879-kompressory/
компрессор;580817;ГП144539;Дизельный передвижной компрессор на шасси;АО «ОТЭКО»;ao-oteko;7713321151;;0.0;2021-08-26;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/527923-dizelnyy-peredvizhnoy-kompressor-na-shassi/
компрессор;855071;32211867449;Поставка запчастей для компрессора;"АО ""ЗЛАТМАШ""";ao-zlatoustovskiy-mashinostroitelnyy-zavod;7404052938;да;488620.07;2022-11-21;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/708137-postavka-zapchastey-dlya-kompressora/
компрессор;332620;32008907015;Поставка винтового компрессора с осушителем;ЛЭМЗ-Т;ooo-lemz-t;7017341160;;300000.0;2020-02-20;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/323459-postavka-vintovogo-kompressora-s-osushitelem/
компрессор;932515;ГП339851;ЗИП, фторопласт, компрессор;ИЗ-КАРТЭКС ИМЕНИ П.Г. КОРОБКОВА;ooo-iz-karteks-imeni-pgkorobkova;7817301375;;0.0;2023-03-21;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/761174-zip-ftoroplast-kompressor/
компрессор;453137;32009830989;Закупка поршневого компрессора;АО НИИЭМ;ao-nauchno-issledovatelskiy-institut-elektromehaniki;5017084537;;248200.0;2020-12-22;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/430385-zakupka-porshnevogo-kompressora/
компрессор;761302;ГП242051;ЗИП для компрессоров;ИЗ-КАРТЭКС ИМЕНИ П.Г. КОРОБКОВА;ooo-iz-karteks-imeni-pgkorobkova;7817301375;;0.0;2022-06-17;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/648017-zip-dlya-kompressorov/
компрессор;1686882;ГП545132;Компрессоры КТ-6, КТ-7;ПАО «Коршуновский ГОК»;pao-korshunovskiy-gorno-obogatitelnyy-kombinat;3834002314;да;0.0;2025-09-24;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1168346-kompressory-kt-6-kt-7/
компрессор;875277;ГП236689;Компрессор -1шт;АО КУМЗ;oao-kamensk-uralskiy-metallurgicheskiy-zavod;6665002150;да;0.0;2022-12-15;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/720746-kompressor-1sht/
компрессор;774633;ГП219963;Запчасти к компрессору К-250-61-5;"АО ""СЗ""";pao-krymskiy-sodovyy-zavod;9106001900;да;0.0;2022-07-13;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/657126-zapchasti-k-kompressoru-k-250-61-5/
компрессор;181957;ГП806137;Компрессор ВВ0,8/8-720 и запчасти;"АО ""МОСКОКС""";ao-moskovskiy-koksogazovyy-zavod;5003003915;;;2018-06-04;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/159064-kompressor-vv08-8-720-i-zapchasti/
компрессор;829908;ГП234681;Закупка компрессоров GEA Bock;"ООО ""АРКТИК СПГ 2""";ooo-arktik-spg-2;8904075357;;0.0;2022-10-19;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/692394-zakupka-kompressorov-gea-bock/
компрессор;516581;32110265043;Поставка компрессора маслянного JUN-AIR;АО ИСС;ao-informatsionnye-sputnikovye-sistemy-imeni-akademika-mf-reshetneva;2452034898;;359466.4;2021-05-11;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/482642-postavka-kompressora-maslyannogo-jun-air/
компрессор;229426;31907604423;Приобретение спиральных компрессоров для холодильных машин;"ФГУП ""НПЦАП""";fgup-nauchno-proizvodstvennyy-tsentr-avtomatiki-i-priborostroeniya-imeni-akademika-napilyugina-1;7728171283;да;260000.0;2019-03-04;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/213411-priobretenie-spiralnyh-kompressorov-dlya-holodilnyh-mashin/
компрессор;319092;32008765382;Поставка компрессоров ДЭН-200ШМ ОПТИМ.;"АО ""УПП ""ВЕКТОР""";ao-uralskoe-proizvodstvennoe-predpriyatie-vektor-1;6670012517;;12235376.0;2020-01-15;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/308135-postavka-kompressorov-den-200shm-optim/
компрессор;888806;32312037389;Винтовой компрессор Hanbell RC2-710B;"АО ""НПЦАП""";ao-nauchno-proizvodstvennyy-tsentr-avtomatiki-i-priborostroeniya-imeni-akademika-na-pilyugina;9728050571;да;1707341.2;2023-01-17;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/731310-vintovoy-kompressor-hanbell-rc2-710b/
компрессор;1318650;32413960300;Поставка компрессора для нужд Уфимского университета;"ФГБОУ ВО ""УФИМСКИЙ УНИВЕРСИТЕТ НАУКИ И ТЕХНОЛОГИЙ""; УФИМСКИЙ УНИВЕРСИТЕТ; УФИМСКИЙ УНИВЕРСИТЕТ НАУКИ И ТЕХНОЛОГИЙ; УУНИТ";federalnoe-gosudarstvennoe-byudzhetnoe-obrazovatelnoe-uchrezhdenie-vysshego-obrazovaniya-ufimskiy-universitet-nauki-i-tehnologiy;0274975591;;663333.33;2024-09-04;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/1003707-postavka-kompressora-dlya-nuzhd-ufimskogo-universiteta/
компрессор;224256;ГП914858;Закупка оборудования: насосы, компрессор, обогреватели.;КРИОГАЗ-ВЫСОЦК;ooo-kriogaz-vysotsk;7728863750;;;2019-02-17;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/207808-zakupka-oborudovaniya-nasosy-kompressor-obogrevateli/
компрессор;374518;32009259909;Компрессор;"ФГУП ""НПЦАП""";fgup-nauchno-proizvodstvennyy-tsentr-avtomatiki-i-priborostroeniya-imeni-akademika-napilyugina-1;7728171283;да;580292.0;2020-06-22;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/362462-kompressor/
компрессор;1141022;ГП401780;Закупка Компрессор  РК11-10-ЭК;ИЗ-КАРТЭКС ИМЕНИ П.Г. КОРОБКОВА;ooo-iz-karteks-imeni-pgkorobkova;7817301375;;0.0;2024-01-11;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/894606-zakupka-kompressor-rk11-10-ek/
компрессор;1221094;ГП452913;Запчасти компрессоров;"ООО ""СИС""";ooo-servis-inzhiniring-sistems;3849096450;да;0.0;2024-04-24;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/946522-zapchasti-kompressorov/
компрессор;1517719;ГП528305;Компрессор КТ-6 и КДК;ПАО ЧМК;pao-chelyabinskiy-metallurgicheskiy-kombinat;7450001007;;0.0;2025-04-11;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1105235-kompressor-kt-6-i-kdk/
компрессор;1206807;32413478122;Поставка воздушного компрессора для мойки;МПВ ВПОПАТ №1;munitsipalnoe-predpriyatie-goroda-vladivostoka-vladivostokskoe-proizvodstvennoe-obedinenie-passazhirskogo-avtotransporta-1;2538007173;;91346.67;2024-04-08;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/937246-postavka-vozdushnogo-kompressora-dlya-moyki/
компрессор;229391;31907600613;"Запрос предложений в электронной форме по номенклатурной группе ""Компрессоры и компрессорные установки""";ГАЗЭНЕРГОИНФОРМ;ooo-gazenergoinform;7728696530;;84000.0;2019-03-04;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/212927-zapros-predlozheniy-v-elektronnoy-forme-po-nomenklaturnoy-gruppe-kompressory-i-kompressornye-ustanovki/
компрессор;247647;31907850584;"Запрос предложений в электронной форме по номенклатурной группе ""Компрессоры и компрессорные установки""";ГАЗЭНЕРГОИНФОРМ;ooo-gazenergoinform;7728696530;;1024999.99;2019-05-07;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/232508-zapros-predlozheniy-v-elektronnoy-forme-po-nomenklaturnoy-gruppe-kompressory-i-kompressornye-ustanovki/
