marka;nash_profil;tip;sreda;seriya;proizvoditel;pochemu;nashih_upominaniy;nashih_predpriyatiy;znayut;ssylka;godno_kak_slovo_poiska
24CM2;;;;;;;0;0;1s-неопознанные;;
24Б 262;;;;;;;1;1;1s-неопознанные;;
24БМ;;;;;;;0;0;1s-неопознанные;;
24В 10А;;;;;;;3;1;1s-неопознанные;;
24В 90ВТ;;;;;;;3;1;1s-неопознанные;;
24СМ1;;;;;;;0;0;1s-неопознанные;;
25;;;;;;;104;30;только наша база;;
25-1;;;;;;;3;2;1s-неопознанные;;
25-321 ПМ2;;;;;;;0;0;1s-неопознанные;;
25/40-С-У2;;;;;;;3;2;только наша база;;
250;;;;;;;0;0;1s-неопознанные;;
25А;;;;;;;30;5;только наша база;;
25Г-3;;;;;;;0;0;1s-неопознанные;;
25Г-6;;;;;;;0;0;1s-неопознанные;;
25К14В;;;;;;;0;0;1s-неопознанные;;
25М;;;;;;;14;4;только наша база;;
25С;;;;;;;0;0;1s-неопознанные;;
25СБ-01;;;воздух;;;Обозначение К-250 соответствует стандартному центробежному воздушному компрессору.;5;1;1s-среда, 1s-неопознанные;;
26,5;;;;;;;0;0;1s-неопознанные;;
261В01;;;;;;;4;1;1s-неопознанные;;
263В01;;;;;;;1;1;1s-неопознанные;;
270;;;;;;;0;0;1s-неопознанные;;
272BR6;;;;;;;0;0;1s-неопознанные;;
272BR6/1;;;газ;;;ЦВД (цилиндр высокого давления) в составе компрессорного агрегата 401 производства аммиака.;1;1;1s-среда;;
272В5;;;;;;;0;0;1s-неопознанные;;
272В5/5;;;газ;;;Компрессор 103J применяется на агрегате производства аммиака для сжатия синтез газа.;5;1;1s-среда;;
272ВR6;;;;;;;0;0;1s-неопознанные;;
272ВR6/1;;;газ;;;Цилиндр высокого давления входит в состав компрессора 103J агрегата синтеза аммиака.;3;1;1s-среда;;
272ВR7;;;;;;;0;0;1s-неопознанные;;
272ВR7/1;;;газ;;;ЦВД (цилиндр высокого давления) компрессора К-601 на аммиачном производстве ТОАЗа.;3;2;1s-среда;;
274K02A;;;газ;;;Компрессор входит в состав технологической установки газоперерабатывающего завода.;1;1;1s-среда, 1s-неопознанные;;
274K02В;;;газ;;;Машина эксплуатируется в составе установки газоперерабатывающего завода.;1;1;1s-среда, 1s-неопознанные;;
274K02С;;;газ;;;Центробежный компрессор применяется на газоперерабатывающем объекте.;1;1;1s-среда, 1s-неопознанные;;
274K03;;;газ;;;Компрессор предназначен для работы на газоперерабатывающем заводе.;1;1;1s-среда, 1s-неопознанные;;
274K12;;;газ;;;Объект относится к производственным мощностям по добыче и переработке природного газа.;1;1;1s-среда;;
274K13;;;газ;;;Технологический компрессор установлен на газоперерабатывающем предприятии.;1;1;1s-среда, 1s-неопознанные;;
285ЦБК-16;;;;;;;0;0;1s-неопознанные;;
285ЦБК-16/121-С;;;газ;;;Марка 285ЦБК расшифровывается как центробежный компрессор, поставляется на дожимную компрессорную станцию (ДКС) Бованенковского НГКМ для природного газа.;3;1;1s-среда;;
291ГЦ2;;;;;;;4;2;только наша база;;
294ГЦ2;;;газ;;;Центробежный нагнетатель типа 294ГЦ2 на объекте «Газпром добыча Уренгой», среда — газ.;1;1;1s-среда;;
2AF49;;;;;;;6;1;1s-неопознанные;;
2AF53;;;;;;;8;1;1s-неопознанные;;
2BC4;;;газ;;;Компрессор Clark 2BC4 эксплуатируется на площадках переработки попутного нефтяного газа.;4;2;1s-среда, 1s-неопознанные;;
2BCL 458;;;;;;;3;1;1s-неопознанные;;
2BCL-607;;;газ;;;Тип 2BCL характерен для центробежных компрессоров на производстве карбамида, указан как ЦВД агрегата.;3;1;1s-среда, 1s-неопознанные;;
2BCL408;;;газ;;;Центробежные компрессоры Thermodyn серии BCL предназначены для сжатия попутного и технологического газа.;3;1;1s-среда, 1s-неопознанные;;
2BCL458;;;газ;;;Установка производства метанола использует технологический газ.;0;0;1s-среда;;
2BH1400-7AH16;;;;;;;4;1;1s-неопознанные;;
2BH1610-7HD56-Z;;;;;;;2;1;1s-неопознанные;;
2BH1800-7AH07-Z;;;;;;;1;1;1s-неопознанные;;
2C-RVP80;;;;;;;0;0;1s-неопознанные;;
2CC-3,2Y-40S;;;;;;;0;0;1s-неопознанные;;
2CC9,2Y-40S;;;;;;;0;0;1s-неопознанные;;
2CES-3Y-40S;;;;;;;2;2;1s-неопознанные;;
2JSK200B;;;;;;;1;1;1s-неопознанные;;
2KTП-1000;;;;;;;0;0;1s-неопознанные;;
2MCL 607;;;;;;;2;2;только наша база;;
2MCL-1007;;;газ;;;Машина работает в составе компрессорного агрегата установки дегидрирования бутана с углеводородным газом.;4;1;1s-среда, 1s-неопознанные;;
2MCL-306A;;;газ;;;Компрессор установлен на площадке производства карбамида для сжатия углекислого газа.;0;0;1s-среда, 1s-неопознанные;;
2MCL-806;;;газ;;;2MCL-806 — серия компрессоров GE (Nuovo Pignone) для технологических газов, а не для воздуха.;3;1;1s-среда, 1s-неопознанные;;
2MCL607;;;газ;;;Компрессоры с маркировкой серий MCL и BCL применяются в цехе Карбамид-3 для сжатия диоксида углерода или аммиака.;0;0;1s-среда;;
2NZY2;;;;;;;3;1;1s-неопознанные;;
2PVD102;;;газ;;;В контексте прямо указано, что машина является частью пирогазового турбокомпрессора.;4;1;1s-среда;;
2RB 520-040;;;;;;;2;1;1s-неопознанные;;
2RB420-002;;;;;;;3;1;1s-неопознанные;;
2RVD102;;;газ;;;В контексте агрегат прямо назван пирогазовым турбокомпрессором.;3;2;1s-среда, 1s-неопознанные;;
2TP-205;;;;;;;1;1;1s-неопознанные;;
2V-RVV80;;;;;;;0;0;1s-неопознанные;;
2А;;;;;;;6;3;только наша база;;
2А 110;;;;;;;4;2;только наша база;;
2А-110-7-3;;;;;;;10;1;1s-неопознанные;;
2А110-7-0;;;;;;;5;2;только наша база;;
2А110-7-2;;;;;;;5;2;1s-неопознанные;;
2А350-7-0;;;;;;;4;2;только наша база;;
2АВГ-20-75-Б1-ВЗТ;;;;;;;1;1;1s-неопознанные;;
2АВГ-75Р;;;;;;;4;1;1s-неопознанные;;
2АЗМП-1600;;;;;;;0;0;1s-неопознанные;;
2АФ 51Э;;;;;;;3;1;1s-неопознанные;;
2Б 86;;;;;;;1;1;1s-неопознанные;;
2В 250;;;;;;;1;1;1s-неопознанные;;
2В-1;;;;;;;5;3;только наша база;;
2ВCL-607;;;газ;;;Тип 2ВCL характерен для многоступенчатых центробежных компрессоров, используемых в синтезе (аммиак, карбамид).;1;1;1s-среда, 1s-неопознанные;;
2ВВ-9;;;;;;;0;0;1s-неопознанные;;
2ВМ 2,5-14;;;;;;;0;0;1s-неопознанные;;
2ВМ 21,5-14;;;;;;;0;0;1s-неопознанные;;
2ВМ-1;;;;;;;3;1;1s-неопознанные;;
2ВМ-10-50;;;;;;;0;0;1s-неопознанные;;
2ВМ-2;;;;;;;3;1;1s-неопознанные;;
2ВМ10-50;;;;;;;0;0;1s-неопознанные;;
2ВМ10-63;нет;поршневой оппозитный, 2 ряда, база М10, 2 ступени (та же маш;воздух;"ОАО «Пензкомпрессормаш» (по атрибуции дилерского каталога); ";паспорт производителя;;0;0;1s-разобрано;https://www.kompress.ru/vru/14-kompressory/index.php;
2ВМ10-63/9;;;;;;;5;2;только наша база;;
2ВМ2;;;;;;;16;5;только наша база;;
2ВМ2,5-12;;;;;;;0;0;1s-неопознанные;;
2ВМ2,5-14;;;;;;;0;0;1s-неопознанные;;
2ВМ4;;;;;;;7;4;1s-неопознанные;;
2ВМ4-12/65;;;;;;;10;4;только наша база;;
2ВМ4-15;;;;;;;0;0;1s-неопознанные;;
2ВМ4-24/9С;;;;;;;5;2;только наша база;;
2ВМ4-27;;;;;;;0;0;1s-неопознанные;;
2ВМ4-27/9;;;;;;;9;2;только наша база;;
2ВМ4-27/9С;;;;;;;8;2;только наша база;;
2ВМ4-8;;;;;;;3;1;1s-неопознанные;;
2ВМ4-8-401;;;;;;;3;1;1s-неопознанные;;
2ВМ4-8/401;;;;;;;21;6;только наша база;;
2ВН1400;;;;;;;1;1;1s-неопознанные;;
2ВНН1410-7НН46;;;;;;;3;1;1s-неопознанные;;
2ВС-4;;;газ;;;Работа компрессора в цехе переработки газа указывает на сжатие газа.;5;1;1s-среда, 1s-неопознанные;;
2ВС4;;;;;;;6;2;только наша база;;
2ВСL305;;;газ;;;Аналогично позиции 19, серия BCL применяется в производстве карбамида для технологических газов.;0;0;1s-среда;;
2ВСL306/А;;;газ;;;Аналогично позиции 19, серия BCL применяется в цехах карбамида для технологических газов.;0;0;1s-среда;;
2ВУ 02,09;;;;;;;0;0;1s-неопознанные;;
2ВУ 09,11;;;;;;;0;0;1s-неопознанные;;
2ВУ 1,5-2,5;;;;;;;0;0;1s-неопознанные;;
2ГМ4;;;;;;;4;1;1s-неопознанные;;
2ГМ4-15;;;;;;;0;0;1s-неопознанные;;
2ГМ4-24;нет;газовый поршневой оппозитный (крейцкопфный), 2 ряда, база М4;газ (на карточке в графе «Сжимаемый газ»;"ООО «Краснодарский компрессорный завод»; ту же марку выпуска";паспорт производителя;;0;0;1s-разобрано;https://kkzav.ru/porshnevye-kompressory/gazy/kompressor-2gm4-24-9;
2ГП-2;;;;;;;0;0;1s-неопознанные;;
2ГП-4;;;;;;;0;0;1s-неопознанные;;
2ГП-4/5;;;;;;;7;2;только наша база;;
2ГЦ 2-40;;;;;;;0;0;1s-неопознанные;;
2ГЦ2-18;;;;;;;0;0;1s-неопознанные;;
2ГЦ2-18/13-33;;;газ;;;В контексте прямо указано назначение машины для топливного газа, а серия ГЦ означает газовый центробежный компрессор.;2;1;1s-среда;;
2ГЦ2-40;;;;;;;0;0;1s-неопознанные;;
2ГЦ2-40/51-60;;;газ;;;Буквы ГЦ в обозначении серии указывают на центробежный газовый компрессор.;1;1;1s-среда;;
2Е-2;;;;;;;3;1;1s-неопознанные;;
2КВТ 3000;;;;;;;4;1;1s-неопознанные;;
2КВТ 883Л/МИН;;;;;;;5;2;только наша база;;
2КТП-1600;;;;;;;0;0;1s-неопознанные;;
2М;;;;;;;5;2;только наша база;;
2МКТ-80-2;;;;;;;2;1;1s-неопознанные;;
2МСL-1007;;;газ;;;Компрессор установлен на установке дегидрирования бутана для сжатия технологического газа.;4;1;1s-среда, 1s-неопознанные;;
2МСL607;;;газ;;;Аналогично позиции 19, серия MCL применяется в цехах карбамида для технологических газов.;0;0;1s-среда;;
2Н-16-76-1,4;;;газ;;;Обозначение серии 2Н указывает на центробежный нагнетатель природного газа.;0;0;1s-среда, 1s-неопознанные;;
2НСГ-0;;;;;;;28;9;1s-неопознанные;;
2НСГ-0,16;;;;;;;0;0;1s-неопознанные;;
2ОК-1;;;;;;;7;2;1s-неопознанные;;
2ОК1;;;;;;;12;3;1s-неопознанные;;
