inn;predpriyatie;razryad;pochemu;tip_mashiny;sreda;kak_uznali_sredu;marki;citata;chem_dokazano;ssylka_na_istochnik;sostoyanie;strok_faktov;lyudej_u_menya
6195000152;"ООО ""ПС"" (ИНН 6195000152)";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;С-303А/В;документации на техническое перевооружение «Монтаж обратных клапанов на воздуходувках С-303А/В» (шифр МНЗ-21/07200/00943/Р-ОТР6, ОВ6) АО «Газпромнефть-МНПЗ»»;заключение ЭПБ № 01-ТП-16591-2022;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%9F-16591-2022;есть;1;0
5403100293;"МОАО ""Авангард""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;GAS 75 | MEF 10 | GBL 080 | LT 065;"Заключение экспертизы промышленной безопасности на технические устройства: Вентилятор GAS 75, техн. № б/н, зав. № б/н (инв. № 00000600); Электронный импульсный фильтр Molinus MEF 10, техн. № б/н, зав. № б/н (инв. № 00000600); Воздуходувка-буловер GBL 080, техн";заключение ЭПБ № 54-ТУ-816336-2026;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-816336-2026;есть;1;0
5007088701;Муниципальное учреждение «Синьковское благоустройство»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка опрыскивателей (воздуходувка- распылитель);процедура 4965155;https://zakupki.mos.ru/need/4965155;покупает;1;0
5007104537;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР БЛАГОУСТРОЙСТВА КОСТИНСКОЕ """;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;процедура 4154248;https://zakupki.mos.ru/need/4154248;покупает;1;0
7820013539;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АЛЕКСАНДРОВСКИЙ ДОМ КУЛЬТУРЫ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;процедура 5591859;https://zakupki.mos.ru/need/5591859;покупает;1;0
5078018210;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ВЕРБИЛКОВСКИЙ ДОМ КУЛЬТУРЫ ТАЛДОМСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Приобретение воздуходувки;процедура 3648859;https://zakupki.mos.ru/need/3648859;покупает;1;0
5014009027;"МБУ ""ДК ИМЕНИ В.Н.ЛЕОНОВА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;процедура 5061274;https://zakupki.mos.ru/need/5061274;покупает;1;0
5902056593;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""ЦЕНТР РАЗВИТИЯ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки для компьютерного оборудования;процедура 9631422;https://zakupki.mos.ru/auction/9631422;покупает;1;0
7705966318;"АО ""РОСАТОМ СЕРВИС""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка двухмембранного газгольдера с комплектом крепежа к ферментатору, воздуходувкой с комплектом шлангов, датчиками уровня и давления.;Фабрикант, процедура 3250841 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=782013;покупает;1;0
7721628500;"ОАО ПГ ""НОВИК""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки ГР-А5-5 в сборе;Фабрикант, процедура  (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/market/view.html?action=view_pdo&type=370&id=1397219;покупает;1;0
3403016633;"ОАО ""ГКХП""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на технические устройства Воздуходувка кольцевая РЗ-БВК №7043, Воздуходувка кольцевая РЗ-БВК №7045, Воздуходувка кольцевая РЗ-БВК №7046, Воздуходувка кольцевая РЗ-БВК №7049, применяемые на опасном производственно;заключение ЭПБ № 34-ТУ-954053-2026;https://monitor-pb.ru/conclusion/34-%D0%A2%D0%A3-954053-2026;есть;1;0
6673185620;"ООО ""Уралтэкпроект""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;документации: «ЗАО «СП «КАТУР - ИНВЕСТ». Цех медной катанки. Трубопровод сброса давления с главной воздуходувки. Техническое перевооружение». Шифр: 118.169.;заключение ЭПБ № 54-ТП-09976-2014;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%9F-09976-2014;есть;1;0
5038121282;"ООО ""ИТОГ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ТВ-100-1,12;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № 1639-ЭПБ-07-26-ТУ на техническое устройство: «Воздуходувка ТВ-100-1,12 инв. №1478,1», применяемое на опасном производственном объекте: «Площадка маслоэкстракционного производства МЭЗ «Лискинский», рег. № А12-00;заключение ЭПБ № 23-ТУ-960386-2026;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-960386-2026;есть;1;0
7705033216;"ОАО ""РОТ ФРОНТ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;SD 92;ЗАКЛЮЧЕНИЕ 183-25/15 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на технические устройства, применяемые на опасном производственном объекте IV класса опасности «Склад силосного типа», рег. № А01-00415-0014 Воздуходувка модели «Elektror» SD 92, зав. № 410/822217, прои;заключение ЭПБ № 37-ТУ-541412-2025;https://monitor-pb.ru/conclusion/37-%D0%A2%D0%A3-541412-2025;есть;1;0
5017140679;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АЛЛЕЯ СЛАВЫ"" МУНИЦИПАЛЬНОГО ОКРУГА ИСТРА";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки;процедура 5779442;https://zakupki.mos.ru/need/5779442;покупает;1;0
2334018032;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ КАНЕВСКОЙ РАЙОН ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ ОБ";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка/пылесос для компьютера;процедура 3788391;https://zakupki.mos.ru/need/3788391;покупает;1;0
7842019044;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ГОРОДСКОЙ ЦЕНТР УПРАВЛЕНИЯ ПАРКОВКАМИ САНКТ-ПЕТЕРБУРГА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка оборудования (экран, воздуходувка, гарнитура);процедура 3743409;https://zakupki.mos.ru/need/3743409;покупает;1;0
7817030855;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЖИЛИЩНОЕ АГЕНТСТВО КОЛПИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки электрической для нужд Колпинского РЖА;процедура 4994502;https://zakupki.mos.ru/need/4994502;покупает;1;0
5022037187;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОЛОМЕНСКОЕ БЛАГОУСТРОЙСТВО""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Закупка и поставка хозяйственного инвентаря и бензомоторной воздуходувки;процедура 4570056;https://zakupki.mos.ru/need/4570056;покупает;1;0
7743946810;Государственное бюджетное учреждение города Москвы «Жилищник района Коптево»;D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Закупка инструментов (болгарка, воздуходувка, дрель-шуруповерт , молоток отбойный, перфоратор) для содержания объектов дорожного хозяйства и дворовых территорий ГБУ ""Жилищник района Коптево"" в 2020 году.";процедура 0373200018820001231;https://zakupki.mos.ru/tender/31798809;покупает;1;0
5022088262;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ДОСУГА И КУЛЬТУРЫ ""ПИРОЧИ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Закупка нагнетателя воздуха (насоса);процедура 3894216;https://zakupki.mos.ru/need/3894216;покупает;1;0
4823052555;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЛИПЕЦКИЙ ОБЛАСТНОЙ ВОДОКАНАЛ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка новой воздуходувки для очистных сооружений Комплекса «Лебедянский» ОГУП «Липецкоблводоканал»;процедура 32009374681;https://www.roseltorg.ru/procedure/32009374681/1;покупает;1;0
2457058758;"ООО ""НН-СЕРВИС""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;"Закуп МТР (воздуходувки, насосы) для СООС-ДСО ООО ""НН-Сервис"" (139299)";Фабрикант, процедура 3058835-1 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/corporate/ProcedurePurchase/?action=view&id=89582#lot_1;покупает;1;0
5004021787;"АО ""ВОЛОКОЛАМСКОЕ ПТП РЖКХ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка воздуходувки 2AF53M2-MH-50-10.68-3-11 для нужд ОАО «Волоколамское ПТП РЖКХ».;Фабрикант, процедура 2157644-131401487327 (ИНН по справочнику ЕГРЮЛ);https://fabrikant.ru/trades/fz223/ProposalRequest/?action=view&id=1714#lot_1;покупает;1;0
7204205739;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЮМЕНСКОЕ ЭКОЛОГИЧЕСКОЕ ОБЪЕДИНЕНИЕ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;2RB420-002;Воздуходувка Green Tech – Тип 2RB420-002;план 2200484526 позиция 307, сумма 103 333,33 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=1a99c63f-ebf5-44ad-8e5a-28fcd5f32492_cce85e14-19aa-4c6d-8997-80a12010fb05&infoGuid=1a99c63f-ebf5-44ad-8e5a-28fcd5f32492;планировал;1;0
7730052050;"Федеральное государственное унитарное предприятие ""Государственный космический научно-производственный центр имени М.В.Х";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;НСВ-130 | ТУ 3468-001;НАГНЕТАТЕЛЬ ВОЗДУХА НСВ-130 ТУ 3468-001-12250201-2005;план 2140074368 позиция 762, сумма 588 402,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=61e4c8ee-dd1c-4c8d-9905-5db0bcaa346c_5b33a809-a954-457c-85d7-4be120f71e21&infoGuid=61e4c8ee-dd1c-4c8d-9905-5db0bcaa346c;планировал;1;0
7709944065;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ФИЗИКО-ХИМИЧЕСКИЙ ИНСТИТУТ ИМЕ";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка;план 2150107813 позиция 755000131, сумма 100 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5541d663-c91f-12b0-e100-80000a7c1097_54190dc6-5d86-1720-e100-80000a7c1099&infoGuid=5541d663-c91f-12b0-e100-80000a7c1097;планировал;1;0
1651052730;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТАНЦИЯ ОЧИСТКИ ВОДЫ - НИЖНЕКАМСКНЕФТЕХИМ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;ВК-15;Поставка запасных частей для ремонта насосов и воздуходувок (насосы ХЦМ, Х, ВКС, СД, См, воздуходувка ВК-15 и пр.);план 2160205931 позиция 15, сумма 870 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0f35d7b5-4e5d-40fa-a743-8bea2ed9389c_67c5538f-c046-4ef3-8665-7e422903c2e1&infoGuid=0f35d7b5-4e5d-40fa-a743-8bea2ed9389c;планировал;1;0
2721145239;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ СПЕЦИАЛИЗИРОВАННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ДАЛЬНЕВОСТОЧНАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Приобретение имущества (воздуходувка, мотопомпа, установка генераторная, шланг ВД, насадка универсальная, кольцо уплотнительное);план 2210569852 позиция 72, сумма 121 400,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=962d0547-36c5-4f61-94d9-342d0255ab18_7261d910-b6c2-454b-9d9d-428d84e7d721&infoGuid=962d0547-36c5-4f61-94d9-342d0255ab18;планировал;1;0
5009057184;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖНЫЙ ВОДОКАНАЛ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;DI 30;Воздуходувка Lutos DI 30;план 2190389421 позиция 30, сумма 180 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=c5e5392b-a8b1-456a-8ea3-b8fa6f12639c_594f1cac-76ab-47d6-8109-f9c1a7086e53&infoGuid=c5e5392b-a8b1-456a-8ea3-b8fa6f12639c;планировал;1;0
4317002773;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГАЗСТРОЙ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;МТ 08-М1С-5,5;Воздуходувка МТ 08-М1С-5,5;план 2150150993 позиция 1, сумма 134 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=5212f2ed-0fde-469e-aeff-fda0fbde79ad_93b25ae7-7716-4248-a5e2-1c495ca24387&infoGuid=5212f2ed-0fde-469e-aeff-fda0fbde79ad;планировал;1;0
5515201236;"специализированное автономное учреждение Омской области ""Калачинский лесхоз""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка;план 2150142144 позиция 20, сумма 24 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=17991de3-8ad7-4089-830b-0734b8496f72_466b7200-3f02-49d2-915b-3477b7b4c6b1&infoGuid=17991de3-8ad7-4089-830b-0734b8496f72;планировал;1;0
5214007997;"Муниципальное унитарное предприятие жилищно-коммунального хозяйства ""Жилсервис"" Володарского района";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;1А24-50-24 | 23ВФ-10/1,5СМ;Воздуходувка 1А24-50-24 23ВФ-10/1,5СМ 293;план 2160172774 позиция 616, сумма 290 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=04360c02-720a-4785-862e-11ae44183ca8_65c3db69-3c5c-46ef-b502-e2c20e5b6348&infoGuid=04360c02-720a-4785-862e-11ae44183ca8;планировал;1;0
5838000953;"федеральное государственное унитарное предприятие федеральный научно-производственный центр ""Производственное объединени";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Сертификация автоматизированной системы управления воздуходувками АСУВ-1;план 2150121371 позиция 941500007, сумма 749 300,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=58630b62-b81a-0540-e100-80000a7c1050_5775c3ab-e13e-14c0-e100-80000a7c106e&infoGuid=58630b62-b81a-0540-e100-80000a7c1050;планировал;1;0
0411139760;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ АЛТАЙ ""АЛТАЙСКАЯ БАЗА АВИАЦИОННОЙ ОХРАНЫ ЛЕСОВ ""АВИАЛЕСООХРАНА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка товаров (шина, цепь, бензопила, барабан и воздуходувка);план 2190390143 позиция 32, сумма 125 005,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a2a156fe-e705-499a-a702-861312334037_f1bbb6a9-6b92-49ec-bf89-15b336fbf2e3&infoGuid=a2a156fe-e705-499a-a702-861312334037;планировал;1;0
1426333730;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОРОЖНОЕ ЭКСПЛУАТАЦИОННОЕ ПРЕДПРИЯТИЕ № 135""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка снегоочистителя перед барьерным ограждением (воздуходувка);план 2200467909 позиция 15, сумма 507 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a4e5630b-1c28-47ea-b042-e337f9156855_0c1f9623-e755-4f3d-8ae5-73c05bfeec86&infoGuid=a4e5630b-1c28-47ea-b042-e337f9156855;планировал;1;0
5438001381;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""ТОГУЧИНСКИЙ ЛЕСХОЗ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;поставка УЛПР Ангара (воздуходувка опрыскиватель);план 2200489172 позиция 8, сумма 599 999,92 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a49a0653-9938-42eb-9fa9-4c171a3e84d2_42a1f39f-1138-4ce5-9be5-75e62011c7c7&infoGuid=a49a0653-9938-42eb-9fa9-4c171a3e84d2;планировал;1;0
3329000842;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЦЕНТР АГРОХИМИЧЕСКОЙ СЛУЖБЫ ""ВЛАДИМИРСКИЙ""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;АВ-07;Автономная воздуходувка с набором пробоотборников АВ-07;план 2210547634 позиция 5, сумма 66 900,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=72ca1194-ca76-4537-bafc-d19834d94c1f_04c8f788-9810-4607-9cfa-a80c1a837f32&infoGuid=72ca1194-ca76-4537-bafc-d19834d94c1f;планировал;1;0
7706765710;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО ""ВОДОКАНАЛ+""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Выполнение срочных ремонтных работ по замене преобразователей частоты и восстановлению работоспособности автоматического управления воздуходувками на канализационных очистных сооружениях по адресу: Московская область, Ленинский м.р., с.п. Булатниковское, вблиз;план 2220644813 позиция 46, сумма 937 494,28 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=f475ad37-b9d7-4ff1-9bbd-4ce6bf1a8724_27281c42-c44f-4bfd-8df9-085a82c217c5&infoGuid=f475ad37-b9d7-4ff1-9bbd-4ce6bf1a8724;планировал;1;0
6234056779;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ПОЖЛЕС""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Поставка индивидуального моторизованного средства пожаротушения (воздуходувка) для нужд Государственное автономного учреждения Рязанской области «Пожлес»;план 2230708982 позиция 6, сумма 461 000,28 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=69275713-ee71-46c8-906e-191f502cbc5b_592c5d35-a217-4efa-80ac-22955d84d3fc&infoGuid=69275713-ee71-46c8-906e-191f502cbc5b;планировал;1;0
2452046808;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОМБИНАТ БЛАГОУСТРОЙСТВА""";D;D. среда в тексте, тип — вывод по слову;центробежная, вид по слову;воздух;сказано прямо в тексте;;Воздуходувка ZimAn iBR 900;план 2230719793 позиция 7, сумма 334 716,30 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=697a976d-f5c3-4fb1-84cf-bd57e4020e7e_e63e98b4-53aa-4417-81db-f3b7100abaed&infoGuid=697a976d-f5c3-4fb1-84cf-bd57e4020e7e;планировал;1;0
5917004527;"ГБУЗ ПК ""КБ""";E;"E. и тип, и среда — вывод; доказательства цитатой нет";центробежная, вид по слову;воздух;провайдер определил по роду деятельности предприятия;;Поставка медицинского оборудования (аппараты для измерения артериального давления, стетофонендоскопы, стетоскопы, нагнетатели, манометры);ТЭК-Торг: процедура 0356500002321000112;https://www.tektorg.ru/44-fz/procedures/716393;покупает;2;1
5003113668;УММ;E;"E. и тип, и среда — вывод; доказательства цитатой нет";центробежная, вид по слову;воздух;провайдер определил по роду деятельности предприятия;;Поставка согласно спецификации №25: Клеммы, нагнетатель масла. Аналоги не рассматриваются. С доставкой за счёт поставщика по адресу: 142000, Московская обл., г. Домодедово, мкр. Северный, ул. Логистическая, д.1. Поставка до 25.02.2021 г. включительно.;процедура ГП138941;https://etpgpb.ru/procedures/etp/450075-postavka-soglasno-spetsifikatsii-25-klemmy-nagnetatel-masla-analogi-ne-rassmatrivayutsya-s-dostavkoy-za-schyot-postavschika-po-adresu-142000-moskovskaya-obl-g-d;покупает;1;0
7214008190;"ООО СП ""Голышмановское""";E;"E. и тип, и среда — вывод; доказательства цитатой нет";центробежная, вид по слову;воздух;провайдер определил по роду деятельности предприятия;;Поставка запасной части - Турбонагнетатель RE534562;план 2150132727 позиция 62, сумма 241 759,99 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=85e22afe-3adb-424a-8407-e2a0d3ccfa0c_c0e0052a-f1f6-41f4-8c0f-114d787ab6a7&infoGuid=85e22afe-3adb-424a-8407-e2a0d3ccfa0c;планировал;1;0
3605000114;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БУТУРЛИНОВСКИЙ МЕЛЬКОМБИНАТ""";E;"E. и тип, и среда — вывод; доказательства цитатой нет";центробежная, вид по слову;воздух;провайдер определил по роду деятельности предприятия;;Нагнетатель на линию отходов;план 2190395942 позиция 232, сумма 1 500 000,00 ₽;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=59cfe9f3-45cb-4a18-b28a-ea2c2becd961_f4023b04-4c43-4726-8674-b9b17313510e&infoGuid=59cfe9f3-45cb-4a18-b28a-ea2c2becd961;планировал;1;0
1435326056;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯКУТСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";E;"E. и тип, и среда — вывод; доказательства цитатой нет";центробежная, вид по слову;воздух;провайдер определил по роду деятельности предприятия;;Поставка газотурбинных нагнетателей VTR354P11;план 2210537431 позиция 60510, сумма 320 000,00 Евро;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=da84de15-6b62-4dff-bab8-0e7b7435fa6d_005056a3-4249-1edc-95c9-160f2cfd1d50&infoGuid=da84de15-6b62-4dff-bab8-0e7b7435fa6d;планировал;1;0
