"url";"отрасль (раздел)";"сфера";"производитель";"оборудование";"заказчик";"город";"дата";"название (h1)"
"https://prokompressor.ru/projects/derevoobrabotka/comprag-respect/";"derevoobrabotka";"Деревообработка";"Comprag";"винтовой компрессор ""Comprag"" АRD-15-500/8";"ООО ""Респект""";"";"сентябрь 2021 г.";"Винтовой компрессор ""Comprag"" АRD-15-500/8 с осушителем для ООО ""Респект"""
"https://prokompressor.ru/projects/derevoobrabotka/comprag-atrium/";"derevoobrabotka";"Деревообработка";"Comprag";"рефрижераторный осушитель ""Comprag"" RDX 36";"ООО ""МК Атриум""";"";"май 2021 г.";"Рефрижераторный осушитель ""Comprag"" RDX 36."
"https://prokompressor.ru/projects/derevoobrabotka/crossair-holz/";"derevoobrabotka";"Деревообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-5.5/10-RA";"ОАО ""ПСБ ГЭМ ХОЛЬЦ""";"";"март 2021 г.";"Винтовой компрессор ""Cross Air"" CA-5.5/10-RA"
"https://prokompressor.ru/projects/derevoobrabotka/crossair-holz-2/";"derevoobrabotka";"Деревообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-5.5/10-RA";"ОАО ""ПСБ ГЭМ ХОЛЬЦ""";"";"май 2021 г.";"Винтовой компрессор ""Cross Air"" CA-5.5/10-RA"
"https://prokompressor.ru/projects/derevoobrabotka/cross-air-irbic/";"derevoobrabotka";"Деревообработка";"Cross Air";"винтовой компрессор ""Cross Air"" CA-5.5/8-RA";"ООО ""Ирбис""";"Йошкар-Ола";"декабрь 2020 г.";"Винтовой компрессор ""Cross Air"" CA-5.5/8-RA для ООО ""Ирбис"""
"https://prokompressor.ru/projects/derevoobrabotka/ip-troyanskaya/";"derevoobrabotka";"Деревообработка";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY20-7,5-500D (Compact) (с осушителем)";"ИП Троянская";"";"июль 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY20-7,5-500D (Compact) (с осушителем) для ИП Троянская"
"https://prokompressor.ru/projects/derevoobrabotka/ekomak-ruspallet/";"derevoobrabotka";"Деревообработка";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 100 CRD/8";"ООО ""РусПаллет""";"Москва";"сентябрь 2021 г.";"Винтовой компрессор ""Ekomak"" DMD 100 CRD/8 для ООО ""РусПаллет"""
"https://prokompressor.ru/projects/derevoobrabotka/spektr-ironmac/";"derevoobrabotka";"Деревообработка";"Ironmac";"винтовой компрессор ""IRONMAC"" IC30 AM/8";"ООО ""Спектр""";"";"июль 2021 г.";"Винтовой компрессор ""IRONMAC"" IC30 AM/8 для ООО ""Спектр"""
"https://prokompressor.ru/projects/derevoobrabotka/xeleron-shelest/";"derevoobrabotka";"Деревообработка";"Xeleron";"винтовой компрессор ""Xeleron"" Z10A/10 (IP54) Hanbell";"ООО ""Шелест""";"Барнаул";"декабрь 2021 г.";"Винтовой компрессор ""Xeleron"" Z10A/10 (IP54) Hanbell для ООО ""Шелест"""
"https://prokompressor.ru/projects/derevoobrabotka/ebovart-xeleron/";"derevoobrabotka";"Деревообработка";"Xeleron";"винтовой компрессор ""Xeleron"" Z15A/8 (IP54)";"ИП Эбоварт";"";"февраль 2022 г.";"Винтовой компрессор ""Xeleron"" Z15A/8 (IP54) для ИП Эбоварт"
"https://prokompressor.ru/projects/dorozhnye-raboty/atlas-zcgc/";"dorozhnye-raboty";"Дорожные работы, ЖКХ, благоустройство";"Atlas Copco";"винтовой компрессор ""ATLAS COPCO"" G45 PA 10 ML 400 50 RIF";"ООО ""Трест Запсибгидрострой""";"Сургут";"апрель 2021 г.";"Винтовой компрессор ""ATLAS COPCO-G"" G45 PA 10 ML 400 50 RIF"
"https://prokompressor.ru/projects/dorozhnye-raboty/berg-vodokanal/";"dorozhnye-raboty";"Дорожные работы, ЖКХ, благоустройство";"Berg";"винтовой компрессор ""Berg"" ВК-15/8";"ООО ""Водоканал-Сервис""";"";"октябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-15/8 для ООО ""Водоканал-Сервис"""
"https://prokompressor.ru/projects/dorozhnye-raboty/berg-dorstroi/";"dorozhnye-raboty";"Дорожные работы, ЖКХ, благоустройство";"Berg";"винтовой компрессор ""Berg"" ВК-30/12 Р";"ООО ""Уренгойдорстрой""";"Новый Уренгой";"апрель 2021 г.";"Винтовой компрессор ""Berg"" ВК-30/12 Р"
"https://prokompressor.ru/projects/dorozhnye-raboty/berg-format/";"dorozhnye-raboty";"Дорожные работы, ЖКХ, благоустройство";"Berg";"винтовой компрессор ""Berg"" ВК-7.5/8 Р";"ООО ""Формат""";"Екатеринбург";"октябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-7.5/8 Р для ООО ""Формат"""
"https://prokompressor.ru/projects/dorozhnye-raboty/comaro-dorstroy/";"dorozhnye-raboty";"Дорожные работы, ЖКХ, благоустройство";"Comaro";"винтовой компрессор ""COMARO"" XB 30-08";"";"Чеченская Республика";"июнь 2020 г.";"Винтовой компрессор ""COMARO"" XB 30-08"
"https://prokompressor.ru/projects/dorozhnye-raboty/dali-stroi-dor/";"dorozhnye-raboty";"Дорожные работы, ЖКХ, благоустройство";"Dali";"винтовой компрессор ""Dali"" DL-3.6/8-RA";"ООО ""СтройДорСервис""";"Хабаровск";"август 2020 г.";"Винтовой компрессор ""Dali"" DL-3.6/8-RA для ООО ""СтройДорСервис"""
"https://prokompressor.ru/projects/dorozhnye-raboty/hansmann-dspmk/";"dorozhnye-raboty";"Дорожные работы, ЖКХ, благоустройство";"Hansmann";"винтовой компрессор ""Hansmann"" RS45A";"ООО ""РОСЛАВЛЬСКАЯ ДСПМК""";"Рославль";"декабрь 2024 г.";"Винтовой компрессор ""Hansmann"" RS45A для ООО ""РОСЛАВЛЬСКАЯ ДСПМК"""
"https://prokompressor.ru/projects/fotoseparatory/abac-borihaagro/";"fotoseparatory";"Фотосепараторы";"Abac";"винтовой компрессор ""ABAC"" GENESIS 7.5-10-270";"ООО ""Бориха-Агро""";"Алтайский край";"март 2021 г.";"Винтовой компрессор ""ABAC"" GENESIS 7.5-10-270"
"https://prokompressor.ru/projects/fotoseparatory/agrocentr-ac/";"fotoseparatory";"Фотосепараторы";"Atlas Copco";"винтовой компрессор ""Atlas Copco"" GA 22 VSD +13FF (с осушителем)";"ООО ""Агроцентр-Зерновые Технологии""";"Липецкая область";"март 2021 г.";"Винтовой компрессор ""Atlas Copco"" GA 22 VSD +13FF (с осушителем)"
"https://prokompressor.ru/projects/fotoseparatory/berg-fotoseparetor/";"fotoseparatory";"Фотосепараторы";"Berg";"винтовой компрессор ""Berg"" ВК-15/8";"";"Дагестан";"июнь 2021 г.";"Винтовой компрессор ""Berg"" ВК-15/8 для фотосепаратора"
"https://prokompressor.ru/projects/fotoseparatory/berg-agroelit/";"fotoseparatory";"Фотосепараторы";"Berg";"винтовой компрессор ""Berg"" ВК-18.5Р";"ООО ""Агроэлитплюс""";"Барнаул";"апрель 2022 г.";"Винтовой компрессор ""Berg"" ВК-18.5Р для ООО ""Агроэлитплюс"""
"https://prokompressor.ru/projects/fotoseparatory/berg-bogdanov/";"fotoseparatory";"Фотосепараторы";"Berg";"винтовой компрессор ""Berg"" ВК-5,5РО-500/8";"ИП Богданов";"Московская область";"ноябрь 2021 г.";"Винтовой компрессор ""Berg"" ВК-5,5РО-500/8 для ИП Богданов"
"https://prokompressor.ru/projects/fotoseparatory/comaro-oktyabrskoe/";"fotoseparatory";"Фотосепараторы";"Comaro";"винтовой компрессор ""Comaro"" SB 30-8 new, рефрижераторный осушитель ""Comaro"" CRD-5,1 и вертикальный ресивер ""Remeza"" РВ 900.10.11";"ООО ""Октябрьское""";"Бийск";"июнь 2021 г.";"Винтовой компрессор ""Comaro"" SB 30-8 new, рефрижераторный осушитель ""Comaro"" CRD-5,1 и вертикальный ресивер ""Remeza"" РВ 900.10.11 для ООО ""Октябрьское"""
"https://prokompressor.ru/projects/fotoseparatory/cross-air-altay/";"fotoseparatory";"Фотосепараторы";"Cross Air";"винтовой компрессор ""Cross Air"" CA-15/8-GA, рефрижераторный осушитель ""Cross Air"" CAAD-2.4 и вертикальный ресивер ""Remeza"" РВ 500.11.00";"ООО ""ТПК Алтай""";"Бийск";"февраль 2021 г.";"Винтовой компрессор ""Cross Air"" CA-15/8-GA, рефрижераторный осушитель ""Cross Air"" CAAD-2.4 и вертикальный ресивер ""Remeza"" РВ 500.11.00"
"https://prokompressor.ru/projects/fotoseparatory/cross-air-sibsemechka/";"fotoseparatory";"Фотосепараторы";"Cross Air";"винтовой компрессор ""Cross Air"" CA-22/8-GA";"ООО ""Сибирская семечка""";"Барнаул";"сентябрь 2021 г.";"Винтовой компрессор ""Cross Air"" CA-22/8-GA для ООО ""Сибирская семечка"""
"https://prokompressor.ru/projects/fotoseparatory/centralnoe-dalgakiran/";"fotoseparatory";"Фотосепараторы";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" INVERSYS PLUS 37-7,5";"ООО ""Центральное""";"Алтайский край";"апрель 2022 г.";"Винтовой компрессор ""Dalgakiran"" INVERSYS PLUS 37-7,5 для ООО ""Центральное"""
"https://prokompressor.ru/projects/fotoseparatory/agroelita-dalgakiran/";"fotoseparatory";"Фотосепараторы";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 10-7,5 500L";"ООО ""Агроэлита""";"Саратовская область";"апрель 2021 г.";"Винтовой компрессор ""Dalgakiran"" TIDY 10-7,5 500L для ООО ""Агроэлита"""
"https://prokompressor.ru/projects/fotoseparatory/dalgakiran-darimalinovki/";"fotoseparatory";"Фотосепараторы";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 30-7,5";"ООО ""Дары Малиновки""";"Красноярск";"сентябрь 2020 г.";"Винтовой компрессор ""Dalgakiran"" TIDY 30-7,5"
"https://prokompressor.ru/projects/fotoseparatory/dalgakiran-baskir/";"fotoseparatory";"Фотосепараторы";"Dalgakiran";"винтовой компрессор ""Dalgakiran"" TIDY 50-7,5";"ООО ""БАШКИР-АГРОИНВЕСТ""";"Уфа";"сентябрь 2022 г.";"Винтовой компрессор ""Dalgakiran"" TIDY 50-7,5 для ООО ""БАШКИР-АГРОИНВЕСТ"""
"https://prokompressor.ru/projects/fotoseparatory/ekomak-fw/";"fotoseparatory";"Фотосепараторы";"Ekomak";"винтовой компрессор ""Ekomak"" DMD300CRD8";"ООО ""Фром Вайлд""";"Бийск";"август 2020 г.";"Винтовой компрессор ""Ekomak"" DMD300CRD8"
"https://prokompressor.ru/projects/fotoseparatory/ekomak-szkk/";"fotoseparatory";"Фотосепараторы";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 100 CRD/8";"ООО ""СЗКК""";"Санкт-Петербург";"май 2021 г.";"Винтовой компрессор ""Ekomak"" DMD 100 CRD/8"
"https://prokompressor.ru/projects/fotoseparatory/ekomak-shutov/";"fotoseparatory";"Фотосепараторы";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 200 CRD/8";"ИП Шутов";"";"март 2022 г.";"Винтовой компрессор ""Ekomak"" DMD 200 CRD/8 для ИП Шутов"
"https://prokompressor.ru/projects/fotoseparatory/ekomak-apk/";"fotoseparatory";"Фотосепараторы";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 200 CRD/8";"ООО ""Агропромышленная компания""";"Бийск";"декабрь 2020 г.";"Винтовой компрессор ""Ekomak"" DMD 200 CRD/8 для ООО ""Агропромышленная компания"""
"https://prokompressor.ru/projects/fotoseparatory/ekomak-dmd300crd-kemerovo/";"fotoseparatory";"Фотосепараторы";"Ekomak";"винтовой компрессор ""Ekomak"" DMD 300 CRD/8";"";"Кемерово";"октябрь 2021 г.";"Винтовой компрессор ""Ekomak"" DMD 300 CRD/8 для работы фотосепаратора"
"https://prokompressor.ru/projects/geologiya-dobycha/kirjach-geologiya-ac/";"geologiya-dobycha";"Геология и добыча";"Atlas Copco";"дизельный винтовой компрессор ""Atlas Copco"" XAS 48 Kd";"ООО ""Киржач-Геология""";"Киржач";"август 2021 г.";"Дизельный винтовой компрессор ""Atlas Copco"" XAS 48 Kd ООО ""Киржач-Геология"""
