fajl;zakupka;dokument;tip;bajt;stranic;znakov;otkaz;skan_ili_pusto;sha256;kopiya_ot;ocr_stranic_obrezano
eis_f_32616248653_1.bin;32616248653;Документация.rar;rar(8);1974854;0;344625;;;7c8309ae556879aa;;
eis_f_32616248626_1.bin;32616248626;ЗД.zip;архив(13);3068127;0;311594;;;42cc272fd44c7c9b;;
eis_f_32616247923_9.bin;32616247923;Приложение_1[e0c70f71].docx;docx;14584;0;1375;;;dcfe2b53788f54bc;;
eis_f_32616247923_8.bin;32616247923;Приложение__4_к_Техническому_заданию[33548d3d].pdf;pdf;3855474;323;694774;;;71a8f9d4912ba298;;
eis_f_32616247923_7.bin;32616247923;Приложение_2[5c142881].docx;docx;14288;0;648;;;b07d0039f3aad0f4;;
eis_f_32616247923_6.bin;32616247923;КОНКУРСНАЯ_ДОКУМЕНТАЦИЯ__ред-ция[304095b5].docx;docx;131181;0;79973;;;c23ecac6b907a505;;
eis_f_32616247923_5.bin;32616247923;Техническое_задание_17192929-1.pdf;pdf;115237;30;60575;;;7da9baf1cf6bfffb;;
eis_f_32616247923_4.bin;32616247923;Расчет_НМЦД[24bfb260].xlsx;xlsx;825855;0;59200;;;e27811749a10855c;;
eis_f_32616247923_3.bin;32616247923;Протокол_НМЦД[1a5d98da].pdf;pdf-ocr;618402;1;1342;;;4cc239c1521197fb;;
eis_f_32616247923_2.bin;32616247923;Проект_контракта_17192929-1.pdf;pdf;150926;38;83644;;;289660ab21b8e768;;
eis_f_32616247923_11.bin;32616247923;Порядок_оценки_заявок_по_критериям_17192929-1.pdf;pdf;65734;6;15749;;;fdc097750fc3231d;;
eis_f_32616247923_10.bin;32616247923;Извещение_о_проведении_конкурса[d303097e].docx;docx;24873;0;32653;;;ddb3c156fc87682c;;
eis_f_32616247923_1.bin;32616247923;Приложения_к_договору[c5745641].zip;архив(9);141015;0;260834;;;562dec3ddc619181;;
eis_f_32616247616_1.bin;32616247616;225582_ЗД.7z;7z(9);12676315;0;497067;;;2f6ecee49a6a609e;;
eis_f_32616247440_1.bin;32616247440;Извещение (Документация).zip;архив(9);3216750;0;567756;;;10f85854cdbe17d9;;
eis_f_32616247308_5.bin;32616247308;Приложение № 2 к ДоЗ - ПД.docx;docx;92646;0;64773;;;5eb30a1f5ba14ba2;;
eis_f_32616247308_4.bin;32616247308;Приложение № 1 к ДоЗ - ТТ.docx;docx;44346;0;29603;;;043e921b5c26c5ff;;
eis_f_32616247308_3.bin;32616247308;ДоЗ и Приложение № 4 к ДоЗ.rar;rar(2);478985;0;222598;;;de57df9f89f28679;;
eis_f_32616247308_2.bin;32616247308;Приложение № 9 к ДоЗ - Обоснование НМЦ.docx;docx;15026;0;1942;;;d785e43b8914cec3;;
eis_f_32616247308_1.bin;32616247308;Форма 3 Приложения № 4 к ДоЗ - КП и Структура НМЦ.xlsx;xlsx;29542;0;11721;;;8bc98bd0b6e69475;;
eis_f_32616247268_1.bin;32616247268;Документация.rar;rar(11);2119554;0;262144;;;86cd26f52862a991;;
eis_f_32616246974_1.bin;32616246974;225570_ЗД.7z;7z(31);8050054;0;698393;;;3e7ba39090e90edb;;
eis_f_32616246780_1.bin;32616246780;закупочная документация 0270-ЯР-26.zip;архив(7);3758150;0;840415;;;ddac6053f51706c6;;
eis_f_32616246376_4.bin;32616246376;Извещение о закупке.docx;docx;45932;0;59239;;;01933f9ad247519c;;
eis_f_32616246376_3.bin;32616246376;Обоснование начальной (максимальной) цены договора.xls;doc/xls;41984;0;41973;;;22937a58d24a4c15;;
eis_f_32616246376_2.bin;32616246376;Документация о закупке МСП (Компрессор).docx;docx;174078;0;227366;;;f3a63803220a014f;;
eis_f_32616246376_1.bin;32616246376;Документация о закупке МСП (Компрессор).pdf;pdf;927540;70;193008;;;c0a9e94a8999fd9e;;
eis_f_32616245257_2.bin;32616245257;Уведомление о внесении изменений 29.07.26.zip;архив(2);246324;0;151012;;;8464cb671fb670d1;;
eis_f_32616245257_1.bin;32616245257;ДоЗ на публикацию (0595-КС ДОХ-2026-УСГС).zip;архив(10);812642;0;482356;;;2ecb7c4b9a39f526;;
eis_f_32616244905_2.bin;32616244905;300_.pdf;pdf;233857;2;2560;;;beb1e53e33cd0ff6;;
eis_f_32616244905_1.bin;32616244905;Форма КП.xlsx;xlsx;12128;0;900;;;7d4e2e224eeba712;;
eis_f_32616244825_6.bin;32616244825;ДоЗ_Запрос_предложений.docx;docx;398824;0;164970;;;8afc04f3e52fcaa3;;
eis_f_32616244825_5.bin;32616244825;Приложение_1_ТТ[4].docx;docx;49468;0;8007;;;e1c22ae65817a3f5;;
eis_f_32616244825_4.bin;32616244825;Приложение_2_Проект_Договора.docx;docx;77447;0;63711;;;be3a9ccbbe6adbce;;
eis_f_32616244825_3.bin;32616244825;Приложение___4_к_ДоЗ_-_Формы___любой_участник_[1].docx;docx;92759;0;52720;;;b3e774e8b91972db;;
eis_f_32616244825_2.bin;32616244825;Приложение_9_Обоснование_НМЦ.docx;docx;19753;0;1184;;;a9915e0293310fa7;;
eis_f_32616244825_1.bin;32616244825;Приложение_4_Форма_3_Коммерческого_предложения_и_Структуры_НМЦ.xlsx;xlsx;21942;0;5996;;;0146f69c876661a2;;
eis_f_32616244775_8.bin;32616244775;Техническое_задание_17134183-1.pdf;pdf;74376;10;19111;;;35dcd1d4170c8b1d;;
eis_f_32616244775_7.bin;32616244775;Проект_контракта_17134183-1.pdf;pdf;115760;25;54973;;;7873e4ae4577caa2;;
eis_f_32616244775_6.bin;32616244775;Протокол МЦД.pdf;pdf-ocr;628502;1;1151;;;50811651271f29a6;;
eis_f_32616244775_5.bin;32616244775;Расчет МЦД.xlsx;xlsx;16634;0;2029;;;fc4d45e2459b1640;;
eis_f_32616244775_4.bin;32616244775;Обоснование МЦД.pdf;pdf;114479;1;1976;;;3a5a56ecec6e5b0f;;
eis_f_32616244775_3.bin;32616244775;Приложение 3 к Техническому заданию.pdf;pdf-ocr;167918;1;121;;1;931636a5eadf4bec;;
eis_f_32616244775_2.bin;32616244775;Извещение о проведении аукциона.docx;docx;23201;0;32698;;;4eac2a7b5497a84f;;
eis_f_32616244775_1.bin;32616244775;Аукционная документация (СМП).docx;docx;68740;0;68680;;;1a3de750645bd99f;;
eis_f_32616244594_1.bin;32616244594;Закупочная документация.7z;7z(9);25015640;0;2891784;;;02c9ee51c8688522;;
eis_f_32616244436_1.bin;32616244436;Документация 433.7z;7z(11);20675343;0;694574;;;0123aea03f34371a;;
eis_f_32616244331_7.bin;32616244331;Аукционная документация (СМП).docx;docx;67422;0;69047;;;f72bf6b32ebda929;;
eis_f_32616244331_6.bin;32616244331;Извещение о проведении аукциона.docx;docx;23061;0;35511;;;a1fc87a0fb8a4930;;
eis_f_32616244331_5.bin;32616244331;Расчет МЗЦД.xlsx;xlsx;19940;0;3730;;;1be95cea18bdf88a;;
eis_f_32616244331_4.bin;32616244331;Техническое_задание_17169141-1.pdf;pdf;110796;24;29522;;;bc78072be4476fc3;;
eis_f_32616244331_3.bin;32616244331;Обоснование МЗЦД.pdf;pdf-ocr;752443;1;1835;;;254b6cab7da5ca2b;;
eis_f_32616244331_2.bin;32616244331;Протокол МЗЦД.pdf;pdf-ocr;518190;1;1075;;;cee40ee8d313ed13;;
eis_f_32616244331_1.bin;32616244331;Проект_контракта_17169141-1.pdf;pdf;116770;26;55051;;;16f86d2192c48608;;
eis_f_32616242908_1.bin;32616242908;225439_ЗД.7z;7z(7);22870091;0;900190;;;cca26d91e9934060;;
eis_f_32616242778_1.bin;32616242778;3.Документация_о_закупке_ВЗПм-260720-10.zip;архив(25);4511407;0;590602;;;46a08bc23cf43eb9;;
eis_f_32616242559_3.bin;32616242559;Документация (1).doc;doc/xls;438272;0;438061;;;f5f2fca1ba5df7fd;;
eis_f_32616242559_2.bin;32616242559;НМЦК_Задвижка--30с41нж-Ду-300 (4).xlsx;xlsx;20992;0;4028;;;4a257abd966d166c;;
eis_f_32616242559_1.bin;32616242559;ТЗ на поставку зап.арматуры.doc;doc/xls;79872;0;79654;;;7970700450d327f1;;
eis_f_32616241911_1.bin;32616241911;ДоЗ на публикацию (0601-КС ДОХ-2026-УСГС).rar;rar;645047;0;83;;1;1f2431ff78ffb177;;
eis_f_32616241397_3.bin;32616241397;Уведомление_Электронный_магазинМСП.docx;docx;61196;0;39580;;;86f27eaddc15e43e;;
eis_f_32616241397_2.bin;32616241397;Приложение №1 ТЗ.docx;docx;29876;0;7086;;;51c6b6654c98d055;;
eis_f_32616241397_1.bin;32616241397;Приложение №2 Проект договора.doc;doc/xls;136704;0;136422;;;24c1c33b967c373d;;
eis_f_32616239435_4.bin;32616239435;225563_Уведомление_о_разъяснении.docx;docx;156449;0;970;;;06e5eee28fd6c920;;
eis_f_32616239435_3.bin;32616239435;225563_Уведомление_о_разъяснении.zip;архив(5);983083;0;263593;;;0bc6a97276ee1c8a;;
eis_f_32616239435_2.bin;32616239435;225563_Уведомление_о_разъяснении.zip;архив(5);1747266;0;940;;;87e97c668958de66;;
eis_f_32616239435_1.bin;32616239435;225563_ЗД.zip;архив(11);2987015;0;502494;;;73ebd72955df0a06;;
eis_f_32616238995_1.bin;32616238995;106 Мотопомпа и компрессор поршневой.rar;rar;369583;0;76;;1;24186b4942ae2f49;;
eis_f_32616238782_1.bin;32616238782;Закупочная_документация_КТП-1000.zip;архив(28);3664270;0;688612;;;c0f1bdebbc5438c0;;
eis_f_32616238116_3.bin;32616238116;Разъяснение №1.pdf;pdf;143737;1;1625;;;ec860cc9b715e190;;
eis_f_32616238116_2.bin;32616238116;Уведомление о внесении изменений от 29.07.zip;архив(2);68786;0;23410;;;e9d817d9c67f8ba9;;
eis_f_32616238116_1.bin;32616238116;ДоЗ на публикацию (0562-КС ДОХ-2026-УСГС).rar;rar(8);583679;0;415264;;;95f0fd8c6a4c176a;;
eis_f_32616236720_1.bin;32616236720;Документация.pdf;pdf;132436;1;102;;1;977ceda59f9d3fd8;;
eis_f_32616236531_7.bin;32616236531;Извещение ЗК.docx;docx;63732;0;66882;;;877fc86e9d2fbd95;;
eis_f_32616236531_6.bin;32616236531;Обоснование нац режим.xls;doc/xls;50688;0;50640;;;38773151b64c5c52;;
eis_f_32616236531_5.bin;32616236531;ОБРАЗЦЫ ФОРМ, ДОКУМЕНТОВ и ИНСТРУКЦИЯ ПО ЗАПОЛНЕНИЮ ЗАЯВКИ.docx;docx;38971;0;46570;;;2d556ceeb98c40da;;
eis_f_32616236531_4.bin;32616236531;Приложение ПИК к проекту договора 12309805 2026_04_06-10_39 (МСК).docx;docx;519444;0;25114;;;3f666f4f80176481;;
eis_f_32616236531_3.bin;32616236531;ТЗ трубы НКТ с муфтами.docx;docx;45439;0;11173;;;da43539d0e996aa5;;
eis_f_32616236531_2.bin;32616236531;Расчет НМЦД.xls;doc/xls;74752;0;74704;;;545911bd94c4df28;;
eis_f_32616236531_1.bin;32616236531;Умный договор _товары_ _вер_42_ 12309805 2026_04_06-10_39.docx;docx;316623;0;35560;;;a8f6125442b17331;;
eis_f_32616236137_1.bin;32616236137;225558_ОК.7z;7z(10);13621097;0;513192;;;d28d2850850ac0df;;
eis_f_32616236084_3.bin;32616236084;ДОКУМЕНТАЦИЯ ЛРЭ-095.doc;doc/xls;659968;0;659750;;;5dec1e0abc299e3d;;
eis_f_32616236084_2.bin;32616236084;Извещение  ЛРЭ-095.doc;doc/xls;2602496;0;2602086;;;f81d7a561d17daad;;
eis_f_32616236084_1.bin;32616236084;Приложения к проекту договора.rar;rar(9);270518;0;362976;;;5855e4f0feb2b829;;
eis_f_32616235776_1.bin;32616235776;00079105_МКС_К_ГОС.zip;архив(22);10336948;0;167249;;;d3630ca6a29d14f1;;
eis_f_32616235545_1.bin;32616235545;ЭА приоб. турбокомпрессоров 368.zip;архив(6);200736;0;745738;;;81550edb090ca1f7;;
eis_f_32616235529_9.bin;32616235529;Приложение № 1 -  Техническое задание.docx;docx;31077;0;8333;;;c16606dc67ba0466;;
eis_f_32616235529_8.bin;32616235529;Приложение № 6 (Форма 2) - Согласие с ЮЗДО.doc;doc/xls;30720;0;30310;;;c87cfa3ed8dee4e4;;
eis_f_32616235529_7.bin;32616235529;Приложение № 6 (Форма 1) - Письмо оферта+КП.xlsx;xlsx;19610;0;4153;;;7e309248e10d6efc;;
eis_f_32616235529_6.bin;32616235529;Приложение 1.1- Опросный лист.docx;docx;153171;0;17147;;;e4c7bfec423ed1bb;;
eis_f_32616235529_5.bin;32616235529;Приложение № 8 - Перечень банков.docx;docx;19384;0;1478;;;095b7ef123562e55;;
eis_f_32616235529_4.bin;32616235529;Приложение № 5 - Горячая линия безопасности.docx;docx;81257;0;2479;;;115d7ead8f0a61a4;;
eis_f_32616235529_3.bin;32616235529;Приложение № 4 - Критерии соответствия.xlsx;xlsx;31926;0;8076;;;776bbed646bb3473;;
eis_f_32616235529_2.bin;32616235529;Документация о закупке_ТМЦ.docx;docx;99437;0;44209;;;99d1369176b576c3;;
eis_f_32616235529_13.bin;32616235529;Приложение № 7 - Обоснование НМЦ.XLSX;xlsx;24314;0;4135;;;6e7980d4559da37d;;
eis_f_32616235529_12.bin;32616235529;Приложение № 2 -  Проект договора.docx;docx;118038;0;105986;;;b179b3f8c3d3f2d2;;
eis_f_32616235529_11.bin;32616235529;Приложение № 6 (Форма 3) - Согласие с тех.аудитом.doc;doc/xls;29696;0;29286;;;174d3fbd3c6a6571;;
eis_f_32616235529_10.bin;32616235529;Приложение № 6 (Форма 4) - Референц-лист.xlsx;xlsx;10917;0;694;;;63a38a4654e5fe05;;
eis_f_32616235529_1.bin;32616235529;Приложение № 3 -  Анкета Участника.xlsx;xlsx;19109;0;4913;;;9a84039e3dc1cb8a;;
eis_f_32616234587_3.bin;32616234587;225551_Уведомление о разъяснении_30.07.26.docx;docx;158825;0;1360;;;d90a36312b5146d7;;
eis_f_32616234587_2.bin;32616234587;225551_Уведомление о разъяснении_27.07.26.docx;docx;1263774;0;2048;;;e7230292c4774416;;
eis_f_32616234587_1.bin;32616234587;225551_ЗД.rar;rar(10);1984968;0;556467;;;35190567fb63901e;;
eis_f_32616234100_5.bin;32616234100;Приложение № 1 к ДоЗ - ТТ.docx;docx;151579;0;242044;;;a94287fa1c86ddd7;;
eis_f_32616234100_4.bin;32616234100;ДоЗ и Приложение № 4 к ДоЗ.rar;rar(2);476956;0;222058;;;6f0f23e6e1796795;;
eis_f_32616234100_3.bin;32616234100;Форма 3 Приложения № 4 к ДоЗ - КП и Структура НМЦ.xlsx;xlsx;67600;0;46801;;;8316bd4ee9799aad;;
eis_f_32616234100_2.bin;32616234100;Приложение № 2 к ДоЗ - ПД.docx;docx;71710;0;77619;;;b8b0a25ee6fcf66a;;
eis_f_32616234100_1.bin;32616234100;Приложение № 9 к ДоЗ - Обоснование НМЦ.docx;docx;16920;0;1619;;;99a49a67dfea3231;;
eis_f_32616233501_3.bin;32616233501;Обоснование НМЦД.xlsx;xlsx;25602;0;2212;;;1e7acb18aa2a1455;;
eis_f_32616233501_2.bin;32616233501;Проект договора поставки_компрессор.docx;docx;89776;0;96169;;;d3d51b4caca2ced8;;
eis_f_32616233501_1.bin;32616233501;Извещение о проведении запроса котировок_СМП_компрессор.docx;docx;93240;0;46910;;;33f9cfa500b74aeb;;
eis_f_32616233351_8.bin;32616233351;Приложение №10 к ДоЗ-Заявка на аккредитацию.7z;7z(1);66017;0;93514;;;118103262d7f25d2;;
eis_f_32616233351_7.bin;32616233351;ДоЗ Конкурс.docx;docx;176863;0;166311;;;b81cab39860bea4c;;
eis_f_32616233351_6.bin;32616233351;Форма 3 Коммерческого предложения и Структуры НМЦ.xlsx;xlsx;16495;0;6176;;;3a3f467663af45bb;;
eis_f_32616233351_5.bin;32616233351;Приложение №11к ДоЗ - ФОРМА ДАННЫХ БУХ (ФИН) ОТЧЕТНОСТИ.7z;7z(1);27760;0;3036;;;65601f3307c01ec9;;
eis_f_32616233351_4.bin;32616233351;Приложение № 4 к ДоЗ - Формы документов заявки (любой участник).docx;docx;58668;0;41650;;;91736f19cc799ecf;;
eis_f_32616233351_3.bin;32616233351;Приложение №9 к ДоЗ - Обоснование НМЦ.docx;docx;25999;0;2526;;;66d99495f0c8a2ff;;
eis_f_32616233351_2.bin;32616233351;Приложение №2 к ДоЗ - Проект Договора.7z;7z(11);179584;0;136020;;;1c609d077ae6e2c2;;
eis_f_32616233351_1.bin;32616233351;Приложение №1 к ДоЗ - Технические требования.7z;7z(5);499571;0;232459;;;7d5a9a255a0795f3;;
eis_f_32616233236_1.bin;32616233236;Извещение.7z;7z(19);3423785;0;5875710;;;af35964bfdd31e81;;
eis_f_32616232191_1.bin;32616232191;Документация_АГЗУ.zip;архив(30);26395823;0;7052368;;;42fdb2ab09d5c84c;;
eis_f_32616232182_1.bin;32616232182;Документация_Кабель_раздела.zip;архив(26);1674618;0;842143;;;7bd56f49eec0cb85;;
eis_f_32616232171_1.bin;32616232171;Документация_Кабель_5х35.zip;архив(26);1671455;0;820587;;;b8d92c350fe4164d;;
eis_f_32616230792_1.bin;32616230792;225547_ЗД.zip;архив(13);1375756;0;502037;;;2a0a14f716d5b52c;;
eis_f_32616229195_9.bin;32616229195;Разъяснение_32616229195.pdf;pdf-ocr;21777;1;193;;1;85c21636b82f0262;;
