inn;predpriyatie;vyruchka_est;okved_est;rang_mashiny;faktov
5029037362;"ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""МЫТИЩИНСКАЯ ОКБ""";;да;8.0;2
6319031396;;;да;8.0;2
7405000428;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД""";;;8.0;2
7722497881;"ФЕДЕРАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНЫЙ ИНСТИТУТ АВИАЦИОННОГО МОТОРОСТРОЕНИЯ ИМЕНИ П.И. БАРАНОВА""";;;8.0;2
7733108569;"ФГБУ ""НМХЦ ИМ. Н.И. ПИРОГОВА"" МИНЗДРАВА РОССИИ";;да;8.0;2
7735069192;"ГБУЗ ""ГКБ ИМ. М.П. КОНЧАЛОВСКОГО ДЗМ""";;да;8.0;2
8607100272;"ЛАНГЕПАССКОЕ ГОРОДСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОВОДОКАНАЛ""";;да;8.0;2
9718071371;ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ГОСУДАРСТВЕННЫХ УЧРЕЖДЕНИЙ ДЕПАРТАМЕНТА ОБРАЗОВАНИЯ И НАУКИ ГОРОДА МОСКВЫ;;;8.0;2
0277006179;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УФИМСКИЙ ГОСУДАРСТВЕННЫЙ НЕФТЯНОЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""";;да;8.0;1
0602000061;МИНИСТЕРСТВО ФИНАНСОВ РЕСПУБЛИКИ ИНГУШЕТИЯ;;;8.0;1
1001040512;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАРЕЛИЯ ""РЕСПУБЛИКАНСКАЯ БОЛЬНИЦА ИМ. В.А. БАРАНОВА""";;;8.0;1
2310018876;"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Кубанский государственный технологический университет""";;;8.0;1
2311014546;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КУБАНСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ИМЕНИ И.Т. ТРУБИЛИНА""";;;8.0;1
2538008586;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДАЛЬНЕВОСТОЧНЫЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ РЫБОХОЗЯЙСТВЕННЫЙ УНИВЕРСИТЕТ""";;;8.0;1
2539007673;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ТИХООКЕАНСКИЙ ОКЕАНОЛОГИЧЕСКИЙ ИНСТИТУТ ИМ. В.И. ИЛЬИЧЕВА ДАЛЬНЕВОСТОЧНОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;8.0;1
2901255495;;;;8.0;1
4102009338;"Открытое акционерное общество ""Северо-Восточный ремонтный центр""";;;8.0;1
4246004250;"ООО ОФ ""Анжерская""";;;8.0;1
4707012248;"Открытое акционерное общество ""Ростерминалуголь""";;;8.0;1
5010036460;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ КОМПЛЕКС ""ДЕДАЛ""";;;8.0;1
5018000184;"ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""КОРОЛЁВСКАЯ БОЛЬНИЦА""";;да;8.0;1
5074019414;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ПОДОЛЬСКАЯ РАЙОННАЯ БОЛЬНИЦА""";;;8.0;1
7708773473;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЖД ИНТЕРНЕШНЛ""";;;8.0;1
7727476109;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙГУРУ""";;;8.0;1
7730140003;ЦЕНТРАЛЬНАЯ ПОЛИКЛИНИКА ФТС РОССИИ;;да;8.0;1
7734087696;"ФГБУ ""НМИЦ КОЛОПРОКТОЛОГИИ ИМЕНИ А.Н. РЫЖИХ"" МИНЗДРАВА РОССИИ";;да;8.0;1
7751255630;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГК НОВЫЕ ТЕХНОЛОГИИ ЗАПАД""";;;8.0;1
7821007802;АДМИНИСТРАЦИЯ КУРОРТНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;;;8.0;1
9111015827;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""КЕРЧЕНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД""";;;8.0;1
9703043371;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ РЕШЕНИЯ И ИЗЫСКАНИЯ""";;;8.0;1
9704140040;;;;8.0;1
9722006872;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМПАНИЯ ИНЖИНИРИНГА И СТРОИТЕЛЬСТВА ""ИСТОК""";;;8.0;1
9723198430;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДП РАСПРЕДЕЛЕНИЕ ВОСТОК""";;;8.0;1
7730703489;КМС;;;7.0;401
6312139922;АО РКЦ ПРОГРЕСС;;;7.0;55
0279000119;"ФГУП ""УС-30""";;да;7.0;33
6685066917;АО НПО АВТОМАТИКИ;да;;7.0;31
0276100884;АО БАШСПИРТ;;;7.0;27
7728262893;Газпромтранс;;;7.0;27
7725646034;Газпром добыча шельф Южно-Сахалинск;;;7.0;25
5263006629;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗАВОД ""КРАСНОЕ СОРМОВО""";;да;7.0;24
7724044189;ФГБУ ФНКЦ ФМБА РОССИИ;;да;7.0;24
4205120352;ДКС КУЗБАССА;;;7.0;22
7708709686;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ""";;;7.0;22
5190907139;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНЭНЕРГОСБЫТ""";;да;7.0;21
8905032490;"ООО ""ГАЗПРОМНЕФТЬ ЭНЕРГОСИСТЕМЫ""";;;7.0;21
7717096620;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РЕГИСТР СЕРТИФИКАЦИИ НА ФЕДЕРАЛЬНОМ ЖЕЛЕЗНОДОРОЖНОМ ТРАНСПОРТЕ""";;;7.0;20
7806008569;АО ЗАВОД ЭЛЕКТРОПУЛЬТ;;;7.0;20
8602257512;АО ГК СЕВЕРАВТОДОР;да;;7.0;20
2315007476;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОРОССИЙСКИЙ СУДОРЕМОНТНЫЙ ЗАВОД""";;;7.0;19
3023004670;"АО ""ЮЦСС""";;;7.0;19
7328032711;"АО ""АВИАСТАР - СП""";;;7.0;19
7604108240;"АО ""НПЦ ""НЕДРА""";;;7.0;19
7737520364;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕФН-ЭКОТЕХПРОМ МСЗ 3""";;;7.0;19
5260901870;"ВЯТСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА - ФИЛИАЛ ФЕДЕРАЛЬНОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""АДМИНИСТРАЦИЯ ВОЛЖСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";;;7.0;18
7536155048;ГКУ ЗАБГОСЗАКУП;;;7.0;18
1435033691;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ ЛЕНСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";;;7.0;17
2302059318;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ""АЛЬБАТРОС";;;7.0;17
5253000836;"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""НИЖЕГОРОДЭЛЕКТРОТРАНС""";;да;7.0;17
1435335477;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;да;7.0;16
3666159455;МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ;;;7.0;16
5022052202;"ГБУЗ МО ""КПЦ""";;да;7.0;16
7203001556;ПАО ТМ;;;7.0;16
7734135124;"ФГУП ""ГОСКОРПОРАЦИЯ ПО ОРВД""";;;7.0;16
5406722503;"ГКУ НСО ""УКСИС""";;;7.0;15
7701002520;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ Н.Э. БАУМАНА (НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ)";;;7.0;15
7702044530;ФГУП ЦЭНКИ;;;7.0;15
7702066157;ГБУЗ МО МОНИКИ ИМ. М.Ф.ВЛАДИМИРСКОГО;;да;7.0;15
7812024833;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ ВОЛГО-БАЛТИЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";;;7.0;15
5261000011;"ФГУП ""ФНПЦ НИИИС им. Ю.Е. Седакова""";;;7.0;14
5904103714;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНСТРУМЕНТАЛЬНЫЙ ЗАВОД - ПЕРМСКИЕ МОТОРЫ""";;;7.0;14
7839304884;"Санкт-Петербургское государственное унитарное предприятие ""Продовольственный фонд""";;;7.0;14
9102028499;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""КРЫМТЕПЛОКОММУНЭНЕРГО""";;;7.0;14
0273019949;ГБУЗ РБ ГКБ № 13 Г.УФА;;да;7.0;13
2632015830;"ГБУЗ СК ""ПЯТИГОРСКАЯ ГКБ № 2""";;да;7.0;13
3123484942;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ БЕЛГОРОДСКОЙ ОБЛАСТИ ""ЦЕНТР ЗАКУПОК""";;;7.0;13
5018139517;АО НПО ИТ;;;7.0;13
6612001971;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ОКТЯБРЬ""";;;7.0;13
7706433263;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ МИНЕРАЛЬНОГО СЫРЬЯ ИМ. Н.М. ФЕДОРОВСКОГО""";;;7.0;13
7723836671;АО КОРПОРАЦИЯ КОМЕТА;;;7.0;13
1435099188;"ГАУ РС (Я) ""РБ № 1 - НЦМ ИМ.М.Е. НИКОЛАЕВА""";;да;7.0;12
2543049860;"ГБУЗ ""ПКПЦ""";;да;7.0;12
6027090066;МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ ПСКОВСКОЙ ОБЛАСТИ;;;7.0;12
7202203221;УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОК ТЮМЕНСКОЙ ОБЛАСТИ;;да;7.0;12
7701024933;"федеральное государственное унитарное предприятие ""Всероссийский научно-исследовательский институт авиационных материалов""";;да;7.0;12
7722059711;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД""";;да;7.0;12
9102060421;"ГБУЗ РК ""СИМФЕРОПОЛЬСКАЯ ГКБ № 7""";;да;7.0;12
1659011711;"ГАУЗ ""ДРКБ МЗ РТ""";;да;7.0;11
2722130161;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ХАБАРОВСКИЙ КРАЕВОЙ ЦЕНТР РАЗВИТИЯ ХОККЕЯ С МЯЧОМ""";;;7.0;11
2724139667;"ФГБУ ""ФЦССХ"" МИНЗДРАВА РОССИИ (Г. ХАБАРОВСК)";;да;7.0;11
3810035857;"ООО ""ЭЦ ""ИРКУТ""";;;7.0;11
4704041900;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСНЕФТЬ - БАЛТИКА""";;;7.0;11
5401101598;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СИБИРСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АВИАЦИИ ИМ. С.А.ЧАПЛЫГИНА""";;;7.0;11
5401330397;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСЕРВИС ""ЧКАЛОВЕЦ""";;;7.0;11
7708197861;ЦЕНТРАЛЬНОЕ ЭКСПЕРТНО-КРИМИНАЛИСТИЧЕСКОЕ ТАМОЖЕННОЕ УПРАВЛЕНИЕ;;;7.0;11
7713059497;"ФГАУ ""НМИЦ ""МНТК ""МИКРОХИРУРГИЯ ГЛАЗА"" ИМ. АКАД. С.Н. ФЕДОРОВА"" МИНЗДРАВА РОССИИ";;да;7.0;11
1215154154;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАРИЙ ЭЛ ДОРСТРОЙ""";;;7.0;10
1645000340;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ - ПРИКАМЬЕ""";;;7.0;10
2463002263;"ФИЦ КНЦ СО РАН; КНЦ СО РАН";;да;7.0;10
2902060361;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР СУДОРЕМОНТА ""ЗВЕЗДОЧКА""";;да;7.0;10
4230006565;ФКУ ИК-41 ГУФСИН РОССИИ ПО КЕМЕРОВСКОЙ ОБЛАСТИ - КУЗБАССУ;;да;7.0;10
5047010074;"ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""ХКБ""";;да;7.0;10
7447041747;"ГАУЗ""ОКБ № 3""";;да;7.0;10
7707074137;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АВТОМАТИКИ ИМ.Н.Л.ДУХОВА""";;;7.0;10
7817033895;"СПБ ГБУЗ ""ГОРОДСКАЯ БОЛЬНИЦА № 33""";;да;7.0;10
2315014794;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОРОСЛЕСЭКСПОРТ""";;;7.0;9
2721180057;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ПРАВИТЕЛЬСТВА ХАБАРОВСКОГО КРАЯ;;;7.0;9
6317002858;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САМАРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";;да;7.0;9
6730076910;ГЛАВНОЕ УПРАВЛЕНИЕ СМОЛЕНСКОЙ ОБЛАСТИ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ;;да;7.0;9
6915002325;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗАВОД ""МАРС""";;;7.0;9
7302040242;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР - НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АТОМНЫХ РЕАКТОРОВ""";да;;7.0;9
7707422881;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕГРАЛ""";;;7.0;9
7707627712;АО ИЗДАТЕЛЬСТВО ВЫСШАЯ ШКОЛА;;да;7.0;9
7737532313;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ЮЖНОГО АДМИНИСТРАТИВНОГО ОКРУГА""";;;7.0;9
7813352058;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОЗНАК""";;;7.0;9
0274023088;ФГБОУ ВО БГМУ МИНЗДРАВА РОССИИ;;да;7.0;8
1516613034;УПРАВЛЕНИЕ РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ ПО ПРОВЕДЕНИЮ ЗАКУПОК ДЛЯ ГОСУДАРСТВЕННЫХ НУЖД;;;7.0;8
2334013965;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАНЕВСКОЙ ЗАВОД ГАЗОВОЙ АППАРАТУРЫ";;;7.0;8
3250054100;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ БРЯНСКОЙ ОБЛАСТИ ""БРЯНСККОММУНЭНЕРГО""";;;7.0;8
3443013396;"МУП ""МЕТРОЭЛЕКТРОТРАНС"" Г. ВОЛГОГРАДА";;;7.0;8
5190198362;КОМИТЕТ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ МУРМАНСКОЙ ОБЛАСТИ;;;7.0;8
6025006630;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛОВЫЕ СЕТИ"" Г. ВЕЛИКИЕ ЛУКИ";;;7.0;8
7224012710;"ГАУЗ ТО ""ОБЛАСТНАЯ БОЛЬНИЦА № 19""";;да;7.0;8
7448099531;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""712 АВИАЦИОННЫЙ РЕМОНТНЫЙ ЗАВОД""";;;7.0;8
7704009700;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОБЪЕДИНЕННЫЙ ЭКОЛОГО-ТЕХНОЛОГИЧЕСКИЙ И НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПО ОБЕЗВРЕЖИВАНИЮ РАО И ОХРАНЕ ОКРУЖАЮЩЕЙ СРЕДЫ""";;да;7.0;8
7707306652;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАУЧНЫЙ ЦЕНТР ЭКСПЕРТИЗЫ СРЕДСТВ МЕДИЦИНСКОГО ПРИМЕНЕНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";;;7.0;8
7722016820;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЦЕНТРАЛЬНЫЙ ИНСТИТУТ АВИАЦИОННОГО МОТОРОСТРОЕНИЯ ИМЕНИ П.И. БАРАНОВА""";;;7.0;8
1326250209;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ МОРДОВИЯ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";;;7.0;7
1435148357;"АКЦИОНЕРНОЕ ОБЩЕСТВО ФИНАНСОВАЯ АГРОПРОМЫШЛЕННАЯ КОРПОРАЦИЯ ""ЯКУТИЯ""";;;7.0;7
1655191213;"Государственное автономное учреждение ""Технопарк в сфере высоких технологий ""ИТ-парк""";;;7.0;7
1655268586;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОПРОМЫШЛЕННЫЙ ПАРК ""КАЗАНЬ""";;;7.0;7
2016014690;КОМИТЕТ ПРАВИТЕЛЬСТВА ЧЕЧЕНСКОЙ РЕСПУБЛИКИ ПО ГОСУДАРСТВЕННОМУ ЗАКАЗУ;;;7.0;7
2504001670;"КГБУЗ ""ВКБ № 1""";;да;7.0;7
3250063658;УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОК БРЯНСКОЙ ОБЛАСТИ;;;7.0;7
3444200423;;;;7.0;7
4223117458;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕПЛОЭНЕРГОРЕМОНТ""";;;7.0;7
5074070474;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЛУЧ""";;;7.0;7
5408106348;"ФГБУ ""НМИЦ ИМ. АК. Е.Н. МЕШАЛКИНА"" МИНЗДРАВА РОССИИ";;да;7.0;7
6453142068;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ИНЖЕКТ""";;;7.0;7
6726504312;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВАНГАРД""";;;7.0;7
6731002766;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СМОЛЕНСКОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АНАЛИТПРИБОР""";;;7.0;7
7132500620;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭТАЛОН""";;;7.0;7
7802376603;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗАВОД ""ДВИГАТЕЛЬ""";;;7.0;7
7817036631;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СТАНЦИЯ СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ""";;;7.0;7
0269007362;ГБУЗ РБ ТУЙМАЗИНСКАЯ ЦРБ;;да;7.0;6
0522016027;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАСПИЙСКИЙ ЗАВОД ЛИСТОВОГО СТЕКЛА""";;;7.0;6
0702009100;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕМИУМ""";;;7.0;6
3257031221;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""СПОРТИВНЫЙ КЛУБ ""БРЯНСК""";;;7.0;6
3329013633;МИНИСТЕРСТВО ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ ВЛАДИМИРСКОЙ ОБЛАСТИ;;;7.0;6
4208001748;"ГБУЗ""КККД""";;да;7.0;6
4632005642;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""КУРСКАЯ БИОФАБРИКА - ФИРМА ""БИОК""";;;7.0;6
5190170818;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МУРМАНСКИЙ БАЛКЕРНЫЙ ТЕРМИНАЛ""";;;7.0;6
5221006578;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ФИЗКУЛЬТУРНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС В Г.ЛУКОЯНОВ НИЖЕГОРОДСКОЙ ОБЛАСТИ""";;;7.0;6
5260230051;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ЭНЕРГОСЕТИ""";;;7.0;6
5262084127;"ГБУЗ НО ""ГОРОДСКАЯ БОЛЬНИЦА № 35"" Г.Н.НОВГОРОДА";;да;7.0;6
5408240199;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ГЕОЛОГИИ И МИНЕРАЛОГИИ ИМ. В.С. СОБОЛЕВА СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;7.0;6
6454072656;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПК""";;;7.0;6
7453018129;"АО ""Первый хлебокомбинат""";;;7.0;6
