inn;predpriyatie;vid;znachenie;chelovek;dolzhnost;rol;istochnik;ssylka;citata
1501000010;"ОАО ""Победит""";почта;b2b@instrumentgroup.ru;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;г» 603028, г. Нижний Новгород, ул. Вязниковская, д.38, офис 7 Тел/факс: (831) 423-53-04 доб. 394 E-mail: b2b@instrumentgroup.ru Остались вопросы? Вы можете написать нам. Ваше имя: Ваш номер телефона: Ваш E-mail: Ваше сообщение:
1501000010;"ОАО ""Победит""";телефон;+78672769060;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"Документация Контакты Контактная информация: Приемная генерального директора Тел. 8 (8672) 76-91-09; Факс 8 (8672) 76-90-60; E-mail: pobedit@osetia.ru Дирекция Генеральный директор - Чельдиев Руслан Борисович Тел. 8 (8672) 53-41"
1501000010;"ОАО ""Победит""";телефон;+78672534151;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"8672) 76-90-60; E-mail: pobedit@osetia.ru Дирекция Генеральный директор - Чельдиев Руслан Борисович Тел. 8 (8672) 53-41-51; E-mail: pobedit@osetia.ru Главный бухгалтер - Чеджемова Лариса Магомедовна Тел. 8 (8672)76-41-59; E-mail"
1501000010;"ОАО ""Победит""";телефон;+78672764159;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"ч Тел. 8 (8672) 53-41-51; E-mail: pobedit@osetia.ru Главный бухгалтер - Чеджемова Лариса Магомедовна Тел. 8 (8672)76-41-59; E-mail: pobedit@osetia.ru Технический директор - Морозов Игорь Валерьевич Тел. 8 (8672) 54-03-52; E-mail"
1501000010;"ОАО ""Победит""";телефон;+78672540352;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"вна Тел. 8 (8672)76-41-59; E-mail: pobedit@osetia.ru Технический директор - Морозов Игорь Валерьевич Тел. 8 (8672) 54-03-52; E-mail: morigor@rambler.ru Директор по общим вопросам - Карапетов Эдуард Сергеевич Тел. 8 (8672) 76-72-90"
1501000010;"ОАО ""Победит""";телефон;+78672767290;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"8 (8672) 54-03-52; E-mail: morigor@rambler.ru Директор по общим вопросам - Карапетов Эдуард Сергеевич Тел. 8 (8672) 76-72-90; E-mail: pobedit@osetia.ru Главный механик завода - Калаев Олег Кириллович Тел. 8 (8672) 76-93-27; E-mail"
1501000010;"ОАО ""Победит""";телефон;+78672769327;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"ич Тел. 8 (8672) 76-72-90; E-mail: pobedit@osetia.ru Главный механик завода - Калаев Олег Кириллович Тел. 8 (8672) 76-93-27; E-mail: pobedit-ogm@mail.ru Главный металлург - Плиев Алан Юрьевич Тел. 8 (8672)- 76-83-90; E-mail: pobe"
1501000010;"ОАО ""Победит""";телефон;+78672768390;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"ириллович Тел. 8 (8672) 76-93-27; E-mail: pobedit-ogm@mail.ru Главный металлург - Плиев Алан Юрьевич Тел. 8 (8672)- 76-83-90; E-mail: pobedit@osetia.ru Главный энергетик - Прокопович Олег Борисович Тел. 8 (8672) 54-03-85; E-mail:"
1501000010;"ОАО ""Победит""";телефон;+78672540385;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"вич Тел. 8 (8672)- 76-83-90; E-mail: pobedit@osetia.ru Главный энергетик - Прокопович Олег Борисович Тел. 8 (8672) 54-03-85; E-mail: pobeditenerg@mail.ru Руководители служб Начальник финансового отдела - Джикаева Фатима Хетаговна"
1501000010;"ОАО ""Победит""";телефон;+78672649588;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"il: pobeditenerg@mail.ru Руководители служб Начальник финансового отдела - Джикаева Фатима Хетаговна Тел. 8 (8672) 64-95-88; E-mail: fatima-d@km.ru Начальник отдела экономики и труда Тел. 8 (8672) 76-82-40; Отдел материально-тех"
1501000010;"ОАО ""Победит""";телефон;+78672768240;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"Фатима Хетаговна Тел. 8 (8672) 64-95-88; E-mail: fatima-d@km.ru Начальник отдела экономики и труда Тел. 8 (8672) 76-82-40; Отдел материально-технического снабжения Начальник отдела материально-технического снабжения – Мальдзиго"
1501000010;"ОАО ""Победит""";телефон;+78672540323;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"еского снабжения Начальник отдела материально-технического снабжения – Мальдзигова Марина Гайозовна Тел.: 8 (8672) 54-03-23; E-mail: mmaldzigova@mail.ru Группа сырья, отходов производства, приборов КИП и А, химических реактивов:"
1501000010;"ОАО ""Победит""";телефон;+78672547024;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"спецодежды и защитных средств, бумажной продукции, канцелярских товаров: Бегизова Татьяна Эдуардовна Тел.: 8 (8672) 54-70-24; E-mail: tanyabegizova@mail.ru Группа металлопроката, подшипников, трубопроводной запорной арматуры, технол"
1501000010;"ОАО ""Победит""";телефон;+78672598512;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"mail: ma.dina.95@list.ru Коммерческий отдел Начальник коммерческого отдела – Атаев Игорь Бесланович Тел.: 8 (8672) 59-85-12; Факс: (8672) 54-03-69 E-mail: pobedit-ko@mail.ru Группа твердых сплавов: Попова Светлана Анатольевна Т"
1501000010;"ОАО ""Победит""";телефон;+78672540369;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"оммерческий отдел Начальник коммерческого отдела – Атаев Игорь Бесланович Тел.: 8 (8672) 59-85-12; Факс: (8672) 54-03-69 E-mail: pobedit-ko@mail.ru Группа твердых сплавов: Попова Светлана Анатольевна Тел. 8 (8672) 54-70-26;"
1501000010;"ОАО ""Победит""";телефон;+78672547026;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"акс: (8672) 54-03-69 E-mail: pobedit-ko@mail.ru Группа твердых сплавов: Попова Светлана Анатольевна Тел. 8 (8672) 54-70-26; Плиева Людмила Романовна Тел. 8 (8672) 54-70-26; Збукарева Светлана Юрьевна Тел. 8 (8672) 54-03-68; Бах"
1501000010;"ОАО ""Победит""";телефон;+78672540368;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"Тел. 8 (8672) 54-70-26; Плиева Людмила Романовна Тел. 8 (8672) 54-70-26; Збукарева Светлана Юрьевна Тел. 8 (8672) 54-03-68; Бахитова Галина Васильевна Тел. 8 (8672) 54-03-68; Группа тяжелых сплавов: Бароева Бела Хасановна Тел."
1501000010;"ОАО ""Победит""";телефон;+78672540353;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"Бахитова Галина Васильевна Тел. 8 (8672) 54-03-68; Группа тяжелых сплавов: Бароева Бела Хасановна Тел. 8 (8672) 54-03-53; Группа тугоплавких металлов: Мамниашвили Роксана Вадимовна Тел. 8 (8672) 54-03-53; Группа проката: Гу"
1501000010;"ОАО ""Победит""";телефон;+78552534550;;;общий;сайт предприятия;https://ao-pobedit.ru/contact;"linvest@rambler.ru 5. ООО «ТПФ Декарт» 423832, г. Набережные Челны, пр. Сююмбике, 21/33, 189; Тел/факс: (8552) 53-45-50; E-mail: dekart-05@mail.ru Сайт: www.dekartrt.ru 6. ООО «Торговая компания «Инструментальные заводы» 2"
1624008838;"АО ""Казанский МЭЗ""";телефон;+78002015900;;;общий;сайт предприятия;http://kazanmez.ru/;"АО КМЭЗ — АО ""Казанский жировой комбинат"" — О компании 8 800 201 59 00 Звонок по России бесплатный Обратный звонок RU О компании Продукция Сырье Транспортные услуги"
