marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
ГП-3,5/4-14У;ГП3.5/414У;ГП-3,5/4-14У;К-Ц,Ц/Ц-ЦК;нет;1;1;компрессор;регулярка;техническое устройство: Компрессор 302 ГП-3,5/4-14У, зав.№ 04003, инв.№ 14880АЛВНГ, тех. №В-107/2, ЦДНГ №1 «Арчединский». ОПО – Площадка промысловой компрессорной станции (КС «Кудиновская»), А53-05647;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-13890-2023
ЦДНГ-2 ДН;ЦДНГ2ДН;ЦДНГ-2 ДН;К-Ц К;да;1;1;компрессор;регулярка;техническое устройство: Винтовой компрессор «RENNER» зав.№141040, инв.№220005631 место установки: ЦДНГ-2 ДНС-895 Мензелинское м/р, рег.№ ОПО А53-05647-0248 ТПП «ТатРИТЭКнефть» ООО «РИТЭК»;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-49512-2022
А53-05647-0248 ТП;А53056470248ТП;А53-05647-0248 ТП;КЦ-Ц-Ц К;да;1;1;компрессорная станция;регулярка;техническое устройство: вентиляционная система тех.№ В1 место установки: ЦДНГ-2 Площадка промысловой компрессорной станции Мензелинского м/р, рег.№ ОПО А53-05647-0248 ТПП «ТатРИТЭКнефть» ООО «РИТЭК»;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-34190-2022
G-31;G31;G-31;Л-Ц;да;1;1;ресивер;регулярка;сосуд «Ресивер G-31» зав.№306521, рег.№96, место установки: ЦДНГ-2 Площадка промысловой компрессорной станции Мензелинского м/р, рег.№ ОПО А53-05647-0248. ТПП «ТатРИТЭКнефть» ООО «РИТЭК»;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-07893-2022
G-32;G32;G-32;Л-Ц;да;1;1;ресивер;регулярка;сосуд «Ресивер G-32» зав.№305711, рег.№97, место установки: ЦДНГ-2 Площадка промысловой компрессорной станции Мензелинского м/р, рег.№ ОПО А53-05647-0248. ТПП «ТатРИТЭКнефть» ООО «РИТЭК»;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-07895-2022
G-33;G33;G-33;Л-Ц;да;1;1;ресивер;регулярка;сосуд «Ресивер G-33» зав.№314402, рег.№98, место установки: ЦДНГ-2 Площадка промысловой компрессорной станции Мензелинского м/р, рег.№ ОПО А53-05647-0248. ТПП «ТатРИТЭКнефть» ООО «РИТЭК»;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-07953-2022
АНК1-65Х21ХЛ;АНК165Х21ХЛ;АНК1-65Х21ХЛ;КЦ-ЦКЦК;нет;1;1;узел: воздуходувка;регулярка;арматуру нагнетательную АНК1-65Х21ХЛ зав. № 2768, место установки: куст-7, скважина № 433, ЦДНГ, Сергинское м.р., ООО «РИТЭК», ТПП «РИТЭКБелоярскнефть»;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-18991-2021
ПК-1 БВ1;ПК1БВ1;ПК-1 БВ1;К-Ц КЦ;да;1;1;компрессор;регулярка;сосуд поз. Всасывающая буферная емкость компрессора ПК-1 БВ1-1/3 (зав. №11, рег. №б/н) установки 24-9 предназначен для технологических процессов;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-28973-2020
АФК-3;АФК3;АФК-3;К-Ц;да;1;1;узел: воздуходувка;регулярка;"Арматура нагнетательная, АФК-3 65х350, зав. №6301; ЦДНГ №3 ""Котовский""; Коробковское м/е; скв. № 632";https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-22393-2020
OS-0.128;OS0.128;OS-0.128;Л-Ц.Ц;да;1;1;ресивер;регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № 638816 -04 на техническое устройство, применяемое на опасном производственном объекте. Техническое устройство: Ресивер аммиачный горизонтальный маслос;https://monitor-pb.ru/conclusion/78-%D0%A2%D0%A3-915020-2026
МК6В-WR;МК6ВWR;МК6В-WR;КЦК-Л;нет;1;1;компрессор;регулярка;ЗАКЛЮЧЕНИЕ №067.01-ТУ10-24 экспертизы промышленной безопасности на техническое устройство – винтовой компрессор МК6В-WRVi 255-130/588, зав. №588, входящий в состав ОПО «Аммиач-но-холодильная установка;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-15673-2024
РЛД8.0;РЛД8.0;РЛД-8,0 | РЛД8.0;КЦ.Ц;нет;1;1;ресивер;регулярка;техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Ресивер линейно-дренажный РЛД8.0 (зав. №37379, рег.№2002) Местонахождение объекта: 352700, РФ, Краснодарский ;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-08979-2024
РЦЗ-16,0;РЦЗ16.0;РЦЗ-16,0;К-Ц,Ц;да;1;1;ресивер;регулярка;техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Ресивер циркуляционно защитный РЦЗ-16,0 (зав. №52730, рег.№1798) Местонахождение объекта: 352700, РФ, Краснод;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-08980-2024
РЦЗ-20,0;РЦЗ20.0;РЦЗ-20,0;К-Ц,Ц;да;1;1;ресивер;регулярка;техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Ресивер циркуляционно защитный РЦЗ-20,0 (зав. №52731, рег.№1799) Местонахождение объекта: 352700, РФ, Краснод;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-08986-2024
У 3;У3;У 3;К Ц;да;1;1;ресивер;регулярка;№ ТУ-94-2024 ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте: Объект экспертизы: Ресивер 0,75 РД-У 3, (зав.№53618, рег.№2436«;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-06984-2024
Т27;Т27;Т27;КЦ;да;1;1;ресивер;регулярка;№ ТУ-95-2024 ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство, применяемое на опасном производственном объекте: Объект экспертизы: Ресивер масляный Т27, (зав.№3699, рег.№2434«;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-06992-2024
R300;R300;R300;ЛЦ;да;1;1;ресивер;регулярка;ЗАКЛЮЧЕНИЕ №179.07-ТУ10-23 экспертизы промышленной безопасности на техническое устройство – линейно-приоритетный ресивер R300 зав.№563, рег.№08163,, входящий в состав ОПО «Аммиачно-холодильная установ;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-02815-2024
AS-3.96;AS3.96;AS-3.96;Л-Ц.Ц;да;1;1;ресивер;регулярка;"Аммиачный ресивер горизонтальный AS-3.96, зав. № 626, рег. № 77005, АО ""Вимм-Билль-Данн"", аммиачно-холодильная установка";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-61533-2022
ASS-0,055;ASS0.055;ASS-0,055;Л-Ц,Ц;да;1;1;ресивер;регулярка;"Аммиачный ресивер горизонтальный ASS-0,055, зав. № 628, рег. № 77003, АО ""Вимм-Билль-Данн"", аммиачно-холодильная установка";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-61534-2022
AS-2.56;AS2.56;AS-2.56;Л-Ц.Ц;да;1;1;ресивер;регулярка;"Аммиачный ресивер горизонтальный AS-2.56, зав. № 627, рег. № 77004, АО ""Вимм-Билль-Данн"", аммиачно-холодильная установка";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-61535-2022
КРОНЕС 1;КРОНЕС1;КРОНЕС 1;К Ц;да;1;1;компрессор;регулярка;«Площадка воздушных компрессоров высокого давления бутылочных ПЭТ линий КРОНЕС 1, 2 цеха №1 обособленного подразделения «Лианозово» Рег. № А01-00626-0065 (III класс опасности);https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-19685-2021
АР 143-0;АР1430;АР 143-0;К Ц-Ц;да;1;1;ресивер;регулярка;ресивер для сжатого воздуха демпфер пульсации АР 143-0, зав. №324704/3, применяемый на опасном производственном объекте «Площадка воздушной компрессорной установки «Балтийское молоко» филиала АО «Вимм;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-15911-2020
MK6B-WRV;MK6BWRV;MK6B-WRV;ЛЦЛ-Л;да;1;1;компрессор;регулярка;компрессор винтовой, модель MK6B-WRV 204-165.50, зав. № 2339 с электродвигателем, компрессорный цех «Балтийское молоко» филиал АО «Вимм-Билль-Данн», Санкт-Петербург;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-16185-2018
МR6B-WR;МR6BWR;МR6B-WR;КЛЦЛ-Л;нет;1;1;компрессор;регулярка;компрессор винтовой, модель МR6B-WRVi-255.130.26, зав. № 588 с 3-х фазным асинхронным электродвигателем, компрессорный цех «Балтийское молоко» филиал АО «Вимм-Билль-Данн», Санкт-Петербург;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-16195-2018
ОММ 200;ОММ200;ОММ 200;К Ц;да;1;1;узел: воздуходувка;регулярка;заключение экспертизы промышленной безопасности: Заключение № Э-23-ВЛ093/2018 экспертизы промышленной безопасности на трубопровод нагнетательный от маслоотделителей ОММ 200 № 20-21 до теплообменников,;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-05638-2018
VMY 246 NR;VMY246NR;VMY 246 NR;Л Ц Л;да;1;1;компрессор;регулярка;Компрессор винтовой холодильный (тип VMY 246 NR) заводской № 816195, позиция «А»;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-01105-2015
VXC-5350;VXC5350;VXC-5350;Л-Ц;да;1;1;узел: ресивер;регулярка;"трубопровод уравнительный между линейными ресиверами РД5 и испарительными конденсаторами VXC-5350, эксплуатируемый на опасном производственном объекте ""Аммиачная холодильная установка"" (рег. № А01-006";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-01692-2014
АУУ-200/3;АУУ200/3;АУУ-200/3;К-Ц/Ц;да;1;1;компрессор;регулярка;"Заключение экспертизы промышленной безопасности № 103-13/ВБД-002 (и2) на компрессор холодильный аммиачный АУУ-200/3 зав. № 3355, принадлежащий ""Манрос-М"" - филиалу ОАО ""Вимм-Билль-Данн""";https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-00025-2014
