inn;predpriyatie;marka;seriya;chto_eto;proizvoditelnost_m3min;davlenie;moshchnost;chem_menyaem;sostoyaniya;daty;ssylka;srok_sluzhby;vyvod_ekspertizy;telefon_predpriyatiya;lyudej_tehnicheskih
6626002291;"ПАО ""СТЗ""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;покупает;03.02.2016;https://www.tender.pro/api/tender/228381/view_public;срок ИСТЁК;соответствует;;2
6626002291;"ПАО ""СТЗ""";К-250-61-1;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;покупает;03.02.2016;https://www.tender.pro/api/tender/228381/view_public;срок ИСТЁК;соответствует;;2
6670061296;Русская медная компания;ЦК-135/8;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;покупает;12.09.2017 | 27.02.2019;https://www.tender.pro/api/tender/287151/view_public;;;;2
6670061296;Русская медная компания;ТВ-80-1.4-01УЗ;ТВ;турбовоздуходувка;80.0;1.4;;центробежный компрессор среднего ряда;покупает;16.09.2022;https://www.tender.pro/api/tender/674226/view_public;;;;2
6670061296;Русская медная компания;ТВ-80-1,4-01УЗ;ТВ;турбовоздуходувка;80.0;1.4;;центробежный компрессор среднего ряда;покупает;20.09.2017 | 22.03.2017;https://www.tender.pro/api/tender/269387/view_public;;;;2
7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";ТВ-80-1-1,4М1-01;ТВ;турбовоздуходувка;80.0;1;;центробежный компрессор среднего ряда;есть;10.03.2022;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-07920-2022;any | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;2
0266008329;"ОАО ""Газпром нефтехим Салават""";К-1500-62-2;К;центробежный компрессор;1500.0;62;;турбокомпрессор большой производительности;есть;18.09.2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34828-2015;any | истёк | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;1
0266008329;"ОАО ""Газпром нефтехим Салават""";К-345-92-1;К;центробежный компрессор;345.0;92;;центробежный компрессор крупного ряда;есть;18.09.2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34850-2015;any | истёк | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;1
0266008329;"ОАО ""Газпром нефтехим Салават""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;18.10.2016;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-32729-2016;any | истёк | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;1
0266008329;"ОАО ""Газпром нефтехим Салават""";К-905-61-1;К;центробежный компрессор;905.0;61;;турбокомпрессор большой производительности;есть;17.09.2015 | 18.09.2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-34371-2015;any | истёк | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;1
0266008329;"ОАО ""Газпром нефтехим Салават""";К1290-121-1;К;центробежный компрессор;1290.0;121;;турбокомпрессор большой производительности;есть;16.03.2016;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-09087-2016;any | истёк | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;1
0266008329;"ОАО ""Газпром нефтехим Салават""";ТВ-80-1,8М-01;ТВ;турбовоздуходувка;80.0;1.8;;центробежный компрессор среднего ряда;есть;04.12.2015;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-53798-2015;any | истёк | не собирался | не указан | срок ИСТЁК;не в полной мере | соответствует;;1
0277077282;"ООО ""БГК"" (ИНН 0277077282)";К-300-240;К;центробежный компрессор;300.0;240;;центробежный компрессор крупного ряда;планировал;04.2025 | 07.2023;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=126d6547-bf4c-43cf-856e-442f58233da3_9817ee15-61ec-4f57-b845-44eef5a2a600&infoGuid=126d6547-bf4c-43cf-856e-442f58233da3;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
0277077282;"ООО ""БГК"" (ИНН 0277077282)";ТВ-60-2;ТВ;турбовоздуходувка;60.0;2;;центробежный компрессор среднего ряда;планировал;09.2025;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=126d6547-bf4c-43cf-856e-442f58233da3_1c407ce7-faaf-4f17-aa3f-b44d3e2f3643&infoGuid=126d6547-bf4c-43cf-856e-442f58233da3;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
0277077282;"ООО ""БГК"" (ИНН 0277077282)";К-330-23,5;К;центробежный компрессор;330.0;23;;центробежный компрессор крупного ряда;планировал;10.2025;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e7e9c248-4802-4cc5-8b3b-b15b182d99cc_17b8de58-066c-48df-8d8e-b867715cca5d&infoGuid=e7e9c248-4802-4cc5-8b3b-b15b182d99cc;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";К-1500-62-2;К;центробежный компрессор;1500.0;62;;турбокомпрессор большой производительности;есть;25.12.2014;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-07223-2014;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;02.11.2020 | 03.07.2024 | 03.11.2020 | 07.07.2022 | 09.06.20;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-15554-2022;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";К-500-61-5М;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;16.02.2026;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-696895-2026;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";К-500-61-5;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;03.07.2024 | 15.01.2016 | 15.10.2014 | 16.11.2020 | 28.09.20;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-15745-2024;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";К-55-61-5;К;центробежный компрессор;55.0;61;;воздуходувка низкого давления;есть;23.05.2017;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-02923-2017;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";К-525-61-1;К;центробежный компрессор;525.0;61;;центробежный компрессор крупного ряда;есть;02.07.2018 | 03.07.2024 | 20.12.2022 | 26.11.2020;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18663-2024;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";К-525-61-5;К;центробежный компрессор;525.0;61;;центробежный компрессор крупного ряда;есть;04.12.2017 | 16.11.2020;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-08572-2017;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
3849096450;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИНЖИНИРИНГ СИСТЕМС""";К 500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;покупает;23.03.2026;https://zakupki.mos.ru/need/5979418;;;;1
3849096450;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИНЖИНИРИНГ СИСТЕМС""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;покупает;23.03.2026;https://zakupki.mos.ru/need/5979416;;;;1
3849096450;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВИС ИНЖИНИРИНГ СИСТЕМС""";ТВ-80-1,8;ТВ;турбовоздуходувка;80.0;1.8;;центробежный компрессор среднего ряда;покупает;04.07.2025 | 12.09.2025 | 14.10.2025 18:00 | 16.07.2025 07:0;https://www.roseltorg.ru/procedure/B0407250423417/1;;;;1
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";ТВ 100-1,12;ТВ;турбовоздуходувка;100.0;1.12;;центробежный компрессор среднего ряда;есть;09.09.2021 | 15.12.2025 | 16.12.2025;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-547867-2025;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";ТВ150-1.12-01.УЗ;ТВ;турбовоздуходувка;150.0;1.12;;центробежный компрессор среднего ряда;есть;15.12.2025;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-548588-2025;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;1
