inn;predpriyatie;sayt;itog;chem_podtverzhden;ssylka;citata;nazvanie_sovpalo;stranic_smotreli;kak;sam_sebya
6673092045;"АО ""ОКБ ""НОВАТОР""";https://xn--c1atgl.xn--p1ai;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;
5024160154;"ООО ""ЗТИ-М""";https://www.zti.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;
7447010227;"АО ""ЧЭМК""";https://www.chemk.ru;подтверждён;ИНН на странице сайта;https://www.chemk.ru/contacts/;0702810972190002208 в Челябинском ОСБ №8597 г.Челябинск Кор.счёт 30101810700000000602 ИНН 7447010227, БИК 047501602 Коды: ОКПО - 00186507 --> --> -->;1 из 1;9;обычно;
6612001971;"ФГУП ""ПО ""ОКТЯБРЬ""";http://www.neywa.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;без проверки сертификата;
1646027023;"АО ""ТРАКЬЯ ГЛАСС РУС""";https://www.sisecam.com;не подтверждён;ни ИНН, ни названия;;;0 из 2;13;обычно;
7705598512;"ООО ""СИРИАЛ ПАРТНЕРС РУС""";https://www.ceair.com;не подтверждён;ни ИНН, ни названия;;;0 из 2;6;обычно;
7435006346;"АО ""АГК""";https://xn--80agvc9a.xn--p1ai;не подтверждён;ни ИНН, ни названия;;;0 из 0;6;обычно;
5911029807;"ПАО ""УРАЛКАЛИЙ""";https://www.uralkali.com;не подтверждён;ни ИНН, ни названия;;;0 из 1;13;обычно;
6438007280;"ООО ""РУСАГРО-АТКАРСК""";https://ooogsm.pro;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;без проверки сертификата;
4715026815;"ООО ""РСХ""";https://www.rshb.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;9;без проверки сертификата;
6803629911;"ООО ""ТАМБОВСКИЙ БЕКОН""";https://ooogsm.pro;не подтверждён;ни ИНН, ни названия;;;0 из 2;7;без проверки сертификата;
8901030855;"АО ""САЛЕХАРДЭНЕРГО""";https://www.slenergo.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;9;обычно;
5401232181;"ООО ""СИБЭЛЕКТРОПРИВОД""";null;сайт не открылся;главная не открылась;;;0 из 1;0;сайт не открылся;
7413000630;"АО ""КМЭЗ""";null;сайт не открылся;главная не открылась;;;0 из 1;0;сайт не открылся;
6820018800;"ООО ""АГРОСОЮЗ""";https://agrosoyuznsk.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;
5406109142;"АО ""ГЛАВНОВОСИБИРСКСТРОЙ""";https://www.ao-gns.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;
0270011660;"ООО ""ЗАВОД НИКОЛЬ-ПАК""";https://nicol-pack.ru;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;
7707375416;"ООО ""КИРОВПЕЙПЕР""";https://kirovpaper.com;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;
7819301797;"ООО ""БСХ БЫТОВЫЕ ПРИБОРЫ""";null;сайт не открылся;главная не открылась;;;0 из 2;0;сайт не открылся;
9705101614;"ПАО ""ЛК ""ЕВРОПЛАН""";https://sso.europlan.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;6;обычно;
5403232532;"ОАО ""НОВОСИБХОЛОД""";https://novosibholod.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;12;обычно;
7321313819;"ООО ""ВОЛЖСКАЯ ИНВЕСТИЦИОННАЯ КОМПАНИЯ""";null;сайт не открылся;главная не открылась;;;0 из 3;0;сайт не открылся;
6674153011;"ООО ""УМЗ"", ООО ""УРАЛЬСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД""";http://www.uralmz.ru;название совпало;только название, ИНН не найден;;;3 из 3;13;обычно;
5507066537;"ООО ""ЯСТРО-ПЕРЕРАБОТКА""";https://xn--n1adce7d.xn--p1ai;не подтверждён;ни ИНН, ни названия;;;0 из 1;11;обычно;
7204001630;"АО ""ТЮМЕНСКИЙ АККУМУЛЯТОРНЫЙ ЗАВОД""";https://tyumen-battery.ru;подтверждён;ИНН на странице сайта;https://tyumen-battery.ru/company/requisites/;муляторный завод» Сокращенное наименование: АО «Тюменский аккумуляторный завод» ИНН/ КПП: 7204001630/ 720301001 ОРГН: 1027200797392 Юридический адрес:;3 из 3;13;обычно;
6229047842;"ООО ""ЭЛЛАДА""";https://xn-----6kccajysqclvh3a6c5h.xn--p1ai;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;
5911040448;"АО ""БМЗ""";https://ukbmz.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;13;обычно;
6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";https://kuazot.ru;подтверждён;ИНН на странице сайта;https://kuazot.ru/contacts/;контакты необходимого подразделения или конкретного специалиста. Банковские реквизиты ИНН 6320005915 КПП 997550001 Р/с № 4070 2810 2542 8010 0458 Пово;1 из 1;2;обычно;
7447295501;"ООО ""ВИНТКОМПЛЕКТ""";https://vintkomplekt.ru;сайт не открылся;главная не открылась;;;0 из 1;0;без проверки сертификата;
4205064482;"ООО ПО ""ТОКЕМ""";https://www.tokem.ru;название совпало;только название, ИНН не найден;;;1 из 1;11;обычно;
4906000960;"АО ""ПОЛЮС МАГАДАН""";https://polyus.com;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;
6623129116;"ООО ""СКАНДИПАКК АЛАБУГА""";https://scandipakk.com;не подтверждён;ни ИНН, ни названия;;;1 из 2;6;обычно;
5433188538;"ООО ""БЕРГАУФ МАРУСИНО""";https://bergauf.ru;не подтверждён;ни ИНН, ни названия;;;1 из 2;6;обычно;
5606000223;"АО ""МЭЗ ""УРАЛЭЛЕКТРО""";https://uralelectro.ru;подтверждён;ИНН на странице сайта;https://uralelectro.ru/contact2/kartaorg/;ный реестр юридических лиц Номер и дата выдачи 1025600752649 от 2 сентября 2002г Коды ИНН 5606000223 КПП 560601001 ОКПО 05758017 ОГРН 1025600752649 ОК;1 из 1;11;обычно;
6315526630;"АО ""ЖИГУЛЕВСКОЕ ПИВО""";https://samarabeer.ru;не подтверждён;ни ИНН, ни названия;;;0 из 2;6;обычно;
5044144552;"ООО ""С99""";https://99colorspace.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;7;обычно;
7536129954;"ООО ""РИГ СЕРВИС""";https://rigservice.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;
4501010984;"АО ""КЗЭМИ""";https://emi-kurgan.ru;подтверждён;ИНН на странице сайта;https://emi-kurgan.ru/contacts/;й» Юридический адрес: 640007, Курганская обл., г. Курган, пр-кт Машиностроителей, 28 ИНН: 4501010984 КПП: 450101001 скачать файлом обратная связь гото;1 из 1;3;обычно;
4501044849;"ООО "" ПУЛЬСАТОР """;https://pulsator-45.ru;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;
4318004484;"ООО  ""МУРАШИНСКИЙ ФАНЕРНЫЙ ЗАВОД""";https://mfzavod.com;подтверждён;ИНН на странице сайта;https://mfzavod.com/;"защищены. Общество с ограниченной ответственностью ""Мурашинский фанерный завод"", ИНН/КПП: 4318004484/431801001 Согласие на обработку персональных данн";3 из 3;1;обычно;
5246020905;"ООО ""ПОСУДА""";https://www.posuda.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;
6623105958;"ООО ""НСМЗ""";https://nsmz.pro;название совпало;только название, ИНН не найден;;;1 из 1;8;обычно;
2464010490;"ПАО ""КРАСФАРМА""";https://kraspharma.ru;подтверждён;ИНН на странице сайта;https://kraspharma.ru/;5) 787-95-99 +7 (8652) 22-13-41 +7 (495) 787-95-99 доб. 5521 © 2025 • ПАО “КРАСФАРМА” ИНН 2464010490 Форма авторизации Забыли пароль? Войти --> Форма;1 из 1;1;обычно;
6674239607;"ООО ""СВЭЛ-СИЛОВЫЕ ТРАНСФОРМАТОРЫ""";https://svel.ru;не подтверждён;ни ИНН, ни названия;;;1 из 2;7;обычно;
6663005798;"ПАО ""УРАЛМАШЗАВОД""";https://uralmash-kartex.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;7;обычно;
3802008546;"АО ""ПОЛЮС ВЕРНИНСКОЕ""";https://polyus.com;название совпало;только название, ИНН не найден;;;2 из 2;13;обычно;
5040059680;"АО ""МАПЕИ""";https://aomapei.ru;название совпало;только название, ИНН не найден;;;1 из 1;7;обычно;
5404271661;"ООО ""ПРОМТЕХСЕРВИС""";https://prom-ts.com;название совпало;только название, ИНН не найден;;;1 из 1;11;обычно;
2223624670;"ООО ""БЛАГО-БАРНАУЛ""";https://gcblago.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;
5643007837;"ООО ""УК ""КОММУНАР""";https://gkskommunar.ru;не подтверждён;ни ИНН, ни названия;;;0 из 1;8;обычно;
1648022038;"ООО ""ПТИЦЕВОДЧЕСКИЙ КОМПЛЕКС ""АК БАРС""";https://pestrechinka.com;не подтверждён;ни ИНН, ни названия;;;1 из 3;7;обычно;
7805368914;"ООО ""ТД ПОЛИМЕТАЛЛ""";https://www.polymetal.ru;название совпало;только название, ИНН не найден;;;1 из 1;6;обычно;
7802732442;"ООО ""НТЦ ТПТ""";https://old.tf-tc.ru;подтверждён;ИНН на странице сайта;https://old.tf-tc.ru/contacts/;ии Контакты Поиск по сайту Главная Контакты Контакты ООО «НТЦ ТПТ» ОГРН 1107847394489 ИНН 7802732442 КПП 780201001 ОКПО 69206152 Адрес: 194064, Санкт-;0 из 0;2;обычно;
1327000226;"ООО ""ВКМ - СТАЛЬ""";https://rmrail.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;
7459004027;"ООО ""ОРАНЖСТИЛ""";https://osteel.ru;название совпало;только название, ИНН не найден;;;1 из 1;13;обычно;
1677002780;"ООО ""ПИВОВАРЕННЫЙ ЗАВОД ""БЕЛЫЙ КРЕМЛЬ""";https://vk.ru;не подтверждён;ни ИНН, ни названия;;;0 из 4;6;обычно;
1623012101;"СПССК ""ЕЛМАЙ""";https://elmai.ru;не подтверждён;ни ИНН, ни названия;;;1 из 2;11;обычно;
6674116330;"АО ""ППЭА ""СИВАР""";https://www.sivar.ru;не подтверждён;ни ИНН, ни названия;;;1 из 2;7;обычно;
0277077282;"ООО ""БГК""";https://bgkrb.ru;не подтверждён;ни ИНН, ни названия;;;0 из 0;13;обычно;
