marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
ВК-2;ВК2;ВК-2;К-Ц;да;17;6;узел: компрессор;регулярка;техническое устройство - Промежуточный холодильник I ступени компрессора ВК-2 тех. № п/х I ст. ВК-2, рег. № 3.37, зав. № 1924, эксплуатируемое на опасном производственном объекте («Площадка установки ;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-09056-2020
32ВЦ-100/9;32ВЦ100/9;32ВЦ-100/9;ЦК-Ц/Ц;да;17;6;компрессор;регулярка;Объект 1918, Установка компрессии и ВОЦ, цех №54, ГХЗ Компрессор центробежный 32ВЦ-100/9, поз. М-2, зав.№87002;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05623-2016
С415М;С415М;С 415М | С-415М | С415-М | С415М;КЦК;да;12;6;компрессор;регулярка;Компрессор поршневой модель С415М, инв. № 011141119, принадлежащий ОАО «Уральское объединение трубопроводного транспорта нефтепродуктов»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-32520-2014
НВ10Э;НВ10Э;НВ 10Э | НВ-10-Э | НВ-10Э | НВ10Э;КЦК;да;10;6;ПКС;регулярка;станцию передвижную компрессорную НВ10Э, инвентарный № 18061, из состава СЦРКО;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-21245-2014
2ВМ4-12/65;2ВМ412/65;2ВМ4-12/65;ЦКЦ-Ц/Ц;да;9;6;компрессор;регулярка;Поршневой компрессор типа 2ВМ4-12/65, зав. № 90149, ст. № 6;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38373-2015
Р-2;Р2;Р-2;К-Ц;да;8;6;ресивер;регулярка;Заключение экспертизы промышленной безопасности рег. № НПО-2026/0586-01-6 на техническое устройство, применяемое на опасном производственном объекте. Объект: ресивер Р-2 зав. № 5/4124, рег. № 20971 (П;https://monitor-pb.ru/conclusion/78-%D0%A2%D0%A3-858181-2026
КСЭ-5М;КСЭ5М;КСЭ-5М | КСЭ-5м;К-ЦК;да;51;5;компрессор;провайдер+регулярка;Заключение экспертизы промышленной безопасности на техническое устройство, используемое на опасном производственном объекте: Компрессор КСЭ-5М, зав. № б/н. Заключение № 1216-ТУ/24;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-01527-2025
7ВКГ-30/7;7ВКГ30/7;7ВКГ 30/7 | 7ВКГ-30/7;ЦК-Ц/Ц;да;48;5;компрессор;провайдер+регулярка;компрессор винтовой 7ВКГ-30/7, заводской № 07003, инвентарный № 70315238, эксплуатируемого на ВКС Лор-Еганского м/р, ЦППН-8, Лор-Еганское м/р, АО «Самотлорнефтегаз»;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-35919-2016
АНК 65;АНК65;АНК 65 | АНК-65;К Ц;да;44;5;узел: воздуходувка;регулярка;"ЦДНГ-1, куст 54: Фонтанная и нагнетательная арматура, всего 6 шт.: АНК 65×210 скв. №688 зав.№5202; АНК 65×210 скв. №691 зав.№3550; АФК 65×140 скв. №1082 зав.№5202; АФК 65×140 скв. №1083 зав.№4383; АФК";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-01103-2021
А-0,6;А0.6;А-0,6;К-Ц,Ц;да;37;5;ВРУ;провайдер+регулярка;Азотная станция А-0,6, зав. № 312, применяемая на ОПО: «Площадка азотно-кислородного комплекса», рег. № А44-52763-0008;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-36786-2023
КТ-6;КТ6;КТ-6;К-Ц;да;31;5;компрессор;регулярка;Заключение экспертизы промышленной безопасности № БНД/У/8/298/22/ОГМ.3212.2024 на техническое устройство: Воздушный поршневой компрессор КТ-6, зав. № 480 - применяемое на опасном производственном объе;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11088-2025
ВКГ-50/7;ВКГ50/7;ВКГ 50/7 | ВКГ-50/7;К-Ц/Ц;да;28;5;компрессор;регулярка;На техническое устройство – винтовой компрессор 7 ВКГ-50/7, зав. № 88026, расположенный на ОПО «Пункт подготовки и сбора нефти (ЦПС Тюменского месторождения)», рег. № А58-40008-0182, II класс опасност;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-52734-2022
5Г-600/42-60;5Г600/4260;5Г-600/42-60;ЦК-Ц/Ц-Ц;да;28;5;компрессор;регулярка;Заключение экспертизы промышленной безопасности №ЭПБ-06-00088-0025-2023 на техническое устройство: компрессор поршневой 5Г-600/42-60, поз. ПК-3, зав. №13 установки гидроочистки дизельного топлива Л-24;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-21797-2023
Н-235-21-1;Н235211;Н-235-21-1;К-Ц-Ц-Ц;да;28;5;воздуходувка;провайдер+регулярка;Нагнетатель центробежный типа Н-235-21-1 зав. № 7045, ГПА ст. № 35, инв. № 081065;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-558516-2025
АО-1200П;АО1200П;АО-1200П;К-ЦК;да;26;5;компрессор;регулярка;поршневой компрессор АО-1200П технологическая поз. М2/5, зав. №441, инв. №11129, цех 54;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-18945-2015
5 РВ;5РВ;5 РВ | 5-РВ | 5РВ;Ц К;да;21;5;ресивер;провайдер+регулярка;"ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ № ТПА/P-1188/AXУ-1/20-23 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство Ресивер 5 РВ зав. № 8338, рег. № 1188 ""СХ"" Аммиачно-холодильная установка № 1, ОАО ""Москов";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18189-2023
К-250-61-1;К250611;К-250-61-1 | К250-61-1;К-Ц-Ц-Ц;да;21;5;компрессор;провайдер+регулярка;Компрессор центробежный К-250-61-1 поз. М-2/2, зав.№ 496, инв.№ 156456 Цех ПМЦК, отделение Р-10/1, АО «Синтез-Каучук»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-38267-2022
F2MS3-2500;F2MS32500;F2-MS3-2500 | F2MS3-2500;ЛЦЛЦ-Ц;да;20;5;компрессор;регулярка;Заключение № НЦ-1762/8-4К-2022 экспертизы промышленной безопасности на техническое устройство аммиачный винтовой двухступенчатый компрессор F2MS3-2500 техн. № 4 (состоящего из винтовых компрессоров S3;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-15783-2022
УКВШ-15/7;УКВШ15/7;УКВШ 15/7 | УКВШ-15/7;К-Ц/Ц;да;18;5;компрессор;регулярка;установка компрессорная УКВШ-15/7, зав. № 254;https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-03643-2018
5РДМ;5РДМ;5 РДМ | 5РДМ;ЦК;да;17;5;ресивер;провайдер+регулярка;Сосуд, работающий под избыточным давлением – линейный ресивер 5РДМ зав. № 671, рег. № 55345, эксплуатируемый ООО «Удмуртский хладокомбинат», по адресу: УР, г. Ижевск, ул. Маяковского, 44;https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-03859-2020
360-22-1;360221;360-22-1;Ц-Ц-Ц;да;17;5;воздуходувка;провайдер+регулярка;Цех ИП-2-6,Центробежный нагнетатель 360-22-1, поз.№ 15/2, зав.№533 , ОАО «Синтез-Каучук»,;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-29045-2015
205ВП-16/70;205ВП16/70;205ВП-16/70;ЦК-Ц/Ц;да;16;5;компрессор;провайдер+регулярка;ЗАКЛЮЧЕНИЕ № 4398/03-24 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство Компрессор поршневой угловой 205ВП-16/70, поз. ВК-49, зав.№ 55669, применяемое на опасном производственном объект;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-22875-2024
АНК1-6;АНК16;АНК 1-6 | АНК1 6 | АНК1-6;КЦ-Ц;да;15;5;узел: воздуходувка;регулярка;Нагнетательная арматура, всего 2 шт.: АНК1-65x21 скв. № 1549, зав. № 6674 АНК1-65x21 скв. № 6723, зав. № 6766;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-19223-2020
П220-7-2;П22072;П 220-7-2 | П-220-7-2 | П220-7-2;КЦ-Ц-Ц;да;14;5;компрессор;регулярка;"ЗАКЛЮЧЕНИЕ № 2481ТУ-25 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство: Компрессор поршневой марки П220-7-2, зав.№ 2714, поз.№ К№4; применяемый на опасном производственном объекте «Площ";https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-664510-2026
ДАОН-350П;ДАОН350П;ДАОН 350П | ДАОН-350П;К-ЦК;да;14;5;компрессор;регулярка;Аммиачный двухступенчатый компрессор «ДАОН-350П» поз. 24/2 цеха №1А (ОИиЗА);https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-51677-2017
КжКАж-0,25;КЖКАЖ0.25;КЖ КАж-0,25 | КжКАж-0,25;К-Ц,Ц;да;14;5;ВРУ;провайдер+регулярка;установки разделения воздуха КжКАж-0,25 (технолог. № 26УРВ) азотно-кислородной станции второй очереди КуАЭС, эксплуатируемой АО «Концерн Росэнергоатом «Курская атомная станция», город Курчатов;https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-08284-2016
ВС-5;ВС5;ВС-5;К-Ц;да;13;5;ресивер;провайдер+регулярка;техническое устройство - ресивера ВС-5, зав. № 3, рег. № 21794, применяемого на опасном производственном объекте: «Площадка производства гидрогенизации жиров» Рег. № А54-00227-0004, класс опасности II;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-03924-2024
NF-811;NF811;NF 811 | NF-811 | NF811;Л-Ц;да;12;5;компрессор;регулярка;"ЗАКЛЮЧЕНИЕ № 2458ТУ-25 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство: Компрессор поршневой марки NF-811, зав. № 820101, поз. № К№2; применяемый на опасном производственном объекте «Пл";https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-664528-2026
